A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Minnesota,
12:00.0,Violation by Team (jump ball), ,0-0, , ,
11:43.0, , ,0-0, ,J. McDaniels misses 2-pt dunk from 1 ft (block by K. Porziņģis),
11:40.0,Defensive rebound by A. Horford, ,0-0, , ,
11:37.0,J. Brown makes 2-pt dunk from 1 ft (assist by A. Horford),+2,2-0, , ,
11:23.0, , ,2-0, ,Turnover by K. Towns (lost ball; steal by J. Holiday),
11:19.0,J. Tatum makes 2-pt dunk from 1 ft (assist by J. Brown),+2,4-0, , ,
11:01.0, , ,4-0, ,K. Towns misses 3-pt jump shot from 25 ft,
11:00.0,Defensive rebound by K. Porziņģis, ,4-0, , ,
10:46.0,J. Brown misses 3-pt jump shot from 25 ft, ,4-0, , ,
10:43.0, , ,4-0, ,Defensive rebound by A. Edwards,
10:38.0, , ,4-2,+2,A. Edwards makes 2-pt layup from 4 ft,
10:38.0, , ,4-2, ,Shooting foul by A. Horford (drawn by A. Edwards),
10:38.0, , ,4-3,+1,A. Edwards makes free throw 1 of 1,
10:20.0,J. Holiday misses 3-pt jump shot from 25 ft, ,4-3, , ,
10:16.0,Offensive rebound by A. Horford, ,4-3, , ,
10:16.0,Shooting foul by M. Conley (drawn by K. Porziņģis), ,4-3, , ,
10:16.0,K. Porziņģis makes free throw 1 of 2,+1,5-3, , ,
10:16.0,K. Porziņģis makes free throw 2 of 2,+1,6-3, , ,
10:01.0, , ,6-3, ,K. Towns misses 3-pt jump shot from 26 ft,
9:58.0,Defensive rebound by J. Holiday, ,6-3, , ,
9:54.0,Turnover by J. Holiday (discontinued dribble), ,6-3, , ,
9:44.0, , ,6-5,+2,A. Edwards makes 2-pt jump shot from 12 ft (assist by M. Conley),
9:32.0,J. Holiday misses 2-pt layup from 2 ft, ,6-5, , ,
9:30.0, , ,6-5, ,Defensive rebound by K. Towns,
9:17.0, , ,6-7,+2,R. Gobert makes 2-pt hook shot from 6 ft,Lead change
9:05.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Holiday),+3,9-7, , ,Lead change
8:45.0, , ,9-7, ,J. McDaniels misses 3-pt jump shot from 23 ft,
8:42.0,Defensive rebound by J. Holiday, ,9-7, , ,
8:35.0,J. Brown makes 2-pt dunk from 2 ft (assist by A. Horford),+2,11-7, , ,
8:15.0, , ,11-7, ,J. McDaniels misses 2-pt jump shot from 20 ft,
8:14.0, , ,11-7, ,Offensive rebound by Team,
8:14.0,Loose ball foul by A. Horford (drawn by R. Gobert), ,11-7, , ,
8:14.0,L. Stevens enters the game for A. Horford, ,11-7, , ,
8:09.0, , ,11-10,+3,A. Edwards makes 3-pt jump shot from 25 ft,
7:56.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,11-10, , ,
7:52.0, , ,11-10, ,Defensive rebound by J. McDaniels,
7:51.0, , ,11-10, ,Turnover by J. McDaniels (bad pass; steal by L. Stevens),
7:48.0,Turnover by J. Tatum (lost ball; steal by M. Conley), ,11-10, , ,
7:41.0, , ,11-12,+2,J. McDaniels makes 2-pt jump shot from 14 ft (assist by A. Edwards),Lead change
7:30.0,Shooting foul by K. Towns (drawn by J. Holiday), ,11-12, , ,
7:30.0,J. Holiday misses free throw 1 of 2, ,11-12, , ,
7:30.0,Offensive rebound by Team, ,11-12, , ,
7:30.0,J. Holiday makes free throw 2 of 2,+1,12-12, , ,Tie
7:20.0, , ,12-12, ,J. McDaniels misses 3-pt jump shot from 25 ft,
7:18.0,Defensive rebound by L. Stevens, ,12-12, , ,
7:09.0,Turnover by J. Tatum (bad pass; steal by J. McDaniels), ,12-12, , ,
6:58.0, , ,12-12, ,Turnover by A. Edwards (lost ball; steal by J. Brown),
6:54.0,J. Brown makes 2-pt layup from 2 ft,+2,14-12, , ,Lead change
6:37.0, , ,14-12, ,J. McDaniels misses 3-pt jump shot from 25 ft,
6:33.0,Defensive rebound by J. Brown, ,14-12, , ,
6:25.0,J. Brown makes 3-pt jump shot from 25 ft,+3,17-12, , ,
6:11.0, , ,17-12, ,Turnover by K. Towns (bad pass; steal by J. Tatum),
6:09.0,Personal foul by J. McDaniels (drawn by J. Tatum), ,17-12, , ,
6:09.0, , ,17-12, ,Minnesota full timeout,
6:09.0,S. Hauser enters the game for J. Tatum, ,17-12, , ,
5:53.0,L. Stevens misses 2-pt layup from 3 ft, ,17-12, , ,
5:51.0, , ,17-12, ,Defensive rebound by K. Towns,
5:43.0, , ,17-12, ,K. Towns misses 2-pt layup from 3 ft,
5:41.0, , ,17-12, ,Offensive rebound by Team,
5:41.0,Loose ball foul by J. Brown (drawn by R. Gobert), ,17-12, , ,
5:41.0, , ,17-12, ,N. Alexander-Walker enters the game for M. Conley,
5:29.0, , ,17-12, ,Offensive foul by K. Towns (drawn by J. Holiday),
5:29.0, , ,17-12, ,Turnover by K. Towns (offensive foul),
5:29.0, , ,17-12, ,N. Reid enters the game for K. Towns,
5:10.0,K. Porziņģis misses 3-pt jump shot from 27 ft, ,17-12, , ,
5:08.0, , ,17-12, ,Defensive rebound by N. Alexander-Walker,
4:50.0, , ,17-12, ,Shooting foul by J. Holiday (drawn by R. Gobert),
4:50.0, , ,17-13,+1,R. Gobert makes free throw 1 of 2,
4:50.0, , ,17-13, ,K. Anderson enters the game for J. McDaniels,
4:50.0, , ,17-13, ,R. Gobert misses free throw 2 of 2,
4:49.0,Defensive rebound by J. Brown, ,17-13, , ,
4:32.0,J. Brown misses 3-pt jump shot from 27 ft, ,17-13, , ,
4:29.0,Offensive rebound by K. Porziņģis, ,17-13, , ,
4:25.0,Offensive foul by J. Brown (drawn by N. Reid), ,17-13, , ,
4:25.0,Turnover by J. Brown (offensive foul), ,17-13, , ,
4:14.0, , ,17-15,+2,R. Gobert makes 2-pt dunk from 1 ft (assist by K. Anderson),
4:04.0,K. Porziņģis misses 2-pt layup from 2 ft, ,17-15, , ,
4:01.0, , ,17-15, ,Defensive rebound by A. Edwards,
3:52.0, , ,17-18,+3,N. Reid makes 3-pt jump shot from 24 ft (assist by N. Alexander-Walker),Lead change
3:51.0,Boston full timeout, ,17-18, , ,
3:51.0,S. Mykhailiuk enters the game for J. Brown, ,17-18, , ,
3:51.0,P. Pritchard enters the game for J. Holiday, ,17-18, , ,
3:51.0,J. Tatum enters the game for L. Stevens, ,17-18, , ,
3:33.0,K. Porziņģis misses 2-pt jump shot from 17 ft, ,17-18, , ,
3:30.0, , ,17-18, ,Defensive rebound by N. Reid,
3:23.0, , ,17-20,+2,A. Edwards makes 2-pt jump shot from 8 ft (assist by N. Reid),
3:23.0, , ,17-20, ,Shooting foul by S. Hauser (drawn by A. Edwards),
3:23.0, , ,17-21,+1,A. Edwards makes free throw 1 of 1,
3:06.0,J. Tatum misses 3-pt jump shot from 24 ft, ,17-21, , ,
3:03.0,Offensive rebound by P. Pritchard, ,17-21, , ,
3:00.0,Personal foul by K. Anderson (drawn by K. Porziņģis), ,17-21, , ,
3:00.0, , ,17-21, ,J. McDaniels enters the game for R. Gobert,
2:54.0,J. Tatum makes 2-pt jump shot from 16 ft (assist by K. Porziņģis),+2,19-21, , ,
2:44.0, , ,19-23,+2,N. Reid makes 2-pt dunk at rim,
2:17.0,K. Porziņģis makes 2-pt jump shot from 11 ft,+2,21-23, , ,
2:07.0, , ,21-23, ,Turnover by N. Reid (traveling),
1:53.0,Turnover by K. Porziņģis (traveling), ,21-23, , ,
1:41.0, , ,21-23, ,N. Alexander-Walker misses 2-pt layup at rim,
1:38.0,Defensive rebound by P. Pritchard, ,21-23, , ,
1:36.0,Personal foul by K. Anderson (drawn by S. Hauser), ,21-23, , ,
1:36.0,S. Hauser makes free throw 1 of 2,+1,22-23, , ,
1:36.0,L. Kornet enters the game for K. Porziņģis, ,22-23, , ,
1:36.0,S. Hauser makes free throw 2 of 2,+1,23-23, , ,Tie
1:29.0, , ,23-23, ,Shooting foul by P. Pritchard (drawn by K. Anderson),
1:29.0, , ,23-24,+1,K. Anderson makes free throw 1 of 2,
1:29.0, , ,23-24, ,K. Anderson misses free throw 2 of 2,
1:27.0,Defensive rebound by J. Tatum, ,23-24, , ,
1:14.0,J. Tatum makes 2-pt layup from 3 ft,+2,25-24, , ,Lead change
1:00.0, , ,25-24, ,Turnover by N. Alexander-Walker (lost ball; steal by J. Tatum),
0:58.0,Shooting foul by A. Edwards (drawn by J. Tatum), ,25-24, , ,
0:58.0,J. Tatum misses free throw 1 of 2, ,25-24, , ,
0:58.0,Offensive rebound by Team, ,25-24, , ,
0:58.0,J. Tatum makes free throw 2 of 2,+1,26-24, , ,
0:38.0, , ,26-24, ,Shooting foul by L. Kornet (drawn by N. Reid),
0:38.0, , ,26-25,+1,N. Reid makes free throw 1 of 2,
0:38.0, , ,26-26,+1,N. Reid makes free throw 2 of 2,Tie
0:29.0,L. Kornet misses 2-pt layup from 3 ft, ,26-26, , ,
0:24.0,Offensive rebound by S. Hauser, ,26-26, , ,
0:24.0,Turnover by S. Hauser (bad pass; steal by N. Reid), ,26-26, , ,
0:16.0, , ,26-29,+3,N. Reid makes 3-pt jump shot from 24 ft (assist by N. Alexander-Walker),Lead change
0:04.0,J. Tatum misses 3-pt jump shot from 26 ft, ,26-29, , ,
0:03.0, , ,26-29, ,Defensive rebound by A. Edwards,
0:00.0,End of 1st quarter,
2nd Q,
Time,Boston,,Score,,Minnesota,
12:00.0,Start of 2nd quarter,
11:44.0,A. Horford misses 3-pt jump shot from 25 ft, ,26-29, , ,
11:43.0,Offensive rebound by Team, ,26-29, , ,
11:43.0, , ,26-29, ,Loose ball foul by K. Towns (drawn by L. Kornet),
11:43.0, , ,26-29, ,K. Anderson enters the game for K. Towns,
11:32.0,J. Tatum misses 2-pt layup from 6 ft (block by N. Reid), ,26-29, , ,
11:32.0,Offensive rebound by Team, ,26-29, , ,
11:30.0,L. Kornet makes 2-pt dunk from 2 ft (assist by J. Tatum),+2,28-29, , ,
11:06.0, , ,28-29, ,K. Anderson misses 2-pt jump shot from 12 ft,
11:05.0,Defensive rebound by P. Pritchard, ,28-29, , ,
10:43.0,A. Horford misses 2-pt layup from 5 ft, ,28-29, , ,
10:42.0,Offensive rebound by Team, ,28-29, , ,
10:42.0,Turnover by Team (shot clock), ,28-29, , ,
10:30.0, , ,28-29, ,K. Anderson misses 2-pt jump shot from 10 ft,
10:28.0,Defensive rebound by S. Hauser, ,28-29, , ,
10:23.0,J. Tatum makes 2-pt dunk from 1 ft,+2,30-29, , ,Lead change
10:05.0, , ,30-29, ,Turnover by K. Anderson (traveling),
9:58.0,J. Tatum makes 2-pt layup from 1 ft,+2,32-29, , ,
9:47.0, , ,32-29, ,J. McDaniels misses 3-pt jump shot from 25 ft,
9:44.0,Defensive rebound by P. Pritchard, ,32-29, , ,
9:30.0,S. Hauser misses 3-pt jump shot from 25 ft, ,32-29, , ,
9:27.0, , ,32-29, ,Defensive rebound by K. Anderson,
9:22.0, , ,32-29, ,Turnover by N. Reid (lost ball; steal by J. Tatum),
9:19.0,J. Tatum makes 2-pt dunk from 1 ft,+2,34-29, , ,
9:19.0, , ,34-29, ,Minnesota full timeout,
9:19.0,J. Holiday enters the game for P. Pritchard, ,34-29, , ,
9:19.0, , ,34-29, ,R. Gobert enters the game for S. Milton,
9:07.0, , ,34-32,+3,M. Conley makes 3-pt jump shot from 24 ft (assist by K. Anderson),
8:47.0,Shooting foul by R. Gobert (drawn by L. Kornet), ,34-32, , ,
8:47.0,L. Kornet makes free throw 1 of 2,+1,35-32, , ,
8:47.0,L. Kornet makes free throw 2 of 2,+1,36-32, , ,
8:38.0, , ,36-32, ,M. Conley misses 3-pt jump shot from 25 ft,
8:36.0,Defensive rebound by S. Hauser, ,36-32, , ,
8:28.0,J. Tatum misses 2-pt layup from 2 ft, ,36-32, , ,
8:26.0,Offensive rebound by A. Horford, ,36-32, , ,
8:23.0,S. Hauser makes 3-pt jump shot from 26 ft (assist by A. Horford),+3,39-32, , ,
8:05.0, , ,39-32, ,Turnover by R. Gobert (bad pass; steal by A. Horford),
8:05.0,Turnover by A. Horford (traveling), ,39-32, , ,
8:05.0,J. Brown enters the game for J. Tatum, ,39-32, , ,
8:05.0, , ,39-32, ,A. Edwards enters the game for J. McDaniels,
7:53.0, , ,39-32, ,N. Reid misses 2-pt hook shot from 7 ft,
7:50.0, , ,39-32, ,Offensive rebound by K. Anderson,
7:46.0, , ,39-32, ,K. Anderson misses 2-pt jump shot from 6 ft,
7:42.0, , ,39-32, ,Offensive rebound by N. Reid,
7:42.0, , ,39-34,+2,N. Reid makes 2-pt layup at rim,
7:20.0,J. Brown misses 2-pt layup from 2 ft, ,39-34, , ,
7:18.0, , ,39-34, ,Defensive rebound by K. Anderson,
7:16.0, , ,39-36,+2,A. Edwards makes 2-pt layup from 2 ft (assist by K. Anderson),
7:16.0,Violation by Team (def goaltending), ,39-36, , ,
7:06.0,J. Holiday misses 2-pt jump shot from 14 ft, ,39-36, , ,
7:02.0, , ,39-36, ,Defensive rebound by R. Gobert,
6:46.0, , ,39-38,+2,A. Edwards makes 2-pt jump shot from 17 ft,
6:46.0,K. Porziņģis enters the game for L. Kornet, ,39-38, , ,
6:30.0,K. Porziņģis misses 3-pt jump shot from 27 ft, ,39-38, , ,
6:27.0, , ,39-38, ,Defensive rebound by R. Gobert,
6:13.0, , ,39-38, ,A. Edwards misses 3-pt jump shot from 25 ft,
6:11.0,Defensive rebound by K. Porziņģis, ,39-38, , ,
6:03.0,J. Brown misses 2-pt layup from 5 ft (block by K. Anderson), ,39-38, , ,
6:03.0,Offensive rebound by Team, ,39-38, , ,
6:02.0,A. Horford misses 3-pt jump shot from 23 ft (block by N. Reid), ,39-38, , ,
6:00.0,Offensive rebound by J. Holiday, ,39-38, , ,
5:59.0,J. Holiday misses 2-pt layup from 2 ft, ,39-38, , ,
5:58.0, , ,39-38, ,Defensive rebound by A. Edwards,
5:52.0, , ,39-40,+2,R. Gobert makes 2-pt dunk from 1 ft (assist by K. Anderson),Lead change
5:52.0, , ,39-40, ,Shooting foul by K. Porziņģis (drawn by R. Gobert),
5:52.0, , ,39-40, ,R. Gobert misses free throw 1 of 1,
5:50.0,Defensive rebound by J. Brown, ,39-40, , ,
5:45.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Brown),+3,42-40, , ,Lead change
5:32.0, , ,42-40, ,Turnover by K. Anderson (bad pass),
5:32.0,P. Pritchard enters the game for S. Hauser, ,42-40, , ,
5:25.0,Personal foul by A. Edwards (drawn by K. Porziņģis), ,42-40, , ,
5:19.0,J. Holiday makes 2-pt layup from 2 ft,+2,44-40, , ,
4:58.0, , ,44-40, ,K. Anderson misses 3-pt jump shot from 24 ft,
4:56.0,Defensive rebound by A. Horford, ,44-40, , ,
4:44.0,Shooting foul by K. Anderson (drawn by K. Porziņģis), ,44-40, , ,
4:44.0,K. Porziņģis makes free throw 1 of 2,+1,45-40, , ,
4:44.0, , ,45-40, ,J. McDaniels enters the game for K. Anderson,
