A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,LA Lakers,
12:00.0,Jump ball: K. Porziņģis vs. A. Davis (J. Brown gains possession),
11:50.0,J. Brown makes 2-pt jump shot from 17 ft,+2,2-0, , ,
11:32.0, , ,2-0, ,T. Prince misses 3-pt jump shot from 26 ft,
11:30.0,Defensive rebound by K. Porziņģis, ,2-0, , ,
11:25.0,K. Porziņģis misses 3-pt jump shot from 27 ft, ,2-0, , ,
11:21.0, , ,2-0, ,Defensive rebound by T. Prince,
11:13.0, , ,2-0, ,A. Davis misses 2-pt hook shot from 11 ft,
11:09.0, , ,2-0, ,Offensive rebound by J. Vanderbilt,
11:09.0, , ,2-0, ,J. Vanderbilt misses 2-pt layup at rim,
11:09.0,Defensive rebound by K. Porziņģis, ,2-0, , ,
11:06.0,J. Brown makes 2-pt jump shot from 18 ft (assist by J. Tatum),+2,4-0, , ,
10:44.0, , ,4-0, ,A. Davis misses 2-pt jump shot from 6 ft,
10:42.0,Defensive rebound by K. Porziņģis, ,4-0, , ,
10:37.0,Offensive foul by J. Brown (drawn by J. Vanderbilt), ,4-0, , ,
10:37.0,Turnover by J. Brown (offensive foul), ,4-0, , ,
10:28.0, , ,4-0, ,Turnover by A. Davis (bad pass; steal by D. White),
10:16.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. White),+3,7-0, , ,
9:53.0, , ,7-0, ,L. James misses 2-pt jump shot from 9 ft,
9:51.0,Defensive rebound by J. Holiday, ,7-0, , ,
9:41.0,D. White misses 3-pt jump shot from 26 ft, ,7-0, , ,
9:41.0,Offensive rebound by K. Porziņģis, ,7-0, , ,
9:41.0,K. Porziņģis makes 2-pt dunk at rim,+2,9-0, , ,
9:26.0, , ,9-0, ,Turnover by C. Reddish (bad pass; steal by D. White),
9:21.0,J. Brown makes 3-pt jump shot from 26 ft (assist by D. White),+3,12-0, , ,
9:21.0, , ,12-0, ,LA Lakers full timeout,
9:10.0, , ,12-0, ,L. James misses 2-pt layup from 4 ft (block by K. Porziņģis),
9:07.0, , ,12-0, ,Offensive rebound by J. Vanderbilt,
8:59.0, , ,12-3,+3,C. Reddish makes 3-pt jump shot from 26 ft (assist by T. Prince),
8:37.0,K. Porziņģis makes 2-pt jump shot from 7 ft (assist by J. Brown),+2,14-3, , ,
8:37.0,Shooting foul by T. Prince (drawn by K. Porziņģis), ,14-3, , ,
8:37.0,K. Porziņģis misses free throw 1 of 1, ,14-3, , ,
8:35.0, , ,14-3, ,Defensive rebound by L. James,
8:31.0, , ,14-3, ,L. James misses 2-pt layup from 2 ft,
8:28.0,Defensive rebound by J. Holiday, ,14-3, , ,
8:24.0,J. Brown misses 2-pt layup from 2 ft, ,14-3, , ,
8:22.0, , ,14-3, ,Defensive rebound by Team,
8:04.0, , ,14-3, ,L. James misses 2-pt layup from 2 ft,
8:01.0, , ,14-3, ,Offensive rebound by J. Vanderbilt,
7:57.0, , ,14-3, ,J. Vanderbilt misses 2-pt layup from 3 ft,
7:57.0, , ,14-3, ,Offensive rebound by A. Davis,
7:53.0, , ,14-5,+2,A. Davis makes 2-pt layup at rim,
7:46.0,J. Brown misses 2-pt jump shot from 17 ft, ,14-5, , ,
7:44.0, , ,14-5, ,Defensive rebound by L. James,
7:43.0, , ,14-5, ,Shooting foul by K. Porziņģis (drawn by L. James),
7:43.0, , ,14-5, ,L. James misses free throw 1 of 2,
7:43.0, , ,14-5, ,Offensive rebound by Team,
7:43.0, , ,14-5, ,A. Reaves enters the game for J. Vanderbilt,
7:43.0, , ,14-6,+1,L. James makes free throw 2 of 2,
7:24.0,Shooting foul by C. Reddish (drawn by J. Tatum), ,14-6, , ,
7:24.0,J. Tatum makes free throw 1 of 2,+1,15-6, , ,
7:24.0,J. Tatum makes free throw 2 of 2,+1,16-6, , ,
7:08.0, , ,16-6, ,C. Reddish misses 2-pt layup from 1 ft,
7:05.0, , ,16-6, ,Offensive rebound by A. Davis,
7:05.0, , ,16-8,+2,A. Davis makes 2-pt layup at rim,
