A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Toronto,
12:00.0,Jump ball: K. Porziņģis vs. J. Poeltl (J. Tatum gains possession),
11:45.0,D. White misses 3-pt jump shot from 27 ft, ,0-0, , ,
11:42.0,Offensive rebound by K. Porziņģis, ,0-0, , ,
11:41.0,J. Tatum misses 3-pt jump shot from 25 ft, ,0-0, , ,
11:37.0,Offensive rebound by J. Holiday, ,0-0, , ,
11:28.0,K. Porziņģis misses 3-pt jump shot from 25 ft, ,0-0, , ,
11:24.0, , ,0-0, ,Defensive rebound by S. Barnes,
11:08.0, , ,0-2,+2,P. Siakam makes 2-pt layup from 1 ft (assist by J. Poeltl),
10:53.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by J. Brown),+3,3-2, , ,Lead change
10:33.0, , ,3-4,+2,S. Barnes makes 2-pt layup at rim (assist by J. Poeltl),Lead change
10:16.0,J. Tatum misses 3-pt jump shot from 24 ft, ,3-4, , ,
10:13.0, , ,3-4, ,Defensive rebound by D. Schröder,
10:00.0, , ,3-6,+2,J. Poeltl makes 2-pt layup at rim (assist by D. Schröder),
9:49.0,D. White misses 2-pt jump shot from 10 ft, ,3-6, , ,
9:47.0, , ,3-6, ,Defensive rebound by J. Poeltl,
9:42.0, , ,3-8,+2,P. Siakam makes 2-pt layup from 1 ft (assist by D. Schröder),
9:28.0,J. Tatum misses 3-pt jump shot from 26 ft, ,3-8, , ,
9:25.0, , ,3-8, ,Defensive rebound by P. Siakam,
9:06.0, , ,3-8, ,D. Schröder misses 3-pt jump shot from 25 ft,
9:03.0,Defensive rebound by D. White, ,3-8, , ,
8:54.0,J. Tatum makes 2-pt layup at rim (assist by K. Porziņģis),+2,5-8, , ,
8:40.0, , ,5-8, ,G. Trent misses 2-pt jump shot from 10 ft,
8:37.0,Defensive rebound by K. Porziņģis, ,5-8, , ,
8:32.0,J. Brown misses 2-pt layup from 2 ft, ,5-8, , ,
8:31.0,Offensive rebound by J. Tatum, ,5-8, , ,
