A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,New York,
12:00.0,Jump ball: K. Porziņģis vs. M. Robinson (D. White gains possession),
11:48.0,K. Porziņģis misses 3-pt jump shot from 23 ft, ,0-0, , ,
11:46.0, , ,0-0, ,Defensive rebound by J. Randle,
11:31.0, , ,0-0, ,J. Brunson misses 2-pt jump shot from 11 ft,
11:29.0,Defensive rebound by K. Porziņģis, ,0-0, , ,
11:10.0,J. Brown misses 3-pt jump shot from 25 ft, ,0-0, , ,
11:08.0, , ,0-0, ,Defensive rebound by J. Brunson,
10:56.0, , ,0-0, ,J. Randle misses 2-pt layup from 2 ft,
10:55.0, , ,0-0, ,Offensive rebound by J. Randle,
10:54.0, , ,0-0, ,J. Randle misses 2-pt layup from 1 ft,
10:53.0, , ,0-0, ,Offensive rebound by J. Randle,
10:52.0, , ,0-0, ,J. Randle misses 2-pt layup at rim,
10:51.0,Defensive rebound by J. Holiday, ,0-0, , ,
10:42.0,J. Tatum makes 2-pt jump shot from 3 ft,+2,2-0, , ,
10:20.0, , ,2-0, ,J. Randle misses 2-pt layup from 1 ft (block by J. Holiday),
10:18.0, , ,2-0, ,Offensive rebound by Team,
10:17.0, , ,2-0, ,R. Barrett misses 2-pt jump shot from 22 ft (block by J. Holiday),
10:16.0, , ,2-0, ,Offensive rebound by Team,
10:15.0, , ,2-0, ,Turnover by Team (shot clock),
10:05.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by D. White),+2,4-0, , ,
9:52.0, , ,4-0, ,J. Brunson misses 2-pt jump shot from 4 ft,
9:50.0,Defensive rebound by J. Tatum, ,4-0, , ,
9:43.0,J. Brown misses 3-pt jump shot from 25 ft, ,4-0, , ,
9:41.0, , ,4-0, ,Defensive rebound by M. Robinson,
9:37.0, , ,4-0, ,Shooting foul by K. Porziņģis (drawn by J. Randle),
9:37.0, , ,4-0, ,J. Randle misses free throw 1 of 2,
9:37.0, , ,4-0, ,Offensive rebound by Team,
9:37.0, , ,4-0, ,J. Randle misses free throw 2 of 2,
9:35.0,Defensive rebound by J. Tatum, ,4-0, , ,
9:23.0,Jump ball: J. Tatum vs. Q. Grimes (J. Holiday gains possession),
9:21.0,J. Holiday misses 3-pt jump shot from 25 ft, ,4-0, , ,
9:19.0, , ,4-0, ,Defensive rebound by M. Robinson,
9:05.0, , ,4-2,+2,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Randle),
8:46.0,K. Porziņģis misses 2-pt layup from 1 ft, ,4-2, , ,
8:44.0, , ,4-2, ,Defensive rebound by J. Brunson,
8:40.0, , ,4-2, ,J. Brunson misses 2-pt jump shot from 4 ft,
8:39.0,Defensive rebound by Team, ,4-2, , ,
