A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Cleveland,
12:00.0,Jump ball: K. Porziņģis vs. J. Allen (D. White gains possession),
11:42.0,J. Brown misses 3-pt jump shot from 24 ft, ,0-0, , ,
11:40.0,Offensive rebound by D. White, ,0-0, , ,
11:37.0,J. Holiday misses 3-pt jump shot from 25 ft, ,0-0, , ,
11:34.0, , ,0-0, ,Defensive rebound by I. Okoro,
11:20.0, , ,0-0, ,D. Garland misses 2-pt layup at rim,
11:15.0, , ,0-0, ,Offensive rebound by J. Allen,
11:15.0, , ,0-2,+2,J. Allen makes 2-pt layup at rim,
11:02.0,D. White misses 3-pt jump shot from 26 ft, ,0-2, , ,
10:59.0, , ,0-2, ,Defensive rebound by E. Mobley,
10:52.0, , ,0-2, ,E. Mobley misses 2-pt layup from 1 ft,
10:48.0,Defensive rebound by K. Porziņģis, ,0-2, , ,
10:45.0,J. Brown makes 3-pt jump shot from 25 ft,+3,3-2, , ,Lead change
10:24.0, , ,3-4,+2,J. Allen makes 2-pt jump shot from 14 ft (assist by D. Garland),Lead change
10:11.0,J. Tatum makes 3-pt jump shot from 25 ft,+3,6-4, , ,Lead change
9:57.0, , ,6-6,+2,D. Garland makes 2-pt jump shot from 17 ft,Tie
9:44.0,J. Brown misses 3-pt jump shot from 23 ft, ,6-6, , ,
9:40.0,Offensive rebound by K. Porziņģis, ,6-6, , ,
9:39.0,K. Porziņģis misses 2-pt layup from 2 ft, ,6-6, , ,
9:36.0, , ,6-6, ,Defensive rebound by S. Merrill,
9:31.0, , ,6-6, ,D. Garland misses 3-pt jump shot from 25 ft,
9:28.0, , ,6-6, ,Offensive rebound by E. Mobley,
9:26.0, , ,6-9,+3,I. Okoro makes 3-pt jump shot from 24 ft (assist by E. Mobley),Lead change
9:01.0,J. Tatum misses 2-pt dunk from 2 ft, ,6-9, , ,
9:00.0,Offensive rebound by K. Porziņģis, ,6-9, , ,
8:57.0,J. Brown misses 3-pt jump shot from 27 ft, ,6-9, , ,
8:53.0, , ,6-9, ,Defensive rebound by J. Allen,
8:44.0, , ,6-9, ,D. Garland misses 3-pt jump shot from 25 ft,
8:40.0,Defensive rebound by J. Tatum, ,6-9, , ,
8:31.0,J. Holiday misses 3-pt jump shot from 23 ft, ,6-9, , ,
8:28.0, , ,6-9, ,Defensive rebound by E. Mobley,
8:26.0, , ,6-9, ,Turnover by E. Mobley (bad pass; steal by J. Holiday),
8:15.0,J. Tatum makes 3-pt jump shot from 31 ft,+3,9-9, , ,Tie
7:51.0, , ,9-9, ,D. Garland misses 2-pt jump shot from 10 ft,
7:50.0,Defensive rebound by K. Porziņģis, ,9-9, , ,
7:41.0,J. Brown misses 2-pt layup from 2 ft, ,9-9, , ,
7:37.0, , ,9-9, ,Defensive rebound by I. Okoro,
7:36.0, , ,9-9, ,E. Mobley misses 2-pt layup from 1 ft (block by K. Porziņģis),
7:36.0,Defensive rebound by Team, ,9-9, , ,
7:36.0,Boston full timeout, ,9-9, , ,
7:36.0,Instant Replay (Challenge: Ruling Stands), ,9-9, , ,
7:16.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Holiday),+3,12-9, , ,Lead change
6:54.0, , ,12-9, ,E. Mobley misses 2-pt jump shot from 12 ft,
6:52.0,Defensive rebound by J. Tatum, ,12-9, , ,
6:42.0,J. Tatum makes 2-pt layup at rim,+2,14-9, , ,
6:27.0, , ,14-9, ,J. Allen misses 2-pt jump shot from 7 ft,
6:26.0, , ,14-9, ,Offensive rebound by J. Allen,
6:26.0, , ,14-9, ,J. Allen misses 2-pt layup at rim,
6:26.0,Defensive rebound by Team, ,14-9, , ,
6:26.0, , ,14-9, ,C. LeVert enters the game for S. Merrill,
6:26.0,Jump ball: K. Porziņģis vs. J. Allen (J. Tatum gains possession),
6:17.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),+2,16-9, , ,
6:02.0, , ,16-9, ,E. Mobley misses 3-pt jump shot from 24 ft,
5:58.0,Defensive rebound by J. Holiday, ,16-9, , ,
5:49.0,J. Holiday makes 2-pt jump shot from 11 ft (assist by D. White),+2,18-9, , ,
5:33.0, , ,18-9, ,E. Mobley misses 2-pt hook shot from 6 ft,
5:30.0,Defensive rebound by J. Tatum, ,18-9, , ,
5:23.0,K. Porziņģis misses 2-pt jump shot from 18 ft, ,18-9, , ,
5:21.0, , ,18-9, ,Defensive rebound by J. Allen,
5:08.0, , ,18-9, ,D. Garland misses 3-pt jump shot from 26 ft,
5:04.0,Defensive rebound by J. Holiday, ,18-9, , ,
4:54.0,J. Brown misses 2-pt jump shot from 13 ft, ,18-9, , ,
4:52.0,Offensive rebound by D. White, ,18-9, , ,
4:51.0,Shooting foul by C. LeVert (drawn by K. Porziņģis), ,18-9, , ,
4:51.0,Instant Replay, ,18-9, , ,
4:51.0,K. Porziņģis makes free throw 1 of 2,+1,19-9, , ,
4:51.0,S. Hauser enters the game for J. Holiday, ,19-9, , ,
4:51.0,A. Horford enters the game for J. Tatum, ,19-9, , ,
4:51.0, , ,19-9, ,D. Wade enters the game for E. Mobley,
4:51.0,K. Porziņģis makes free throw 2 of 2,+1,20-9, , ,
4:35.0, , ,20-11,+2,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),
4:35.0, , ,20-11, ,Shooting foul by K. Porziņģis (drawn by J. Allen),
4:35.0, , ,20-11, ,G. Niang enters the game for I. Okoro,
4:35.0, , ,20-12,+1,J. Allen makes free throw 1 of 1,
4:17.0,Turnover by K. Porziņģis (bad pass; steal by D. Wade), ,20-12, , ,
4:12.0, , ,20-12, ,D. Wade misses 3-pt jump shot from 25 ft,
4:11.0, , ,20-12, ,Offensive rebound by Team,
4:05.0, , ,20-15,+3,D. Garland makes 3-pt jump shot from 26 ft (assist by J. Allen),
3:40.0,S. Hauser makes 3-pt jump shot from 28 ft (assist by K. Porziņģis),+3,23-15, , ,
3:24.0, , ,23-17,+2,J. Allen makes 2-pt hook shot from 2 ft (assist by D. Garland),
3:07.0,A. Horford misses 2-pt layup from 3 ft (block by J. Allen), ,23-17, , ,
3:05.0,Offensive rebound by A. Horford, ,23-17, , ,
3:01.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by S. Hauser),+2,25-17, , ,
2:46.0, , ,25-17, ,C. LeVert misses 3-pt jump shot from 28 ft,
2:46.0,Defensive rebound by A. Horford, ,25-17, , ,
2:37.0,K. Porziņģis makes 3-pt jump shot from 29 ft (assist by J. Brown),+3,28-17, , ,
2:14.0, , ,28-17, ,D. Garland misses 2-pt layup from 1 ft (block by K. Porziņģis),
2:11.0,Defensive rebound by D. White, ,28-17, , ,
2:09.0,J. Brown misses 2-pt layup from 4 ft, ,28-17, , ,
2:08.0,Offensive rebound by S. Hauser, ,28-17, , ,
2:07.0,S. Hauser misses 2-pt layup at rim, ,28-17, , ,
