A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Indiana,
12:00.0,Jump ball: A. Horford vs. M. Turner (O. Toppin gains possession),
11:35.0, , ,0-0, ,B. Brown misses 2-pt jump shot from 9 ft,
11:32.0,Defensive rebound by J. Brown, ,0-0, , ,
11:20.0,J. Holiday misses 2-pt layup from 3 ft, ,0-0, , ,
11:19.0, , ,0-0, ,Defensive rebound by B. Brown,
11:14.0, , ,0-0, ,Shooting foul by J. Brown (drawn by B. Brown),
11:14.0, , ,0-1,+1,B. Brown makes free throw 1 of 2,
11:14.0, , ,0-2,+1,B. Brown makes free throw 2 of 2,
10:54.0,J. Tatum makes 2-pt dunk from 2 ft (assist by D. White),+2,2-2, , ,Tie
10:31.0, , ,2-4,+2,M. Turner makes 2-pt jump shot from 6 ft (assist by B. Brown),
10:20.0,J. Brown makes 2-pt jump shot from 14 ft (assist by J. Tatum),+2,4-4, , ,Tie
10:07.0, , ,4-7,+3,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Haliburton),
9:52.0,D. White misses 3-pt jump shot from 26 ft, ,4-7, , ,
9:49.0, , ,4-7, ,Defensive rebound by O. Toppin,
9:41.0, , ,4-7, ,O. Toppin misses 2-pt layup from 4 ft (block by J. Holiday),
9:38.0,Defensive rebound by J. Tatum, ,4-7, , ,
9:36.0,Shooting foul by B. Hield (drawn by J. Tatum), ,4-7, , ,
9:36.0,J. Tatum misses free throw 1 of 2, ,4-7, , ,
9:36.0,Offensive rebound by Team, ,4-7, , ,
9:36.0,J. Tatum makes free throw 2 of 2,+1,5-7, , ,
9:27.0, , ,5-7, ,M. Turner misses 3-pt jump shot from 24 ft,
9:23.0,Defensive rebound by J. Brown, ,5-7, , ,
9:17.0,J. Holiday misses 3-pt jump shot from 25 ft, ,5-7, , ,
9:16.0, , ,5-7, ,Defensive rebound by O. Toppin,
9:09.0, , ,5-10,+3,B. Brown makes 3-pt jump shot from 25 ft (assist by O. Toppin),
8:45.0,J. Tatum misses 2-pt jump shot from 6 ft, ,5-10, , ,
8:42.0, , ,5-10, ,Defensive rebound by T. Haliburton,
8:39.0, , ,5-10, ,B. Hield misses 3-pt jump shot from 25 ft,
8:36.0,Defensive rebound by A. Horford, ,5-10, , ,
8:30.0,Turnover by J. Holiday (bad pass), ,5-10, , ,
8:20.0, , ,5-10, ,T. Haliburton misses 3-pt jump shot from 24 ft,
8:16.0,Defensive rebound by D. White, ,5-10, , ,
8:11.0,J. Brown makes 2-pt dunk from 1 ft,+2,7-10, , ,
7:53.0, , ,7-10, ,M. Turner misses 3-pt jump shot from 26 ft,
7:49.0,Defensive rebound by J. Tatum, ,7-10, , ,
7:45.0,J. Brown misses 3-pt jump shot from 26 ft, ,7-10, , ,
7:42.0, , ,7-10, ,Defensive rebound by M. Turner,
7:32.0, , ,7-12,+2,T. Haliburton makes 2-pt jump shot from 11 ft,
7:13.0,J. Tatum misses 2-pt jump shot from 7 ft, ,7-12, , ,
7:12.0,Offensive rebound by J. Tatum, ,7-12, , ,
7:12.0,J. Tatum misses 2-pt layup at rim, ,7-12, , ,
7:12.0,Offensive rebound by Team, ,7-12, , ,
7:12.0, , ,7-12, ,Loose ball foul by B. Brown (drawn by J. Tatum),
7:07.0,J. Brown makes 2-pt jump shot from 10 ft,+2,9-12, , ,
6:49.0, , ,9-14,+2,M. Turner makes 2-pt layup from 4 ft (assist by B. Brown),
6:49.0, , ,9-14, ,Shooting foul by A. Horford (drawn by M. Turner),
6:49.0, , ,9-14, ,Indiana full timeout,
6:49.0,D. Banton enters the game for J. Holiday, ,9-14, , ,
