A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Chicago,
12:00.0,Jump ball: K. Porziņģis vs. N. Vučević (J. Brown gains possession),
11:46.0,D. White misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:43.0, , ,0-0, ,Defensive rebound by N. Vučević,
11:35.0, , ,0-0, ,Turnover by A. Caruso (bad pass; steal by K. Porziņģis),
11:25.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:23.0, , ,0-0, ,Defensive rebound by A. Dosunmu,
11:16.0, , ,0-0, ,A. Dosunmu misses 2-pt layup from 1 ft,
11:14.0,Defensive rebound by K. Porziņģis, ,0-0, , ,
11:04.0,J. Tatum misses 3-pt jump shot from 26 ft, ,0-0, , ,
11:01.0, , ,0-0, ,Defensive rebound by D. DeRozan,
10:42.0, , ,0-2,+2,N. Vučević makes 2-pt jump shot from 15 ft (assist by C. White),
10:20.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Tatum),+3,3-2, , ,Lead change
10:04.0, , ,3-2, ,Turnover by N. Vučević (bad pass; steal by J. Brown),
9:54.0,J. Brown makes 2-pt layup from 2 ft,+2,5-2, , ,
9:44.0, , ,5-2, ,N. Vučević misses 3-pt jump shot from 25 ft,
9:41.0,Defensive rebound by J. Holiday, ,5-2, , ,
9:30.0,J. Holiday misses 2-pt hook shot from 5 ft, ,5-2, , ,
9:28.0, , ,5-2, ,Defensive rebound by N. Vučević,
9:18.0, , ,5-2, ,D. DeRozan misses 2-pt jump shot from 12 ft,
9:16.0,Defensive rebound by J. Tatum, ,5-2, , ,
9:07.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Holiday),+3,8-2, , ,
8:45.0, , ,8-5,+3,A. Dosunmu makes 3-pt jump shot from 26 ft (assist by N. Vučević),
8:31.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Brown),+2,10-5, , ,
8:20.0, , ,10-5, ,C. White misses 3-pt jump shot from 25 ft,
8:17.0,Defensive rebound by J. Tatum, ,10-5, , ,
8:07.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by J. Brown),+3,13-5, , ,
7:55.0, , ,13-5, ,Turnover by D. DeRozan (bad pass; steal by J. Tatum),
7:50.0,J. Tatum misses 2-pt layup from 2 ft, ,13-5, , ,
7:48.0, , ,13-5, ,Defensive rebound by A. Caruso,
7:43.0, , ,13-5, ,N. Vučević misses 2-pt layup from 2 ft (block by D. White),
7:42.0, , ,13-5, ,Offensive rebound by A. Dosunmu,
7:40.0, , ,13-5, ,D. DeRozan misses 2-pt layup from 2 ft (block by J. Holiday),
7:38.0, , ,13-5, ,Offensive rebound by Team,
7:37.0, , ,13-5, ,Chicago full timeout,
7:27.0, , ,13-5, ,A. Dosunmu misses 2-pt layup from 3 ft (block by K. Porziņģis),
7:24.0,Defensive rebound by K. Porziņģis, ,13-5, , ,
7:19.0,D. White makes 2-pt jump shot from 5 ft (assist by J. Holiday),+2,15-5, , ,
7:08.0, , ,15-7,+2,A. Caruso makes 2-pt layup from 1 ft (assist by N. Vučević),
6:58.0,Shooting foul by A. Caruso (drawn by D. White), ,15-7, , ,
6:58.0,D. White makes free throw 1 of 2,+1,16-7, , ,
6:58.0,S. Hauser enters the game for J. Holiday, ,16-7, , ,
6:58.0,A. Horford enters the game for J. Tatum, ,16-7, , ,
6:58.0, , ,16-7, ,J. Phillips enters the game for A. Caruso,
6:58.0,D. White makes free throw 2 of 2,+1,17-7, , ,
6:45.0, , ,17-9,+2,N. Vučević makes 2-pt jump shot from 17 ft (assist by C. White),
6:35.0,J. Brown misses 2-pt jump shot from 16 ft, ,17-9, , ,
6:32.0,Offensive rebound by A. Horford, ,17-9, , ,
6:23.0,D. White misses 3-pt jump shot from 26 ft, ,17-9, , ,
6:20.0, , ,17-9, ,Defensive rebound by C. White,
6:15.0, , ,17-9, ,C. White misses 3-pt jump shot from 25 ft,
6:12.0,Defensive rebound by J. Brown, ,17-9, , ,
6:08.0,Shooting foul by J. Phillips (drawn by J. Brown), ,17-9, , ,
6:08.0,J. Brown makes free throw 1 of 2,+1,18-9, , ,
6:08.0, , ,18-9, ,A. Drummond enters the game for D. DeRozan,
6:08.0,J. Brown misses free throw 2 of 2, ,18-9, , ,
6:05.0, , ,18-9, ,Defensive rebound by J. Phillips,
5:42.0, , ,18-11,+2,N. Vučević makes 2-pt jump shot from 16 ft (assist by A. Dosunmu),
5:29.0,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by J. Brown),+2,20-11, , ,
5:16.0, , ,20-11, ,Turnover by C. White (bad pass; steal by D. White),
5:11.0,D. White makes 2-pt dunk from 1 ft,+2,22-11, , ,
4:52.0, , ,22-11, ,N. Vučević misses 2-pt layup from 6 ft (block by D. White),
4:51.0, , ,22-11, ,Offensive rebound by N. Vučević,
4:50.0, , ,22-11, ,J. Phillips misses 2-pt layup from 1 ft (block by D. White),
4:48.0,Defensive rebound by J. Brown, ,22-11, , ,
4:44.0,J. Brown makes 2-pt layup from 2 ft,+2,24-11, , ,
4:44.0,Shooting foul by C. White (drawn by J. Brown), ,24-11, , ,
4:44.0, , ,24-11, ,D. DeRozan enters the game for A. Dosunmu,
4:44.0,J. Brown makes free throw 1 of 1,+1,25-11, , ,
4:30.0, , ,25-11, ,A. Drummond misses 2-pt layup from 1 ft (block by K. Porziņģis),
4:28.0, , ,25-11, ,Offensive rebound by Team,
4:22.0, , ,25-13,+2,D. DeRozan makes 2-pt jump shot from 20 ft (assist by J. Phillips),
4:13.0,D. White makes 3-pt jump shot from 26 ft,+3,28-13, , ,
4:04.0, , ,28-13, ,Shooting foul by J. Brown (drawn by D. DeRozan),
4:04.0, , ,28-14,+1,D. DeRozan makes free throw 1 of 2,
4:04.0,J. Tatum enters the game for J. Brown, ,28-14, , ,
4:04.0, , ,28-14, ,A. Dosunmu enters the game for C. White,
4:04.0, , ,28-15,+1,D. DeRozan makes free throw 2 of 2,
3:52.0,D. White makes 3-pt jump shot from 26 ft,+3,31-15, , ,
3:32.0, , ,31-15, ,D. DeRozan misses 2-pt layup from 2 ft,
3:31.0, , ,31-15, ,Offensive rebound by N. Vučević,
3:27.0, , ,31-15, ,D. DeRozan misses 2-pt jump shot from 9 ft,
3:26.0,Defensive rebound by A. Horford, ,31-15, , ,
3:24.0,Personal foul by D. DeRozan (drawn by A. Horford), ,31-15, , ,
3:05.0,K. Porziņģis misses 2-pt jump shot from 13 ft, ,31-15, , ,
3:03.0, , ,31-15, ,Defensive rebound by A. Drummond,
2:45.0, , ,31-15, ,D. DeRozan misses 3-pt jump shot from 25 ft,
2:43.0,Defensive rebound by S. Hauser, ,31-15, , ,
2:36.0,D. White misses 3-pt jump shot from 24 ft, ,31-15, , ,
2:34.0, , ,31-15, ,Defensive rebound by A. Drummond,
2:26.0, , ,31-17,+2,N. Vučević makes 2-pt hook shot from 5 ft (assist by A. Dosunmu),
2:11.0,K. Porziņģis misses 3-pt jump shot from 28 ft, ,31-17, , ,
2:10.0, , ,31-17, ,Defensive rebound by J. Phillips,
2:02.0, , ,31-17, ,D. DeRozan misses 2-pt layup from 1 ft (block by A. Horford),
2:00.0,Defensive rebound by K. Porziņģis, ,31-17, , ,
1:55.0,Offensive foul by D. White (drawn by J. Phillips), ,31-17, , ,
1:55.0,Turnover by D. White (offensive foul), ,31-17, , ,
1:55.0,Boston full timeout, ,31-17, , ,
1:55.0,J. Holiday enters the game for K. Porziņģis, ,31-17, , ,
1:55.0,P. Pritchard enters the game for D. White, ,31-17, , ,
1:55.0, , ,31-17, ,J. Carter enters the game for J. Phillips,
1:55.0, , ,31-17, ,A. Caruso enters the game for N. Vučević,
1:43.0, , ,31-17, ,Shooting foul by J. Tatum (drawn by A. Drummond),
1:43.0, , ,31-18,+1,A. Drummond makes free throw 1 of 2,
1:43.0, , ,31-19,+1,A. Drummond makes free throw 2 of 2,
1:21.0,J. Tatum misses 2-pt jump shot from 5 ft (block by A. Caruso), ,31-19, , ,
1:19.0, , ,31-19, ,Defensive rebound by A. Dosunmu,
1:16.0, , ,31-21,+2,A. Dosunmu makes 2-pt layup from 1 ft,
1:02.0,J. Tatum misses 2-pt jump shot from 13 ft, ,31-21, , ,
1:00.0, , ,31-21, ,Defensive rebound by A. Dosunmu,
0:54.0, , ,31-21, ,J. Carter misses 3-pt jump shot from 25 ft,
0:51.0,Defensive rebound by A. Horford, ,31-21, , ,
0:31.0,P. Pritchard misses 3-pt jump shot from 28 ft, ,31-21, , ,
0:28.0, , ,31-21, ,Defensive rebound by A. Drummond,
0:20.0, , ,31-23,+2,A. Drummond makes 2-pt layup from 1 ft (assist by A. Caruso),
0:06.0,Offensive foul by J. Tatum (drawn by A. Dosunmu), ,31-23, , ,
0:06.0,Turnover by J. Tatum (offensive foul), ,31-23, , ,
0:02.0, , ,31-23, ,A. Caruso misses 3-pt jump shot from 25 ft,
0:00.0, , ,31-23, ,Offensive rebound by Team,
0:00.0,End of 1st quarter,
2nd Q,
Time,Boston,,Score,,Chicago,
12:00.0,Start of 2nd quarter,
11:38.0, , ,31-25,+2,A. Drummond makes 2-pt layup from 1 ft (assist by A. Dosunmu),
11:19.0,J. Holiday makes 2-pt jump shot from 12 ft,+2,33-25, , ,
11:08.0, , ,33-28,+3,A. Caruso makes 3-pt jump shot from 25 ft (assist by D. DeRozan),
10:48.0,P. Pritchard misses 3-pt jump shot from 23 ft, ,33-28, , ,
10:45.0, , ,33-28, ,Defensive rebound by J. Carter,
10:34.0, , ,33-28, ,D. DeRozan misses 2-pt jump shot from 6 ft,
10:33.0,Defensive rebound by J. Tatum, ,33-28, , ,
10:28.0,Turnover by J. Holiday (lost ball; steal by A. Caruso), ,33-28, , ,
10:08.0, , ,33-31,+3,A. Dosunmu makes 3-pt jump shot from 23 ft (assist by A. Caruso),
9:54.0,Personal foul by J. Carter (drawn by L. Kornet), ,33-31, , ,
9:54.0,S. Hauser enters the game for A. Horford, ,33-31, , ,
9:54.0, , ,33-31, ,C. White enters the game for A. Dosunmu,
9:38.0,P. Pritchard makes 3-pt jump shot from 24 ft (assist by S. Hauser),+3,36-31, , ,
9:23.0, , ,36-31, ,Turnover by A. Caruso (bad pass; steal by L. Kornet),
9:18.0,S. Hauser makes 2-pt layup from 1 ft (assist by J. Holiday),+2,38-31, , ,
9:07.0, , ,38-31, ,Shooting foul by L. Kornet (drawn by D. DeRozan),
9:07.0, , ,38-32,+1,D. DeRozan makes free throw 1 of 2,
9:07.0, , ,38-32, ,A. Dosunmu enters the game for A. Caruso,
9:07.0, , ,38-32, ,N. Vučević enters the game for A. Drummond,
9:07.0, , ,38-33,+1,D. DeRozan makes free throw 2 of 2,
8:54.0,L. Kornet makes 2-pt dunk from 1 ft (assist by J. Tatum),+2,40-33, , ,
8:39.0, , ,40-35,+2,N. Vučević makes 2-pt layup from 1 ft (assist by J. Carter),
8:31.0,Offensive foul by J. Holiday (drawn by D. DeRozan), ,40-35, , ,
8:31.0,Turnover by J. Holiday (offensive foul), ,40-35, , ,
8:31.0,J. Brown enters the game for J. Holiday, ,40-35, , ,
8:31.0, , ,40-35, ,D. Terry enters the game for D. DeRozan,
8:21.0, , ,40-35, ,Turnover by C. White (bad pass; steal by J. Tatum),
8:15.0,Turnover by J. Tatum (lost ball; steal by A. Dosunmu), ,40-35, , ,
8:06.0, , ,40-35, ,A. Dosunmu misses 3-pt jump shot from 26 ft,
8:00.0, , ,40-35, ,Offensive rebound by D. Terry,
7:57.0, , ,40-35, ,C. White misses 2-pt jump shot from 18 ft,
7:54.0,Defensive rebound by J. Tatum, ,40-35, , ,
7:45.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by J. Brown),+3,43-35, , ,
7:26.0, , ,43-37,+2,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Dosunmu),
7:14.0,J. Tatum makes 2-pt jump shot from 16 ft (assist by L. Kornet),+2,45-37, , ,
6:57.0, , ,45-37, ,Chicago full timeout,
6:57.0,A. Horford enters the game for L. Kornet, ,45-37, , ,
6:57.0,K. Porziņģis enters the game for P. Pritchard, ,45-37, , ,
6:57.0,D. White enters the game for J. Tatum, ,45-37, , ,
6:57.0, , ,45-37, ,J. Phillips enters the game for J. Carter,
6:47.0, , ,45-40,+3,J. Phillips makes 3-pt jump shot from 23 ft (assist by A. Dosunmu),
6:34.0,Turnover by D. White (out of bounds lost ball), ,45-40, , ,
6:17.0, , ,45-40, ,Shooting foul by J. Brown (drawn by C. White),
6:17.0,Boston full timeout, ,45-40, , ,
6:17.0, , ,45-41,+1,C. White makes free throw 1 of 2,
6:17.0, , ,45-42,+1,C. White makes free throw 2 of 2,
6:03.0,J. Brown makes 3-pt jump shot from 29 ft (assist by D. White),+3,48-42, , ,
5:39.0, , ,48-44,+2,N. Vučević makes 2-pt layup from 1 ft (assist by A. Dosunmu),
5:21.0,K. Porziņģis misses 3-pt jump shot from 29 ft, ,48-44, , ,
5:19.0, , ,48-44, ,Defensive rebound by N. Vučević,
5:06.0, , ,48-46,+2,J. Phillips makes 2-pt layup from 1 ft (assist by D. Terry),
4:47.0,K. Porziņģis misses 2-pt jump shot from 14 ft, ,48-46, , ,
4:45.0, , ,48-46, ,Defensive rebound by N. Vučević,
4:38.0, , ,48-46, ,C. White misses 2-pt layup from 3 ft,
4:36.0,Defensive rebound by A. Horford, ,48-46, , ,
4:26.0,J. Brown makes 2-pt layup from 1 ft,+2,50-46, , ,
4:26.0,Shooting foul by A. Dosunmu (drawn by J. Brown), ,50-46, , ,
4:26.0,J. Holiday enters the game for S. Hauser, ,50-46, , ,
4:26.0,J. Tatum enters the game for A. Horford, ,50-46, , ,
4:26.0, , ,50-46, ,A. Caruso enters the game for D. Terry,
4:26.0, , ,50-46, ,D. DeRozan enters the game for C. White,
4:26.0,J. Brown makes free throw 1 of 1,+1,51-46, , ,
4:10.0, , ,51-46, ,A. Caruso misses 2-pt jump shot from 7 ft,
4:08.0, , ,51-46, ,Offensive rebound by N. Vučević,
3:58.0, , ,51-48,+2,N. Vučević makes 2-pt layup from 1 ft,
3:52.0,Personal foul by A. Caruso (drawn by K. Porziņģis), ,51-48, , ,
3:45.0,K. Porziņģis misses 3-pt jump shot from 28 ft, ,51-48, , ,
3:41.0, , ,51-48, ,Defensive rebound by A. Dosunmu,
3:28.0, , ,51-51,+3,D. DeRozan makes 3-pt jump shot from 25 ft (assist by A. Caruso),Tie
3:06.0,J. Brown makes 3-pt jump shot from 26 ft,+3,54-51, , ,
2:54.0, , ,54-53,+2,A. Dosunmu makes 2-pt layup from 2 ft,
2:42.0,J. Brown makes 2-pt jump shot from 14 ft,+2,56-53, , ,
2:22.0, , ,56-55,+2,N. Vučević makes 2-pt jump shot from 11 ft,
2:06.0,Offensive foul by K. Porziņģis (drawn by A. Caruso), ,56-55, , ,
2:06.0,Turnover by K. Porziņģis (offensive foul), ,56-55, , ,
2:06.0, , ,56-55, ,C. White enters the game for J. Phillips,
1:58.0, , ,56-55, ,Shooting foul by K. Porziņģis (drawn by N. Vučević),
1:58.0, , ,56-56,+1,N. Vučević makes free throw 1 of 2,Tie
1:58.0, , ,56-57,+1,N. Vučević makes free throw 2 of 2,Lead change
1:37.0,J. Brown makes 3-pt jump shot from 28 ft,+3,59-57, , ,Lead change
1:15.0, , ,59-59,+2,A. Dosunmu makes 2-pt layup from 3 ft,Tie
1:06.0,J. Brown misses 2-pt jump shot from 21 ft, ,59-59, , ,
1:01.0, , ,59-59, ,Defensive rebound by A. Caruso,
0:57.0, , ,59-59, ,A. Caruso misses 3-pt jump shot from 26 ft,
0:54.0,Defensive rebound by J. Tatum, ,59-59, , ,
0:32.0,J. Tatum misses 3-pt jump shot from 25 ft, ,59-59, , ,
0:29.0, , ,59-59, ,Defensive rebound by N. Vučević,
0:07.0, , ,59-62,+3,C. White makes 3-pt jump shot from 25 ft (assist by A. Caruso),Lead change
0:00.0,J. Brown misses 3-pt jump shot from 28 ft, ,59-62, , ,
0:00.0, , ,59-62, ,Defensive rebound by N. Vučević,
0:00.0,End of 2nd quarter,
3rd Q,
Time,Boston,,Score,,Chicago,
12:00.0,Start of 3rd quarter,
11:52.0, , ,59-62, ,N. Vučević misses 2-pt jump shot from 16 ft,
11:50.0,Defensive rebound by J. Tatum, ,59-62, , ,
11:37.0,J. Brown misses 2-pt jump shot from 10 ft, ,59-62, , ,
11:35.0, , ,59-62, ,Defensive rebound by Team,
11:13.0, , ,59-62, ,C. White misses 2-pt jump shot from 7 ft,
11:11.0,Defensive rebound by D. White, ,59-62, , ,
11:04.0,Shooting foul by A. Dosunmu (drawn by J. Tatum), ,59-62, , ,
11:04.0,J. Tatum makes free throw 1 of 2,+1,60-62, , ,
11:04.0,J. Tatum misses free throw 2 of 2, ,60-62, , ,
11:02.0, , ,60-62, ,Defensive rebound by N. Vučević,
10:49.0, , ,60-62, ,C. White misses 3-pt jump shot from 26 ft,
10:46.0,Defensive rebound by J. Holiday, ,60-62, , ,
10:35.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by J. Tatum),+3,63-62, , ,Lead change
10:29.0, , ,63-62, ,Personal foul by J. Holiday (drawn by A. Caruso),
10:22.0, , ,63-62, ,A. Caruso misses 2-pt layup from 2 ft,
10:20.0, , ,63-62, ,Offensive rebound by Team,
10:06.0, , ,63-62, ,A. Dosunmu misses 3-pt jump shot from 22 ft,
10:04.0,Defensive rebound by D. White, ,63-62, , ,
9:50.0,K. Porziņģis misses 2-pt jump shot from 7 ft, ,63-62, , ,
9:48.0, , ,63-62, ,Defensive rebound by N. Vučević,
9:34.0, , ,63-62, ,Offensive foul by N. Vučević (drawn by J. Brown),
9:34.0, , ,63-62, ,Turnover by N. Vučević (offensive foul),
9:19.0,Shooting foul by A. Caruso (drawn by J. Tatum), ,63-62, , ,
9:19.0,J. Tatum makes free throw 1 of 2,+1,64-62, , ,
9:19.0,J. Tatum misses free throw 2 of 2, ,64-62, , ,
9:17.0, , ,64-62, ,Defensive rebound by D. DeRozan,
9:02.0, , ,64-62, ,Turnover by N. Vučević (lost ball; steal by J. Holiday),
8:55.0,D. White makes 3-pt jump shot from 25 ft (assist by J. Tatum),+3,67-62, , ,
