A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Charlotte,
12:00.0,Jump ball: K. Porziņģis vs. G. Williams (D. White gains possession),
11:43.0,Shooting foul by G. Williams (drawn by K. Porziņģis), ,0-0, , ,
11:43.0,K. Porziņģis makes free throw 1 of 2,+1,1-0, , ,
11:43.0,K. Porziņģis makes free throw 2 of 2,+1,2-0, , ,
11:17.0, , ,2-3,+3,M. Bridges makes 3-pt jump shot from 27 ft (assist by V. Micić),Lead change
11:09.0,D. White misses 3-pt jump shot from 25 ft, ,2-3, , ,
11:07.0, , ,2-3, ,Defensive rebound by M. Bridges,
10:58.0, , ,2-5,+2,M. Bridges makes 2-pt hook shot from 2 ft,
10:46.0,J. Holiday misses 3-pt jump shot from 26 ft, ,2-5, , ,
10:43.0, , ,2-5, ,Defensive rebound by V. Micić,
10:27.0, , ,2-7,+2,G. Williams makes 2-pt jump shot from 13 ft (assist by V. Micić),
10:16.0,J. Holiday misses 3-pt jump shot from 23 ft, ,2-7, , ,
10:13.0, , ,2-7, ,Defensive rebound by M. Bridges,
10:06.0, , ,2-10,+3,B. Miller makes 3-pt jump shot from 27 ft (assist by M. Bridges),
9:44.0,J. Tatum makes 3-pt jump shot from 26 ft,+3,5-10, , ,
9:27.0, , ,5-10, ,M. Bridges misses 3-pt jump shot from 27 ft,
9:25.0,Defensive rebound by K. Porziņģis, ,5-10, , ,
9:15.0,J. Tatum misses 3-pt jump shot from 26 ft, ,5-10, , ,
9:12.0,Offensive rebound by J. Holiday, ,5-10, , ,
9:08.0,A. Horford misses 3-pt jump shot from 25 ft, ,5-10, , ,
9:03.0,Offensive rebound by D. White, ,5-10, , ,
9:03.0,D. White makes 2-pt layup at rim,+2,7-10, , ,
8:47.0, , ,7-10, ,B. Miller misses 2-pt jump shot from 16 ft,
8:43.0,Defensive rebound by J. Holiday, ,7-10, , ,
8:38.0,J. Holiday makes 2-pt layup from 1 ft (assist by J. Tatum),+2,9-10, , ,
8:29.0, , ,9-10, ,T. Mann misses 2-pt layup from 2 ft,
8:29.0,Defensive rebound by D. White, ,9-10, , ,
8:24.0,D. White misses 2-pt layup from 1 ft, ,9-10, , ,
8:22.0, , ,9-10, ,Defensive rebound by T. Mann,
8:13.0, , ,9-12,+2,G. Williams makes 2-pt jump shot from 3 ft (assist by V. Micić),
8:13.0, , ,9-12, ,Shooting foul by J. Holiday (drawn by G. Williams),
8:13.0, , ,9-13,+1,G. Williams makes free throw 1 of 1,
7:59.0,D. White misses 3-pt jump shot from 26 ft, ,9-13, , ,
7:57.0,Offensive rebound by K. Porziņģis, ,9-13, , ,
7:55.0,A. Horford misses 3-pt jump shot from 25 ft, ,9-13, , ,
7:53.0, , ,9-13, ,Defensive rebound by T. Mann,
7:50.0, , ,9-16,+3,B. Miller makes 3-pt jump shot from 28 ft (assist by T. Mann),
7:41.0,Personal foul by G. Williams (drawn by D. White), ,9-16, , ,
7:41.0, , ,9-16, ,M. Bolden enters the game for G. Williams,
7:27.0,A. Horford makes 3-pt jump shot from 22 ft (assist by K. Porziņģis),+3,12-16, , ,
7:15.0, , ,12-16, ,T. Mann misses 2-pt jump shot from 3 ft,
7:13.0, , ,12-16, ,Offensive rebound by M. Bolden,
7:06.0, , ,12-18,+2,V. Micić makes 2-pt layup from 3 ft,
6:50.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by A. Horford),+3,15-18, , ,
6:28.0, , ,15-21,+3,M. Bridges makes 3-pt jump shot from 26 ft (assist by B. Miller),
6:09.0,K. Porziņģis misses 2-pt jump shot from 13 ft, ,15-21, , ,
6:07.0, , ,15-21, ,Defensive rebound by M. Bolden,
5:55.0, , ,15-23,+2,T. Mann makes 2-pt layup from 1 ft (assist by M. Bridges),
5:41.0,A. Horford makes 2-pt dunk from 2 ft (assist by K. Porziņģis),+2,17-23, , ,
5:14.0, , ,17-23, ,T. Mann misses 3-pt jump shot from 31 ft,
5:12.0,Defensive rebound by J. Tatum, ,17-23, , ,
5:00.0,D. White makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),+3,20-23, , ,
5:00.0, , ,20-23, ,Charlotte full timeout,
5:00.0,O. Brissett enters the game for J. Holiday, ,20-23, , ,
5:00.0,S. Hauser enters the game for A. Horford, ,20-23, , ,
5:00.0,P. Pritchard enters the game for D. White, ,20-23, , ,
5:00.0, , ,20-23, ,A. Pokusevski enters the game for T. Mann,
4:45.0, , ,20-25,+2,M. Bolden makes 2-pt dunk from 3 ft (assist by M. Bridges),
4:27.0,Shooting foul by M. Bolden (drawn by K. Porziņģis), ,20-25, , ,
4:27.0,K. Porziņģis makes free throw 1 of 2,+1,21-25, , ,
4:27.0,K. Porziņģis misses free throw 2 of 2, ,21-25, , ,
4:25.0, , ,21-25, ,Defensive rebound by M. Bolden,
4:04.0, , ,21-25, ,A. Pokusevski misses 2-pt layup from 3 ft (block by K. Porziņģis),
4:02.0, , ,21-25, ,Offensive rebound by A. Pokusevski,
4:02.0, , ,21-25, ,Turnover by Team (shot clock),
4:00.0, , ,21-25, ,Technical foul by S. Clifford,
4:00.0,J. Tatum makes technical free throw,+1,22-25, , ,
3:47.0,K. Porziņģis misses 3-pt jump shot from 26 ft, ,22-25, , ,
3:45.0, , ,22-25, ,Defensive rebound by M. Bridges,
3:39.0, , ,22-27,+2,B. Miller makes 2-pt jump shot from 7 ft (assist by M. Bridges),
3:25.0,J. Tatum misses 3-pt jump shot from 25 ft, ,22-27, , ,
3:22.0, , ,22-27, ,Defensive rebound by M. Bolden,
3:11.0, , ,22-27, ,V. Micić misses 2-pt jump shot from 4 ft,
3:09.0,Defensive rebound by S. Hauser, ,22-27, , ,
3:01.0,S. Hauser makes 3-pt jump shot from 26 ft (assist by O. Brissett),+3,25-27, , ,
2:49.0, , ,25-29,+2,B. Miller makes 2-pt jump shot from 9 ft,
2:49.0, , ,25-29, ,Shooting foul by J. Tatum (drawn by B. Miller),
2:49.0,Boston full timeout, ,25-29, , ,
2:49.0,L. Kornet enters the game for K. Porziņģis, ,25-29, , ,
2:49.0, , ,25-29, ,T. Mann enters the game for V. Micić,
2:49.0, , ,25-30,+1,B. Miller makes free throw 1 of 1,
2:28.0,J. Tatum makes 2-pt layup from 1 ft,+2,27-30, , ,
2:07.0, , ,27-30, ,Turnover by B. Miller (lost ball; steal by J. Tatum),
2:04.0,Turnover by J. Tatum (lost ball; steal by B. Miller), ,27-30, , ,
1:45.0, , ,27-30, ,M. Bridges misses 2-pt jump shot from 13 ft,
1:43.0,Defensive rebound by L. Kornet, ,27-30, , ,
1:32.0,S. Hauser makes 3-pt jump shot from 25 ft (assist by P. Pritchard),+3,30-30, , ,Tie
1:13.0, , ,30-30, ,M. Bridges misses 2-pt layup from 2 ft,
1:12.0,Defensive rebound by O. Brissett, ,30-30, , ,
1:06.0,J. Tatum misses 3-pt jump shot from 26 ft, ,30-30, , ,
1:02.0, , ,30-30, ,Defensive rebound by T. Mann,
1:00.0, , ,30-32,+2,M. Bridges makes 2-pt dunk from 1 ft (assist by T. Mann),
0:45.0,P. Pritchard misses 3-pt jump shot from 26 ft, ,30-32, , ,
0:43.0, , ,30-32, ,Defensive rebound by A. Pokusevski,
0:33.0, , ,30-32, ,A. Pokusevski misses 2-pt jump shot from 19 ft,
0:31.0,Defensive rebound by J. Tatum, ,30-32, , ,
0:13.0,Turnover by P. Pritchard (step out of bounds), ,30-32, , ,
0:13.0, , ,30-32, ,D. Bertāns enters the game for B. Miller,
0:07.0, , ,30-32, ,Personal foul by P. Pritchard (drawn by T. Mann),
0:07.0,D. White enters the game for L. Kornet, ,30-32, , ,
0:01.0, , ,30-32, ,A. Pokusevski misses 2-pt jump shot from 17 ft,
0:01.0,Defensive rebound by P. Pritchard, ,30-32, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Boston,,Score,,Charlotte,
12:00.0,Start of 2nd quarter,
11:49.0, , ,30-32, ,Turnover by G. Williams (bad pass; steal by L. Kornet),
11:44.0,Turnover by D. White (bad pass; steal by A. Pokusevski), ,30-32, , ,
11:37.0, , ,30-32, ,D. Bertāns misses 3-pt jump shot from 27 ft,
11:34.0,Defensive rebound by S. Hauser, ,30-32, , ,
11:26.0,D. White misses 3-pt jump shot from 26 ft, ,30-32, , ,
11:20.0,Offensive rebound by L. Kornet, ,30-32, , ,
11:20.0,L. Kornet makes 2-pt dunk at rim,+2,32-32, , ,Tie
11:01.0, , ,32-34,+2,G. Williams makes 2-pt layup from 2 ft (assist by A. Pokusevski),
11:01.0, , ,32-34, ,Shooting foul by S. Hauser (drawn by G. Williams),
11:01.0, , ,32-34, ,G. Williams misses free throw 1 of 1,
10:59.0,Defensive rebound by J. Holiday, ,32-34, , ,
10:47.0,Turnover by D. White (bad pass), ,32-34, , ,
10:47.0,A. Horford enters the game for S. Hauser, ,32-34, , ,
10:30.0, , ,32-34, ,G. Williams misses 2-pt jump shot from 6 ft,
10:28.0,Defensive rebound by L. Kornet, ,32-34, , ,
10:23.0,J. Holiday misses 3-pt jump shot from 26 ft, ,32-34, , ,
10:20.0,Offensive rebound by P. Pritchard, ,32-34, , ,
10:11.0,D. White misses 3-pt jump shot from 26 ft, ,32-34, , ,
10:07.0, , ,32-34, ,Defensive rebound by A. Pokusevski,
9:53.0, , ,32-34, ,A. Pokusevski misses 3-pt jump shot from 25 ft,
9:50.0,Defensive rebound by D. White, ,32-34, , ,
9:29.0,P. Pritchard makes 2-pt jump shot from 8 ft (assist by L. Kornet),+2,34-34, , ,Tie
9:08.0, , ,34-34, ,G. Williams misses 2-pt jump shot from 16 ft,
9:06.0,Defensive rebound by J. Holiday, ,34-34, , ,
8:53.0,J. Holiday misses 2-pt layup from 1 ft, ,34-34, , ,
8:52.0, , ,34-34, ,Defensive rebound by Team,
8:52.0, , ,34-34, ,B. Miller enters the game for A. Pokusevski,
8:36.0, , ,34-34, ,Offensive foul by T. Mann (drawn by D. White),
8:36.0, , ,34-34, ,Turnover by T. Mann (offensive foul),
8:21.0,P. Pritchard makes 2-pt jump shot from 21 ft (assist by D. White),+2,36-34, , ,Lead change
8:07.0, , ,36-36,+2,T. Mann makes 2-pt jump shot from 11 ft,Tie
