A,B,C,D,E,F,Event
1st Q
Time,Boston,,Score,,Denver,
12:00.0,Jump ball: K. Porziņģis vs. N. Jokić (K. Caldwell-Pope gains possession),
11:45.0, , ,0-2,+2,M. Porter makes 2-pt layup from 1 ft (assist by A. Gordon),
11:29.0,J. Holiday misses 2-pt jump shot from 10 ft, ,0-2, , ,
11:27.0,Offensive rebound by J. Holiday, ,0-2, , ,
11:24.0,D. White misses 3-pt jump shot from 23 ft, ,0-2, , ,
11:20.0,Offensive rebound by D. White, ,0-2, , ,
11:07.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by J. Brown),+3,3-2, , ,Lead change
10:45.0, , ,3-2, ,J. Murray misses 2-pt layup from 2 ft,
10:44.0, , ,3-2, ,Offensive rebound by Team,
10:36.0, , ,3-2, ,Turnover by J. Murray (bad pass; steal by K. Porziņģis),
10:31.0,D. White makes 2-pt layup from 1 ft (assist by K. Porziņģis),+2,5-2, , ,
10:13.0, , ,5-4,+2,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by J. Murray),
9:56.0,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by J. Tatum),+2,7-4, , ,
9:39.0, , ,7-6,+2,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Jokić),
9:25.0,J. Holiday makes 2-pt layup from 1 ft,+2,9-6, , ,
9:09.0, , ,9-6, ,J. Murray misses 2-pt jump shot from 16 ft,
9:07.0,Defensive rebound by K. Porziņģis, ,9-6, , ,
9:01.0,Turnover by D. White (bad pass; steal by N. Jokić), ,9-6, , ,
8:57.0, , ,9-6, ,Turnover by J. Murray (lost ball; steal by D. White),
8:55.0,J. Brown makes 2-pt dunk from 1 ft (assist by D. White),+2,11-6, , ,
8:43.0, , ,11-6, ,Personal foul by J. Brown (drawn by A. Gordon),
8:31.0, , ,11-8,+2,N. Jokić makes 2-pt dunk from 1 ft (assist by M. Porter),
8:22.0,J. Brown makes 2-pt jump shot from 8 ft,+2,13-8, , ,
8:21.0,Technical foul by J. Brown, ,13-8, , ,
8:21.0, , ,13-9,+1,J. Murray makes technical free throw,
8:03.0, , ,13-11,+2,J. Murray makes 2-pt jump shot from 9 ft (assist by N. Jokić),
7:54.0,J. Brown makes 2-pt layup from 2 ft,+2,15-11, , ,
7:36.0, , ,15-11, ,A. Gordon misses 3-pt jump shot from 23 ft,
7:33.0,Defensive rebound by J. Brown, ,15-11, , ,
7:30.0,J. Brown misses 3-pt jump shot from 24 ft, ,15-11, , ,
7:26.0, , ,15-11, ,Defensive rebound by K. Caldwell-Pope,
7:21.0, , ,15-14,+3,M. Porter makes 3-pt jump shot from 26 ft (assist by N. Jokić),
6:59.0,K. Porziņģis misses 3-pt jump shot from 28 ft, ,15-14, , ,
6:56.0, , ,15-14, ,Defensive rebound by A. Gordon,
6:46.0, , ,15-14, ,A. Gordon misses 2-pt jump shot from 13 ft,
6:43.0,Defensive rebound by K. Porziņģis, ,15-14, , ,
6:43.0,Personal foul by M. Porter (drawn by K. Porziņģis), ,15-14, , ,
6:43.0, , ,15-14, ,Denver full timeout,
6:43.0,A. Horford enters the game for J. Holiday, ,15-14, , ,
6:31.0,Shooting foul by A. Gordon (drawn by J. Brown), ,15-14, , ,
6:31.0,J. Brown misses free throw 1 of 2, ,15-14, , ,
6:31.0,Offensive rebound by Team, ,15-14, , ,
6:31.0,J. Brown makes free throw 2 of 2,+1,16-14, , ,
6:17.0, , ,16-14, ,Shooting foul by D. White (drawn by N. Jokić),
6:17.0, , ,16-15,+1,N. Jokić makes free throw 1 of 2,
6:17.0, , ,16-16,+1,N. Jokić makes free throw 2 of 2,Tie
6:04.0,J. Tatum makes 2-pt jump shot from 17 ft,+2,18-16, , ,
5:41.0, , ,18-16, ,J. Murray misses 2-pt jump shot from 15 ft,
5:39.0,Defensive rebound by Team, ,18-16, , ,
5:30.0,Personal foul by K. Caldwell-Pope (drawn by K. Porziņģis), ,18-16, , ,
5:30.0, , ,18-16, ,R. Jackson enters the game for J. Murray,
5:16.0,K. Porziņģis makes 2-pt layup from 3 ft (assist by J. Brown),+2,20-16, , ,
5:05.0, , ,20-16, ,R. Jackson misses 2-pt layup from 2 ft (block by D. White),
5:03.0,Defensive rebound by K. Porziņģis, ,20-16, , ,
4:54.0,A. Horford misses 3-pt jump shot from 26 ft, ,20-16, , ,
4:51.0, , ,20-16, ,Defensive rebound by A. Gordon,
4:33.0, , ,20-18,+2,R. Jackson makes 2-pt layup from 2 ft,
4:19.0,J. Tatum makes 3-pt jump shot from 26 ft,+3,23-18, , ,
4:04.0, , ,23-18, ,M. Porter misses 3-pt jump shot from 26 ft,
4:01.0,Defensive rebound by D. White, ,23-18, , ,
3:54.0,J. Tatum misses 2-pt jump shot from 5 ft, ,23-18, , ,
3:52.0,Offensive rebound by J. Brown, ,23-18, , ,
3:50.0,K. Porziņģis misses 3-pt jump shot from 27 ft, ,23-18, , ,
3:50.0, , ,23-18, ,Defensive rebound by N. Jokić,
3:33.0, , ,23-18, ,R. Jackson misses 2-pt jump shot from 7 ft,
3:32.0,Defensive rebound by K. Porziņģis, ,23-18, , ,
