A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Chicago,
12:00.0,Jump ball: C. Capela vs. N. Vučević (B. Bogdanović gains possession),
11:44.0,D. Hunter misses 2-pt jump shot from 12 ft, ,0-0, , ,
11:41.0, , ,0-0, ,Defensive rebound by A. Caruso,
11:29.0, , ,0-0, ,D. DeRozan misses 2-pt jump shot from 16 ft,
11:28.0,Defensive rebound by C. Capela, ,0-0, , ,
11:18.0,T. Young misses 2-pt jump shot from 9 ft, ,0-0, , ,
11:14.0, , ,0-0, ,Defensive rebound by N. Vučević,
11:06.0, , ,0-0, ,A. Dosunmu misses 3-pt jump shot from 24 ft,
11:03.0,Defensive rebound by C. Capela, ,0-0, , ,
10:53.0,D. Murray makes 2-pt jump shot from 13 ft,+2,2-0, , ,
10:36.0, , ,2-2,+2,N. Vučević makes 2-pt layup from 1 ft (assist by D. DeRozan),Tie
10:18.0,C. Capela makes 2-pt hook shot from 8 ft (assist by D. Hunter),+2,4-2, , ,
10:00.0, , ,4-4,+2,N. Vučević makes 2-pt layup from 2 ft,Tie
9:48.0,C. Capela makes 2-pt layup at rim (assist by T. Young),+2,6-4, , ,
9:38.0, , ,6-4, ,N. Vučević misses 3-pt jump shot from 26 ft,
9:35.0,Defensive rebound by D. Hunter, ,6-4, , ,
9:31.0,D. Murray misses 3-pt jump shot from 26 ft, ,6-4, , ,
9:27.0, , ,6-4, ,Defensive rebound by C. White,
9:25.0, , ,6-4, ,Shooting foul by D. Hunter (drawn by C. White),
9:25.0, , ,6-5,+1,C. White makes free throw 1 of 2,
9:25.0, , ,6-6,+1,C. White makes free throw 2 of 2,Tie
9:08.0,D. Murray makes 2-pt jump shot from 18 ft (assist by D. Hunter),+2,8-6, , ,
8:59.0, , ,8-8,+2,A. Dosunmu makes 2-pt layup from 3 ft,Tie
8:59.0,Violation by Team (def goaltending), ,8-8, , ,
8:57.0,Offensive foul by T. Young (drawn by A. Caruso), ,8-8, , ,
8:57.0,Turnover by T. Young (offensive foul), ,8-8, , ,
8:40.0, , ,8-8, ,N. Vučević misses 3-pt jump shot from 23 ft,
8:37.0,Defensive rebound by D. Murray, ,8-8, , ,
8:24.0,Turnover by T. Young (bad pass), ,8-8, , ,
8:11.0, , ,8-8, ,N. Vučević misses 2-pt jump shot from 7 ft (block by B. Bogdanović),
8:09.0,Defensive rebound by B. Bogdanović, ,8-8, , ,
8:06.0,C. Capela misses 2-pt layup from 2 ft, ,8-8, , ,
8:04.0, , ,8-8, ,Defensive rebound by N. Vučević,
7:56.0, , ,8-10,+2,N. Vučević makes 2-pt layup from 1 ft (assist by D. DeRozan),Lead change
7:46.0,Shooting foul by A. Dosunmu (drawn by D. Murray), ,8-10, , ,
7:46.0,D. Murray makes free throw 1 of 2,+1,9-10, , ,
7:46.0,D. Murray makes free throw 2 of 2,+1,10-10, , ,Tie
7:33.0, , ,10-13,+3,A. Caruso makes 3-pt jump shot from 24 ft (assist by D. DeRozan),
7:20.0,B. Bogdanović misses 3-pt jump shot from 23 ft, ,10-13, , ,
7:18.0, , ,10-13, ,Defensive rebound by N. Vučević,
7:12.0, , ,10-13, ,D. DeRozan misses 2-pt layup from 2 ft,
7:10.0,Defensive rebound by C. Capela, ,10-13, , ,
7:04.0,D. Murray misses 2-pt jump shot from 11 ft (block by A. Dosunmu), ,10-13, , ,
7:01.0, , ,10-13, ,Defensive rebound by C. White,
6:55.0, , ,10-13, ,A. Caruso misses 3-pt jump shot from 25 ft,
6:55.0,Defensive rebound by Team, ,10-13, , ,
6:54.0, , ,10-13, ,Chicago full timeout,
6:54.0,G. Mathews enters the game for B. Bogdanović, ,10-13, , ,
6:39.0,T. Young misses 3-pt jump shot from 27 ft, ,10-13, , ,
6:34.0, , ,10-13, ,Defensive rebound by C. White,
6:31.0, , ,10-13, ,A. Dosunmu misses 2-pt layup from 1 ft,
6:29.0,Defensive rebound by C. Capela, ,10-13, , ,
6:21.0,Shooting foul by C. White (drawn by D. Murray), ,10-13, , ,
6:21.0, , ,10-13, ,Chicago full timeout,
6:21.0, , ,10-13, ,Instant Replay (Challenge: Ruling Stands),
6:21.0,D. Murray misses free throw 1 of 3, ,10-13, , ,
6:21.0,Offensive rebound by Team, ,10-13, , ,
6:21.0,D. Murray makes free throw 2 of 3,+1,11-13, , ,
6:21.0,D. Murray makes free throw 3 of 3,+1,12-13, , ,
6:09.0, , ,12-16,+3,D. DeRozan makes 3-pt jump shot from 23 ft (assist by C. White),
5:53.0,D. Hunter misses 2-pt jump shot from 13 ft, ,12-16, , ,
5:49.0, , ,12-16, ,Defensive rebound by N. Vučević,
5:45.0, , ,12-16, ,Shooting foul by G. Mathews (drawn by C. White),
5:45.0, , ,12-17,+1,C. White makes free throw 1 of 2,
5:45.0, , ,12-17, ,D. Terry enters the game for A. Caruso,
5:45.0, , ,12-18,+1,C. White makes free throw 2 of 2,
5:36.0,Shooting foul by D. Terry (drawn by T. Young), ,12-18, , ,
5:36.0,T. Young makes free throw 1 of 2,+1,13-18, , ,
5:36.0,T. Young misses free throw 2 of 2, ,13-18, , ,
5:33.0, , ,13-18, ,Defensive rebound by N. Vučević,
5:20.0, , ,13-20,+2,D. DeRozan makes 2-pt jump shot from 22 ft,
5:04.0,D. Murray makes 3-pt jump shot from 23 ft,+3,16-20, , ,
4:50.0, , ,16-22,+2,C. White makes 2-pt jump shot from 10 ft,
4:35.0,C. Capela makes 2-pt hook shot from 5 ft (assist by D. Murray),+2,18-22, , ,
4:20.0, , ,18-24,+2,D. DeRozan makes 2-pt jump shot from 18 ft,
4:03.0,D. Hunter misses 3-pt jump shot from 27 ft, ,18-24, , ,
4:01.0, , ,18-24, ,Defensive rebound by D. Terry,
3:44.0, , ,18-24, ,D. Terry misses 3-pt jump shot from 23 ft,
3:40.0,Defensive rebound by C. Capela, ,18-24, , ,
3:31.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),+2,20-24, , ,
3:18.0, , ,20-24, ,Personal foul by G. Mathews (drawn by C. White),
3:18.0,B. Bogdanović enters the game for C. Capela, ,20-24, , ,
3:18.0,B. Fernando enters the game for G. Mathews, ,20-24, , ,
3:18.0, , ,20-24, ,A. Caruso enters the game for N. Vučević,
3:18.0, , ,20-24, ,A. Drummond enters the game for C. White,
3:05.0, , ,20-27,+3,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by D. DeRozan),
2:40.0,D. Murray misses 2-pt jump shot from 14 ft, ,20-27, , ,
2:36.0, , ,20-27, ,Defensive rebound by A. Drummond,
2:23.0, , ,20-29,+2,A. Drummond makes 2-pt layup from 2 ft,
2:23.0,Atlanta full timeout, ,20-29, , ,
2:23.0,M. Gueye enters the game for D. Hunter, ,20-29, , ,
2:23.0,W. Matthews enters the game for D. Murray, ,20-29, , ,
2:09.0,W. Matthews misses 3-pt jump shot from 23 ft, ,20-29, , ,
2:06.0, , ,20-29, ,Defensive rebound by A. Drummond,
1:55.0, , ,20-31,+2,D. DeRozan makes 2-pt jump shot from 18 ft,
1:40.0,B. Bogdanović misses 3-pt jump shot from 27 ft, ,20-31, , ,
1:37.0, , ,20-31, ,Defensive rebound by D. DeRozan,
1:35.0, , ,20-31, ,Turnover by A. Dosunmu (discontinued dribble),
1:35.0, , ,20-31, ,C. White enters the game for A. Dosunmu,
1:18.0,Turnover by T. Young (bad pass; steal by C. White), ,20-31, , ,
1:13.0, , ,20-33,+2,D. DeRozan makes 2-pt layup at rim,
1:05.0,T. Young misses 3-pt jump shot from 27 ft, ,20-33, , ,
1:04.0,Offensive rebound by Team, ,20-33, , ,
0:56.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by B. Fernando),+2,22-33, , ,
0:50.0, , ,22-36,+3,C. White makes 3-pt jump shot from 25 ft (assist by D. DeRozan),
0:39.0,Turnover by T. Young (bad pass), ,22-36, , ,
0:28.0, , ,22-36, ,D. Terry misses 2-pt layup from 3 ft,
0:26.0, , ,22-36, ,Offensive rebound by A. Drummond,
0:26.0, , ,22-38,+2,A. Drummond makes 2-pt layup at rim,
0:08.0,Turnover by T. Young (bad pass; steal by A. Caruso), ,22-38, , ,
0:04.0, , ,22-40,+2,D. Terry makes 2-pt dunk from 1 ft (assist by A. Caruso),
0:00.0,B. Bogdanović misses 3-pt jump shot from 24 ft, ,22-40, , ,
0:00.0,Offensive rebound by Team, ,22-40, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Atlanta,,Score,,Chicago,
12:00.0,Start of 2nd quarter,
11:49.0, , ,22-40, ,Offensive foul by A. Drummond (drawn by G. Mathews),
11:49.0, , ,22-40, ,Turnover by A. Drummond (offensive foul),
11:38.0,D. Murray makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),+2,24-40, , ,
11:38.0,Shooting foul by J. Carter (drawn by D. Murray), ,24-40, , ,
11:38.0,D. Murray makes free throw 1 of 1,+1,25-40, , ,
11:18.0, , ,25-40, ,C. White misses 2-pt jump shot from 17 ft,
11:16.0,Defensive rebound by D. Murray, ,25-40, , ,
11:13.0,B. Fernando makes 2-pt layup from 1 ft (assist by D. Murray),+2,27-40, , ,
11:13.0,Shooting foul by J. Green (drawn by B. Fernando), ,27-40, , ,
11:13.0,B. Fernando makes free throw 1 of 1,+1,28-40, , ,
11:13.0, , ,28-40, ,Chicago full timeout,
11:13.0, , ,28-40, ,A. Dosunmu enters the game for A. Caruso,
11:01.0, , ,28-40, ,A. Drummond misses 2-pt dunk from 1 ft,
10:59.0,Defensive rebound by B. Fernando, ,28-40, , ,
10:52.0,G. Mathews makes 3-pt jump shot from 26 ft (assist by D. Murray),+3,31-40, , ,
10:30.0, , ,31-40, ,A. Dosunmu misses 2-pt layup from 2 ft,
10:27.0,Defensive rebound by B. Bogdanović, ,31-40, , ,
10:19.0,D. Murray makes 2-pt jump shot from 13 ft (assist by W. Matthews),+2,33-40, , ,
10:11.0, , ,33-40, ,Personal foul by B. Fernando (drawn by C. White),
10:11.0, , ,33-40, ,D. DeRozan enters the game for J. Carter,
10:11.0, , ,33-40, ,N. Vučević enters the game for A. Drummond,
10:02.0, , ,33-40, ,D. DeRozan misses 2-pt jump shot from 15 ft,
9:59.0, , ,33-40, ,Offensive rebound by J. Green,
9:59.0, , ,33-40, ,J. Green misses 2-pt layup at rim,
9:59.0,Defensive rebound by B. Bogdanović, ,33-40, , ,
9:56.0,D. Murray makes 3-pt jump shot from 27 ft,+3,36-40, , ,
9:47.0, , ,36-40, ,Shooting foul by G. Mathews (drawn by C. White),
9:47.0, , ,36-41,+1,C. White makes free throw 1 of 2,
9:47.0,D. Hunter enters the game for G. Mathews, ,36-41, , ,
9:47.0, , ,36-42,+1,C. White makes free throw 2 of 2,
9:31.0,D. Murray misses 2-pt jump shot from 11 ft, ,36-42, , ,
9:29.0, , ,36-42, ,Defensive rebound by J. Green,
9:27.0, , ,36-45,+3,A. Dosunmu makes 3-pt jump shot from 26 ft (assist by N. Vučević),
9:10.0,B. Fernando makes 2-pt hook shot from 9 ft (assist by D. Murray),+2,38-45, , ,
8:56.0, , ,38-45, ,Turnover by J. Green (lost ball; steal by B. Bogdanović),
8:52.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Hunter),+2,40-45, , ,
8:36.0, , ,40-47,+2,D. DeRozan makes 2-pt jump shot from 20 ft (assist by C. White),
8:22.0,D. Murray makes 2-pt jump shot from 7 ft,+2,42-47, , ,
8:09.0, , ,42-47, ,Shooting foul by B. Fernando (drawn by N. Vučević),
8:09.0, , ,42-47, ,N. Vučević misses free throw 1 of 2,
8:09.0, , ,42-47, ,Offensive rebound by Team,
8:09.0,C. Capela enters the game for B. Bogdanović, ,42-47, , ,
8:09.0,T. Young enters the game for B. Fernando, ,42-47, , ,
8:09.0, , ,42-48,+1,N. Vučević makes free throw 2 of 2,
7:55.0,D. Murray misses 3-pt jump shot from 24 ft, ,42-48, , ,
7:50.0, , ,42-48, ,Defensive rebound by C. White,
7:41.0, , ,42-48, ,N. Vučević misses 2-pt jump shot from 7 ft,
7:39.0, , ,42-48, ,Offensive rebound by N. Vučević,
7:35.0, , ,42-51,+3,J. Green makes 3-pt jump shot from 25 ft (assist by C. White),
7:13.0,D. Hunter misses 2-pt jump shot from 15 ft, ,42-51, , ,
7:11.0, , ,42-51, ,Defensive rebound by J. Green,
7:03.0, , ,42-51, ,Personal foul by D. Murray (drawn by J. Green),
6:54.0, , ,42-53,+2,D. DeRozan makes 2-pt jump shot from 5 ft,
6:40.0,C. Capela makes 2-pt hook shot from 7 ft (assist by T. Young),+2,44-53, , ,
6:23.0, , ,44-55,+2,N. Vučević makes 2-pt hook shot from 5 ft (assist by J. Green),
6:01.0,D. Hunter misses 2-pt jump shot from 10 ft (block by A. Dosunmu), ,44-55, , ,
5:58.0, , ,44-55, ,Defensive rebound by D. DeRozan,
5:58.0, , ,44-57,+2,D. DeRozan makes 2-pt dunk from 1 ft,
5:58.0, , ,44-57, ,Shooting foul by D. Murray (drawn by D. DeRozan),
5:58.0,Atlanta full timeout, ,44-57, , ,
5:58.0,B. Bogdanović enters the game for W. Matthews, ,44-57, , ,
5:58.0, , ,44-58,+1,D. DeRozan makes free throw 1 of 1,
5:47.0,T. Young makes 3-pt jump shot from 27 ft,+3,47-58, , ,
5:33.0, , ,47-58, ,J. Green misses 2-pt jump shot from 6 ft,
5:30.0,Defensive rebound by C. Capela, ,47-58, , ,
5:19.0,C. Capela makes 2-pt hook shot from 4 ft (assist by T. Young),+2,49-58, , ,
4:55.0, , ,49-60,+2,C. White makes 2-pt layup from 2 ft,
4:48.0,Shooting foul by C. White (drawn by T. Young), ,49-60, , ,
4:48.0,T. Young makes free throw 1 of 2,+1,50-60, , ,
4:48.0, , ,50-60, ,A. Caruso enters the game for J. Green,
4:48.0,T. Young makes free throw 2 of 2,+1,51-60, , ,
4:25.0, , ,51-62,+2,C. White makes 2-pt layup from 1 ft,
4:08.0,D. Murray misses 2-pt jump shot from 17 ft, ,51-62, , ,
4:05.0, , ,51-62, ,Defensive rebound by N. Vučević,
4:00.0, , ,51-64,+2,A. Dosunmu makes 2-pt layup from 1 ft (assist by A. Caruso),
3:44.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),+2,53-64, , ,
3:17.0, , ,53-66,+2,A. Dosunmu makes 2-pt jump shot from 4 ft,
2:59.0,T. Young misses 3-pt jump shot from 31 ft, ,53-66, , ,
2:52.0,Offensive rebound by B. Bogdanović, ,53-66, , ,
2:52.0,B. Bogdanović misses 2-pt layup at rim, ,53-66, , ,
2:52.0,Offensive rebound by C. Capela, ,53-66, , ,
2:50.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Capela),+3,56-66, , ,
2:26.0, , ,56-66, ,Turnover by D. DeRozan (bad pass; steal by D. Murray),
2:25.0,Personal foul by A. Caruso (drawn by T. Young), ,56-66, , ,
2:25.0,T. Young makes free throw 1 of 1,+1,57-66, , ,
2:20.0,Shooting foul by A. Dosunmu (drawn by T. Young), ,57-66, , ,
2:20.0,T. Young misses free throw 1 of 2, ,57-66, , ,
2:20.0,Offensive rebound by Team, ,57-66, , ,
2:20.0,T. Young makes free throw 2 of 2,+1,58-66, , ,
2:02.0, , ,58-68,+2,N. Vučević makes 2-pt hook shot from 6 ft (assist by D. DeRozan),
1:45.0,B. Bogdanović makes 3-pt jump shot from 26 ft,+3,61-68, , ,
1:28.0, , ,61-68, ,D. DeRozan misses 2-pt jump shot from 18 ft,
1:26.0,Defensive rebound by D. Murray, ,61-68, , ,
1:10.0,D. Murray makes 2-pt layup from 2 ft,+2,63-68, , ,
0:54.0, , ,63-68, ,N. Vučević misses 3-pt jump shot from 25 ft,
0:51.0,Defensive rebound by B. Bogdanović, ,63-68, , ,
0:43.0,Shooting foul by A. Caruso (drawn by T. Young), ,63-68, , ,
0:43.0,T. Young makes free throw 1 of 2,+1,64-68, , ,
0:43.0,T. Young makes free throw 2 of 2,+1,65-68, , ,
0:32.0, , ,65-70,+2,C. White makes 2-pt layup from 1 ft,
0:26.0,C. Capela makes 2-pt dunk at rim (assist by T. Young),+2,67-70, , ,
0:16.0, , ,67-73,+3,A. Caruso makes 3-pt jump shot from 22 ft (assist by C. White),
0:00.0,End of 2nd quarter,
3rd Q,
Time,Atlanta,,Score,,Chicago,
12:00.0,Start of 3rd quarter,
11:39.0, , ,67-73, ,C. White misses 3-pt jump shot from 25 ft,
11:38.0,Defensive rebound by C. Capela, ,67-73, , ,
11:33.0,D. Murray makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),+3,70-73, , ,
11:28.0, , ,70-73, ,Offensive foul by A. Dosunmu (drawn by B. Bogdanović),
11:28.0, , ,70-73, ,Turnover by A. Dosunmu (offensive foul),
11:09.0,B. Bogdanović misses 2-pt jump shot from 12 ft, ,70-73, , ,
11:07.0, , ,70-73, ,Defensive rebound by A. Caruso,
