A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Washington,
12:00.0,Jump ball: C. Capela vs. D. Gafford (J. Johnson gains possession),
11:40.0,D. Murray misses 3-pt jump shot from 25 ft, ,0-0, , ,
11:36.0, , ,0-0, ,Defensive rebound by K. Kuzma,
11:29.0, , ,0-0, ,C. Kispert misses 3-pt jump shot from 26 ft,
11:25.0,Defensive rebound by D. Murray, ,0-0, , ,
11:19.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Murray),+3,3-0, , ,
10:56.0, , ,3-2,+2,D. Avdija makes 2-pt layup from 2 ft (assist by K. Kuzma),
10:37.0,C. Capela makes 2-pt hook shot from 7 ft (assist by D. Murray),+2,5-2, , ,
10:28.0, , ,5-4,+2,D. Gafford makes 2-pt dunk from 2 ft (assist by T. Jones),
10:15.0,D. Murray misses 2-pt layup from 3 ft, ,5-4, , ,
10:12.0, , ,5-4, ,Defensive rebound by D. Gafford,
10:08.0, , ,5-4, ,Turnover by K. Kuzma (bad pass; steal by D. Murray),
10:02.0,C. Capela makes 2-pt layup from 2 ft (assist by D. Murray),+2,7-4, , ,
9:47.0, , ,7-4, ,T. Jones misses 3-pt jump shot from 27 ft (block by J. Johnson),
9:43.0,Defensive rebound by T. Young, ,7-4, , ,
9:37.0,D. Murray misses 2-pt jump shot from 17 ft, ,7-4, , ,
9:35.0, , ,7-4, ,Defensive rebound by C. Kispert,
9:22.0, , ,7-4, ,Turnover by K. Kuzma (bad pass; steal by T. Young),
9:17.0,J. Johnson makes 2-pt jump shot from 8 ft (assist by T. Young),+2,9-4, , ,
8:54.0, , ,9-4, ,C. Kispert misses 2-pt layup from 5 ft,
8:51.0,Defensive rebound by T. Young, ,9-4, , ,
8:50.0,T. Young misses 3-pt jump shot from 30 ft, ,9-4, , ,
8:46.0,Offensive rebound by C. Capela, ,9-4, , ,
8:45.0,C. Capela misses 2-pt layup from 3 ft (block by D. Gafford), ,9-4, , ,
8:45.0,Offensive rebound by J. Johnson, ,9-4, , ,
8:39.0,D. Murray misses 3-pt jump shot from 28 ft, ,9-4, , ,
8:37.0, , ,9-4, ,Defensive rebound by D. Avdija,
8:28.0, , ,9-6,+2,K. Kuzma makes 2-pt hook shot from 8 ft,
8:22.0,Shooting foul by D. Gafford (drawn by D. Hunter), ,9-6, , ,
8:22.0,D. Hunter makes free throw 1 of 2,+1,10-6, , ,
8:22.0,D. Hunter makes free throw 2 of 2,+1,11-6, , ,
8:06.0, , ,11-6, ,K. Kuzma misses 3-pt jump shot from 28 ft,
8:04.0,Defensive rebound by Team, ,11-6, , ,
7:51.0,D. Hunter makes 2-pt layup from 6 ft (assist by D. Murray),+2,13-6, , ,
7:51.0,Shooting foul by D. Gafford (drawn by D. Hunter), ,13-6, , ,
7:51.0,D. Hunter makes free throw 1 of 1,+1,14-6, , ,
7:41.0, , ,14-6, ,K. Kuzma misses 2-pt jump shot from 8 ft,
7:38.0,Defensive rebound by T. Young, ,14-6, , ,
7:27.0,T. Young makes 3-pt jump shot from 31 ft,+3,17-6, , ,
7:26.0, , ,17-6, ,Washington full timeout,
7:12.0, , ,17-9,+3,K. Kuzma makes 3-pt jump shot from 24 ft (assist by T. Jones),
6:58.0,D. Hunter makes 2-pt jump shot from 20 ft (assist by J. Johnson),+2,19-9, , ,
6:46.0, , ,19-11,+2,C. Kispert makes 2-pt jump shot from 7 ft (assist by T. Jones),
6:30.0,D. Murray makes 2-pt jump shot from 8 ft,+2,21-11, , ,
6:19.0, , ,21-13,+2,D. Gafford makes 2-pt dunk from 2 ft (assist by K. Kuzma),
6:09.0,Turnover by D. Hunter (traveling), ,21-13, , ,
6:09.0,B. Bogdanović enters the game for T. Young, ,21-13, , ,
6:09.0, , ,21-13, ,B. Coulibaly enters the game for D. Avdija,
5:59.0, , ,21-13, ,Shooting foul by B. Bogdanović (drawn by C. Kispert),
5:59.0, , ,21-14,+1,C. Kispert makes free throw 1 of 3,
5:59.0, , ,21-15,+1,C. Kispert makes free throw 2 of 3,
5:59.0,S. Bey enters the game for C. Capela, ,21-15, , ,
5:59.0,O. Okongwu enters the game for J. Johnson, ,21-15, , ,
5:59.0, , ,21-15, ,M. Muscala enters the game for D. Gafford,
5:59.0, , ,21-16,+1,C. Kispert makes free throw 3 of 3,
5:47.0,S. Bey misses 2-pt layup from 3 ft (block by M. Muscala), ,21-16, , ,
5:44.0, , ,21-16, ,Defensive rebound by M. Muscala,
5:41.0, , ,21-16, ,T. Jones misses 3-pt jump shot from 27 ft,
5:37.0,Defensive rebound by S. Bey, ,21-16, , ,
5:31.0,D. Murray makes 2-pt layup from 4 ft,+2,23-16, , ,
5:21.0, , ,23-19,+3,B. Coulibaly makes 3-pt jump shot from 27 ft (assist by K. Kuzma),
5:08.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Murray),+3,26-19, , ,
4:53.0, , ,26-19, ,T. Jones misses 3-pt jump shot from 29 ft,
4:51.0,Defensive rebound by O. Okongwu, ,26-19, , ,
4:43.0,S. Bey misses 3-pt jump shot from 27 ft, ,26-19, , ,
4:39.0, , ,26-19, ,Defensive rebound by K. Kuzma,
4:23.0, , ,26-21,+2,B. Coulibaly makes 2-pt jump shot from 8 ft (assist by C. Kispert),
4:02.0,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by D. Murray),+2,28-21, , ,
3:52.0, , ,28-21, ,Personal foul by D. Hunter (drawn by C. Kispert),
3:52.0,W. Matthews enters the game for D. Hunter, ,28-21, , ,
3:52.0, , ,28-21, ,D. Avdija enters the game for T. Jones,
3:52.0, , ,28-21, ,L. Shamet enters the game for K. Kuzma,
3:46.0, , ,28-21, ,C. Kispert misses 3-pt jump shot from 30 ft,
3:42.0,Defensive rebound by O. Okongwu, ,28-21, , ,
3:34.0,D. Murray makes 2-pt jump shot from 9 ft,+2,30-21, , ,
3:11.0, , ,30-21, ,D. Avdija misses 3-pt jump shot from 24 ft,
3:07.0,Defensive rebound by S. Bey, ,30-21, , ,
3:00.0,S. Bey misses 3-pt jump shot from 27 ft, ,30-21, , ,
2:58.0, , ,30-21, ,Defensive rebound by D. Avdija,
2:41.0, , ,30-23,+2,L. Shamet makes 2-pt layup from 4 ft (assist by M. Muscala),
2:20.0,D. Murray misses 3-pt jump shot from 27 ft, ,30-23, , ,
2:17.0, , ,30-23, ,Defensive rebound by L. Shamet,
2:12.0, , ,30-23, ,Turnover by B. Coulibaly (bad pass; steal by D. Murray),
2:05.0,Shooting foul by D. Avdija (drawn by D. Murray), ,30-23, , ,
2:05.0,Atlanta full timeout, ,30-23, , ,
2:05.0, , ,30-23, ,J. Davis enters the game for C. Kispert,
2:05.0,D. Murray makes free throw 1 of 2,+1,31-23, , ,
2:05.0,D. Murray makes free throw 2 of 2,+1,32-23, , ,
1:55.0, , ,32-26,+3,M. Muscala makes 3-pt jump shot from 27 ft (assist by D. Avdija),
1:34.0,B. Bogdanović misses 2-pt layup from 10 ft (block by M. Muscala), ,32-26, , ,
1:33.0, , ,32-26, ,Defensive rebound by M. Muscala,
1:33.0, , ,32-26, ,Personal foul by B. Bogdanović (drawn by M. Muscala),
1:33.0,T. Young enters the game for D. Murray, ,32-26, , ,
1:16.0, , ,32-26, ,D. Avdija misses 2-pt jump shot from 6 ft,
1:13.0,Defensive rebound by O. Okongwu, ,32-26, , ,
1:06.0,O. Okongwu makes 2-pt dunk from 2 ft (assist by T. Young),+2,34-26, , ,
0:44.0, , ,34-26, ,Def 3 sec tech foul by Team,
0:44.0, , ,34-27,+1,D. Avdija makes technical free throw,
0:38.0, , ,34-27, ,D. Avdija misses 2-pt layup from 8 ft,
0:35.0,Defensive rebound by T. Young, ,34-27, , ,
0:32.0,Personal foul by D. Avdija (drawn by O. Okongwu), ,34-27, , ,
0:27.0,T. Young misses 3-pt jump shot from 27 ft, ,34-27, , ,
0:24.0, , ,34-27, ,Defensive rebound by M. Muscala,
0:03.0, , ,34-30,+3,L. Shamet makes 3-pt jump shot from 28 ft (assist by M. Muscala),
0:00.0,End of 1st quarter,
2nd Q,
Time,Atlanta,,Score,,Washington,
12:00.0,Start of 2nd quarter,
11:46.0, , ,34-33,+3,L. Shamet makes 3-pt jump shot from 27 ft (assist by D. Avdija),
11:18.0,J. Johnson misses 3-pt jump shot from 28 ft, ,34-33, , ,
11:16.0,Offensive rebound by O. Okongwu, ,34-33, , ,
11:15.0,O. Okongwu makes 2-pt layup from 2 ft,+2,36-33, , ,
10:59.0, , ,36-33, ,Turnover by D. Avdija (lost ball; steal by J. Johnson),
10:56.0,J. Johnson makes 2-pt dunk from 2 ft (assist by O. Okongwu),+2,38-33, , ,
10:41.0, , ,38-36,+3,D. Avdija makes 3-pt jump shot from 26 ft (assist by L. Shamet),
10:34.0,Personal foul by B. Coulibaly (drawn by T. Young), ,38-36, , ,
10:34.0, , ,38-36, ,K. Kuzma enters the game for J. Davis,
10:27.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by T. Young),+3,41-36, , ,
10:03.0, , ,41-36, ,D. Avdija misses 3-pt jump shot from 25 ft,
10:00.0,Defensive rebound by S. Bey, ,41-36, , ,
9:51.0,S. Bey misses 2-pt layup from 1 ft, ,41-36, , ,
9:48.0, , ,41-36, ,Defensive rebound by K. Kuzma,
9:44.0, , ,41-36, ,L. Shamet misses 3-pt jump shot from 24 ft,
9:41.0, , ,41-36, ,Offensive rebound by D. Avdija,
9:38.0, , ,41-36, ,Turnover by K. Kuzma (lost ball; steal by J. Johnson),
9:35.0,Shooting foul by K. Kuzma (drawn by J. Johnson), ,41-36, , ,
9:35.0,J. Johnson misses free throw 1 of 2, ,41-36, , ,
9:35.0,Offensive rebound by Team, ,41-36, , ,
9:35.0, , ,41-36, ,C. Kispert enters the game for D. Avdija,
9:35.0,J. Johnson makes free throw 2 of 2,+1,42-36, , ,
9:33.0, , ,42-36, ,Personal take foul by O. Okongwu (drawn by L. Shamet),
9:33.0,D. Hunter enters the game for J. Johnson, ,42-36, , ,
9:22.0, , ,42-36, ,Turnover by L. Shamet (bad pass),
9:14.0,D. Hunter makes 3-pt jump shot from 27 ft (assist by T. Young),+3,45-36, , ,
9:14.0, , ,45-36, ,T. Jones enters the game for L. Shamet,
8:51.0, , ,45-36, ,C. Kispert misses 3-pt jump shot from 25 ft,
8:47.0,Defensive rebound by T. Young, ,45-36, , ,
8:42.0,S. Bey misses 3-pt jump shot from 23 ft, ,45-36, , ,
8:41.0,Offensive rebound by S. Bey, ,45-36, , ,
8:41.0,Shooting foul by C. Kispert (drawn by S. Bey), ,45-36, , ,
8:41.0,S. Bey misses free throw 1 of 2, ,45-36, , ,
8:41.0,Offensive rebound by Team, ,45-36, , ,
8:41.0,S. Bey makes free throw 2 of 2,+1,46-36, , ,
8:25.0, , ,46-36, ,Shooting foul by O. Okongwu (drawn by K. Kuzma),
8:25.0, , ,46-37,+1,K. Kuzma makes free throw 1 of 2,
8:25.0, , ,46-38,+1,K. Kuzma makes free throw 2 of 2,
8:12.0,B. Bogdanović makes 2-pt layup from 5 ft (assist by T. Young),+2,48-38, , ,
7:55.0, , ,48-38, ,Turnover by K. Kuzma (bad pass; steal by S. Bey),
7:53.0,S. Bey makes 2-pt dunk from 2 ft,+2,50-38, , ,
7:52.0, , ,50-38, ,Washington full timeout,
7:52.0,W. Matthews enters the game for S. Bey, ,50-38, , ,
7:52.0,D. Murray enters the game for T. Young, ,50-38, , ,
7:34.0, , ,50-38, ,Turnover by M. Muscala (lost ball; steal by B. Bogdanović),
7:29.0,W. Matthews misses 3-pt jump shot from 23 ft, ,50-38, , ,
7:25.0, , ,50-38, ,Defensive rebound by K. Kuzma,
7:18.0, , ,50-38, ,K. Kuzma misses 2-pt layup from 2 ft,
7:16.0,Defensive rebound by B. Bogdanović, ,50-38, , ,
7:13.0,Turnover by B. Bogdanović (lost ball; steal by B. Coulibaly), ,50-38, , ,
7:08.0, , ,50-38, ,C. Kispert misses 3-pt jump shot from 26 ft,
7:02.0, , ,50-38, ,Offensive rebound by K. Kuzma,
7:01.0, , ,50-41,+3,K. Kuzma makes 3-pt jump shot from 27 ft,
6:41.0,O. Okongwu misses 2-pt hook shot from 7 ft, ,50-41, , ,
6:41.0, , ,50-41, ,Defensive rebound by M. Muscala,
6:25.0, , ,50-43,+2,C. Kispert makes 2-pt layup from 4 ft (assist by M. Muscala),
6:07.0,D. Murray misses 2-pt jump shot from 9 ft, ,50-43, , ,
6:04.0, , ,50-43, ,Defensive rebound by M. Muscala,
5:54.0, , ,50-46,+3,C. Kispert makes 3-pt jump shot from 23 ft (assist by T. Jones),
5:53.0,Atlanta full timeout, ,50-46, , ,
5:53.0,S. Bey enters the game for B. Bogdanović, ,50-46, , ,
5:53.0,C. Capela enters the game for W. Matthews, ,50-46, , ,
5:53.0,T. Young enters the game for O. Okongwu, ,50-46, , ,
5:53.0, , ,50-46, ,D. Gafford enters the game for M. Muscala,
5:40.0,T. Young makes 3-pt jump shot from 27 ft,+3,53-46, , ,
5:17.0, , ,53-48,+2,D. Gafford makes 2-pt jump shot from 8 ft (assist by C. Kispert),
5:02.0,S. Bey misses 3-pt jump shot from 23 ft, ,53-48, , ,
4:58.0,Offensive rebound by S. Bey, ,53-48, , ,
4:57.0,S. Bey makes 2-pt dunk from 2 ft,+2,55-48, , ,
