A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Philadelphia,
12:00.0,Jump ball: C. Capela vs. J. Embiid (T. Maxey gains possession),
11:45.0, , ,0-2,+2,J. Embiid makes 2-pt jump shot from 6 ft (assist by N. Batum),
11:25.0,D. Murray misses 2-pt jump shot from 12 ft, ,0-2, , ,
11:21.0, , ,0-2, ,Defensive rebound by D. Melton,
11:12.0, , ,0-4,+2,J. Embiid makes 2-pt hook shot from 6 ft,
10:55.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by C. Capela),+2,2-4, , ,
10:46.0, , ,2-4, ,J. Embiid misses 3-pt jump shot from 26 ft,
10:43.0, , ,2-4, ,Offensive rebound by N. Batum,
10:31.0, , ,2-4, ,T. Harris misses 3-pt jump shot from 26 ft,
10:28.0,Defensive rebound by D. Murray, ,2-4, , ,
10:22.0,D. Murray makes 2-pt jump shot from 9 ft,+2,4-4, , ,Tie
10:02.0, , ,4-4, ,J. Embiid misses 2-pt layup from 6 ft,
9:57.0, , ,4-4, ,Offensive rebound by T. Harris,
9:57.0, , ,4-6,+2,T. Harris makes 2-pt layup at rim,
9:46.0,S. Bey misses 2-pt jump shot from 7 ft, ,4-6, , ,
9:43.0, , ,4-6, ,Defensive rebound by J. Embiid,
9:41.0, , ,4-6, ,Personal foul by D. Hunter (drawn by T. Harris),
9:25.0, , ,4-6, ,T. Maxey misses 2-pt jump shot from 12 ft,
9:22.0,Defensive rebound by D. Hunter, ,4-6, , ,
9:15.0,D. Hunter misses 2-pt jump shot from 9 ft, ,4-6, , ,
9:11.0, , ,4-6, ,Defensive rebound by T. Maxey,
8:54.0, , ,4-6, ,D. Melton misses 3-pt jump shot from 26 ft,
8:51.0,Defensive rebound by C. Capela, ,4-6, , ,
8:41.0,Turnover by C. Capela (traveling), ,4-6, , ,
8:28.0, , ,4-6, ,D. Melton misses 2-pt layup from 7 ft (block by C. Capela),
8:24.0, , ,4-6, ,Offensive rebound by J. Embiid,
8:23.0, , ,4-8,+2,J. Embiid makes 2-pt layup from 3 ft,
8:13.0,D. Murray makes 2-pt layup from 2 ft,+2,6-8, , ,
7:57.0, , ,6-11,+3,D. Melton makes 3-pt jump shot from 26 ft (assist by J. Embiid),
7:41.0,C. Capela makes 2-pt hook shot from 1 ft,+2,8-11, , ,
7:22.0, , ,8-11, ,J. Embiid misses 2-pt jump shot from 11 ft,
7:20.0,Defensive rebound by B. Bogdanović, ,8-11, , ,
7:13.0,C. Capela misses 2-pt layup from 2 ft (block by J. Embiid), ,8-11, , ,
7:13.0,Offensive rebound by Team, ,8-11, , ,
7:13.0,Turnover by D. Murray (bad pass), ,8-11, , ,
7:02.0, , ,8-14,+3,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. Maxey),
6:48.0,Shooting foul by N. Batum (drawn by D. Murray), ,8-14, , ,
6:48.0, , ,8-14, ,Philadelphia full timeout,
6:48.0,W. Matthews enters the game for S. Bey, ,8-14, , ,
6:48.0,D. Murray makes free throw 1 of 3,+1,9-14, , ,
6:48.0,D. Murray makes free throw 2 of 3,+1,10-14, , ,
6:48.0,D. Murray makes free throw 3 of 3,+1,11-14, , ,
6:31.0, , ,11-14, ,Turnover by T. Harris (3 sec),
6:20.0,D. Hunter misses 2-pt jump shot from 10 ft, ,11-14, , ,
6:17.0, , ,11-14, ,Defensive rebound by T. Harris,
6:10.0, , ,11-17,+3,N. Batum makes 3-pt jump shot from 23 ft (assist by T. Maxey),
5:53.0,D. Murray misses 2-pt jump shot from 12 ft, ,11-17, , ,
5:51.0,Offensive rebound by C. Capela, ,11-17, , ,
5:49.0,Shooting foul by T. Maxey (drawn by W. Matthews), ,11-17, , ,
5:49.0,W. Matthews makes free throw 1 of 3,+1,12-17, , ,
5:49.0, , ,12-17, ,P. Beverley enters the game for T. Maxey,
5:49.0,W. Matthews makes free throw 2 of 3,+1,13-17, , ,
5:49.0,G. Mathews enters the game for B. Bogdanović, ,13-17, , ,
5:49.0,W. Matthews makes free throw 3 of 3,+1,14-17, , ,
5:37.0, , ,14-17, ,D. Melton misses 2-pt layup from 5 ft,
5:37.0, , ,14-17, ,Offensive rebound by J. Embiid,
5:37.0, , ,14-19,+2,J. Embiid makes 2-pt layup at rim,
5:37.0, , ,14-19, ,Shooting foul by C. Capela (drawn by J. Embiid),
5:37.0, , ,14-20,+1,J. Embiid makes free throw 1 of 1,
5:14.0,Turnover by D. Murray (bad pass; steal by T. Harris), ,14-20, , ,
5:08.0, , ,14-20, ,T. Harris misses 2-pt jump shot from 11 ft,
5:03.0,Defensive rebound by G. Mathews, ,14-20, , ,
