A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,LA Clippers,
12:00.0,Jump ball: C. Capela vs. I. Zubac (T. Mann gains possession),
11:38.0, , ,0-2,+2,K. Leonard makes 2-pt jump shot from 17 ft,
11:20.0,B. Bogdanović misses 3-pt jump shot from 25 ft (block by I. Zubac), ,0-2, , ,
11:18.0, , ,0-2, ,Defensive rebound by K. Leonard,
11:11.0, , ,0-2, ,Personal foul by V. Krejci (drawn by K. Leonard),
10:59.0, , ,0-2, ,K. Leonard misses 3-pt jump shot from 24 ft,
10:56.0,Defensive rebound by J. Johnson, ,0-2, , ,
10:49.0,J. Johnson misses 2-pt jump shot from 4 ft, ,0-2, , ,
10:45.0,Offensive rebound by C. Capela, ,0-2, , ,
10:45.0,C. Capela misses 2-pt layup at rim, ,0-2, , ,
10:43.0,Offensive rebound by C. Capela, ,0-2, , ,
10:43.0,C. Capela makes 2-pt layup at rim,+2,2-2, , ,Tie
10:30.0, , ,2-2, ,K. Leonard misses 2-pt jump shot from 10 ft,
10:28.0, , ,2-2, ,Offensive rebound by I. Zubac,
10:24.0, , ,2-5,+3,K. Leonard makes 3-pt jump shot from 26 ft (assist by I. Zubac),
10:09.0,C. Capela makes 2-pt jump shot from 9 ft (assist by D. Murray),+2,4-5, , ,
9:56.0, , ,4-5, ,Turnover by P. George (lost ball; steal by C. Capela),
9:56.0,Personal foul by P. George (drawn by C. Capela), ,4-5, , ,
9:43.0,B. Bogdanović misses 2-pt jump shot from 14 ft, ,4-5, , ,
9:39.0,Offensive rebound by C. Capela, ,4-5, , ,
9:38.0,C. Capela makes 2-pt dunk from 1 ft,+2,6-5, , ,Lead change
9:13.0, , ,6-5, ,P. George misses 3-pt jump shot from 26 ft,
9:11.0,Defensive rebound by J. Johnson, ,6-5, , ,
9:09.0,Personal foul by J. Harden (drawn by C. Capela), ,6-5, , ,
9:03.0,B. Bogdanović misses 3-pt jump shot from 27 ft, ,6-5, , ,
8:59.0, , ,6-5, ,Defensive rebound by T. Mann,
8:45.0, , ,6-5, ,J. Harden misses 2-pt jump shot from 8 ft (block by V. Krejci),
8:43.0,Defensive rebound by J. Johnson, ,6-5, , ,
8:40.0,J. Johnson makes 2-pt dunk from 1 ft (assist by D. Murray),+2,8-5, , ,
8:15.0, , ,8-5, ,P. George misses 2-pt layup from 4 ft,
8:13.0,Defensive rebound by C. Capela, ,8-5, , ,
8:05.0,V. Krejci misses 2-pt jump shot from 9 ft, ,8-5, , ,
8:03.0,Offensive rebound by C. Capela, ,8-5, , ,
8:01.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by C. Capela),+3,11-5, , ,
7:46.0, , ,11-7,+2,K. Leonard makes 2-pt layup from 2 ft (assist by J. Harden),
7:31.0,J. Johnson misses 2-pt jump shot from 7 ft, ,11-7, , ,
7:30.0,Offensive rebound by C. Capela, ,11-7, , ,
7:28.0,C. Capela misses 2-pt layup from 1 ft, ,11-7, , ,
7:28.0, , ,11-7, ,Defensive rebound by K. Leonard,
7:13.0, , ,11-7, ,K. Leonard misses 3-pt jump shot from 27 ft,
7:11.0, , ,11-7, ,Offensive rebound by I. Zubac,
7:04.0, , ,11-7, ,Shooting foul by V. Krejci (drawn by I. Zubac),
7:04.0, , ,11-8,+1,I. Zubac makes free throw 1 of 2,
7:04.0, , ,11-9,+1,I. Zubac makes free throw 2 of 2,
6:53.0,Turnover by C. Capela (bad pass; steal by T. Mann), ,11-9, , ,
6:36.0, , ,11-12,+3,K. Leonard makes 3-pt jump shot from 24 ft (assist by J. Harden),Lead change
6:19.0,D. Murray makes 2-pt jump shot from 11 ft,+2,13-12, , ,Lead change
6:03.0, , ,13-12, ,P. George misses 2-pt jump shot from 18 ft,
6:01.0,Defensive rebound by J. Johnson, ,13-12, , ,
5:56.0,D. Murray makes 3-pt jump shot from 28 ft (assist by J. Johnson),+3,16-12, , ,
5:56.0, , ,16-12, ,LA Clippers full timeout,
5:56.0,B. Fernando enters the game for B. Bogdanović, ,16-12, , ,
5:56.0,D. Hunter enters the game for C. Capela, ,16-12, , ,
5:56.0,G. Mathews enters the game for J. Johnson, ,16-12, , ,
5:39.0, , ,16-15,+3,P. George makes 3-pt jump shot from 26 ft (assist by J. Harden),
