A,B,C,D,E,F,Event
1st Q
Time,Minnesota,,Score,,Atlanta,
12:00.0,Jump ball: R. Gobert vs. C. Capela (J. Johnson gains possession),
11:47.0, , ,0-2,+2,T. Young makes 2-pt jump shot from 11 ft,
11:27.0,R. Gobert misses 2-pt hook shot from 8 ft, ,0-2, , ,
11:25.0, , ,0-2, ,Defensive rebound by C. Capela,
11:09.0, , ,0-2, ,D. Murray misses 3-pt jump shot from 24 ft,
11:07.0, , ,0-2, ,Offensive rebound by J. Johnson,
10:58.0, , ,0-5,+3,J. Johnson makes 3-pt jump shot from 25 ft (assist by T. Young),
10:42.0,J. McDaniels makes 3-pt jump shot from 24 ft (assist by K. Towns),+3,3-5, , ,
10:24.0, , ,3-8,+3,D. Hunter makes 3-pt jump shot from 24 ft,
10:12.0,Shooting foul by J. Johnson (drawn by R. Gobert), ,3-8, , ,
10:12.0,R. Gobert makes free throw 1 of 2,+1,4-8, , ,
10:12.0,R. Gobert makes free throw 2 of 2,+1,5-8, , ,
9:54.0, , ,5-10,+2,D. Murray makes 2-pt jump shot from 3 ft (assist by J. Johnson),
9:40.0,K. Towns makes 2-pt jump shot from 12 ft,+2,7-10, , ,
9:23.0, , ,7-12,+2,D. Murray makes 2-pt jump shot from 17 ft,
9:05.0,A. Edwards makes 3-pt jump shot from 25 ft (assist by M. Conley),+3,10-12, , ,
8:50.0, , ,10-12, ,D. Hunter misses 2-pt jump shot from 11 ft,
8:47.0,Defensive rebound by J. McDaniels, ,10-12, , ,
8:41.0,J. McDaniels makes 3-pt jump shot from 25 ft (assist by A. Edwards),+3,13-12, , ,Lead change
8:28.0, , ,13-12, ,J. Johnson misses 3-pt jump shot from 25 ft,
8:25.0,Defensive rebound by R. Gobert, ,13-12, , ,
8:10.0,M. Conley misses 3-pt jump shot from 25 ft, ,13-12, , ,
8:07.0, , ,13-12, ,Defensive rebound by C. Capela,
7:59.0, , ,13-12, ,Turnover by D. Murray (bad pass; steal by A. Edwards),
7:55.0,J. McDaniels makes 2-pt dunk from 1 ft (assist by A. Edwards),+2,15-12, , ,
7:33.0, , ,15-12, ,D. Hunter misses 3-pt jump shot from 26 ft,
7:32.0,Defensive rebound by Team, ,15-12, , ,
7:17.0,K. Towns makes 2-pt hook shot from 6 ft,+2,17-12, , ,
7:09.0, , ,17-12, ,Atlanta full timeout,
7:09.0, , ,17-12, ,B. Bogdanović enters the game for T. Young,
6:59.0, , ,17-15,+3,D. Murray makes 3-pt jump shot from 25 ft,
6:44.0,M. Conley makes 3-pt jump shot from 25 ft (assist by A. Edwards),+3,20-15, , ,
6:31.0, , ,20-17,+2,J. Johnson makes 2-pt jump shot from 8 ft (assist by C. Capela),
6:31.0, , ,20-17, ,Shooting foul by K. Towns (drawn by J. Johnson),
6:31.0,K. Anderson enters the game for J. McDaniels, ,20-17, , ,
6:31.0, , ,20-18,+1,J. Johnson makes free throw 1 of 1,
6:09.0,R. Gobert misses 2-pt layup from 5 ft (block by C. Capela), ,20-18, , ,
6:07.0,Offensive rebound by R. Gobert, ,20-18, , ,
6:07.0,Turnover by Team (shot clock), ,20-18, , ,
5:51.0, , ,20-18, ,C. Capela misses 2-pt layup from 2 ft (block by R. Gobert),
5:48.0,Defensive rebound by K. Anderson, ,20-18, , ,
5:45.0,A. Edwards makes 3-pt jump shot from 22 ft (assist by M. Conley),+3,23-18, , ,
5:33.0, , ,23-18, ,Personal foul by A. Edwards (drawn by D. Murray),
5:33.0,N. Alexander-Walker enters the game for M. Conley, ,23-18, , ,
5:33.0,N. Reid enters the game for R. Gobert, ,23-18, , ,
5:33.0, , ,23-18, ,S. Bey enters the game for J. Johnson,
5:23.0, , ,23-20,+2,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by D. Hunter),
5:09.0,K. Towns misses 2-pt layup from 2 ft, ,23-20, , ,
5:06.0, , ,23-20, ,Defensive rebound by C. Capela,
5:02.0, , ,23-20, ,D. Hunter misses 2-pt layup from 1 ft,
5:02.0, , ,23-20, ,Offensive rebound by Team,
5:02.0, , ,23-20, ,A. Griffin enters the game for C. Capela,
5:02.0, , ,23-20, ,O. Okongwu enters the game for D. Hunter,
4:49.0, , ,23-20, ,D. Murray misses 2-pt jump shot from 12 ft,
4:45.0,Defensive rebound by K. Towns, ,23-20, , ,
4:33.0,A. Edwards misses 3-pt jump shot from 26 ft, ,23-20, , ,
4:30.0, , ,23-20, ,Defensive rebound by O. Okongwu,
4:21.0, , ,23-23,+3,A. Griffin makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),Tie
4:05.0,N. Reid makes 3-pt jump shot from 25 ft (assist by A. Edwards),+3,26-23, , ,
3:46.0, , ,26-25,+2,D. Murray makes 2-pt layup from 1 ft (assist by B. Bogdanović),
3:23.0,K. Anderson misses 3-pt jump shot from 25 ft, ,26-25, , ,
3:19.0, , ,26-25, ,Defensive rebound by B. Bogdanović,
3:14.0, , ,26-25, ,D. Murray misses 2-pt layup from 1 ft,
3:11.0,Defensive rebound by K. Towns, ,26-25, , ,
3:06.0,N. Reid makes 3-pt jump shot from 23 ft (assist by A. Edwards),+3,29-25, , ,
2:51.0, , ,29-28,+3,S. Bey makes 3-pt jump shot from 25 ft (assist by O. Okongwu),
2:48.0,Minnesota full timeout, ,29-28, , ,
2:48.0, , ,29-28, ,C. Capela enters the game for A. Griffin,
2:48.0, , ,29-28, ,D. Hunter enters the game for O. Okongwu,
2:48.0,Instant Replay, ,29-28, , ,
2:48.0,S. Milton enters the game for K. Towns, ,29-28, , ,
2:48.0, , ,29-28, ,A. Griffin enters the game for C. Capela,
2:48.0, , ,29-28, ,O. Okongwu enters the game for D. Hunter,
2:48.0, , ,29-28, ,T. Young enters the game for D. Murray,
