A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,LA Lakers,
12:00.0,Jump ball: C. Capela vs. A. Davis (D. Russell gains possession),
11:47.0, , ,0-0, ,Turnover by L. James (lost ball; steal by D. Murray),
11:43.0,J. Johnson makes 2-pt dunk from 2 ft (assist by D. Murray),+2,2-0, , ,
11:43.0,Shooting foul by A. Reaves (drawn by J. Johnson), ,2-0, , ,
11:43.0,J. Johnson misses free throw 1 of 1, ,2-0, , ,
11:39.0,Offensive rebound by B. Bogdanović, ,2-0, , ,
11:38.0,Turnover by D. Murray (out of bounds lost ball), ,2-0, , ,
11:38.0,Violation by Team (delay of game), ,2-0, , ,
11:26.0, , ,2-0, ,L. James misses 2-pt layup from 2 ft (block by J. Johnson),
11:24.0,Defensive rebound by J. Johnson, ,2-0, , ,
11:21.0,D. Murray misses 2-pt jump shot from 6 ft, ,2-0, , ,
11:17.0, , ,2-0, ,Defensive rebound by A. Davis,
11:10.0, , ,2-0, ,D. Russell misses 3-pt jump shot from 23 ft,
11:07.0,Defensive rebound by B. Bogdanović, ,2-0, , ,
10:56.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Murray),+3,5-0, , ,
10:43.0, , ,5-0, ,R. Hachimura misses 2-pt layup from 4 ft,
10:41.0,Defensive rebound by C. Capela, ,5-0, , ,
10:36.0,V. Krejci misses 3-pt jump shot from 27 ft, ,5-0, , ,
10:31.0,Offensive rebound by J. Johnson, ,5-0, , ,
10:29.0,J. Johnson makes 3-pt jump shot from 26 ft,+3,8-0, , ,
10:14.0, , ,8-2,+2,A. Davis makes 2-pt jump shot from 9 ft,
9:50.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Murray),+3,11-2, , ,
9:40.0, , ,11-2, ,Turnover by D. Russell (bad pass; steal by D. Murray),
9:39.0,Turnover by B. Bogdanović (bad pass), ,11-2, , ,
9:36.0, , ,11-4,+2,A. Davis makes 2-pt layup from 1 ft (assist by D. Russell),
9:36.0, , ,11-4, ,Shooting foul by B. Bogdanović (drawn by A. Davis),
9:36.0, , ,11-4, ,A. Davis misses free throw 1 of 1,
9:32.0,Defensive rebound by V. Krejci, ,11-4, , ,
9:14.0,Turnover by B. Bogdanović (bad pass; steal by A. Davis), ,11-4, , ,
9:04.0, , ,11-6,+2,L. James makes 2-pt hook shot from 4 ft,
8:46.0,J. Johnson misses 3-pt jump shot from 26 ft, ,11-6, , ,
8:42.0, , ,11-6, ,Defensive rebound by A. Reaves,
8:27.0, , ,11-8,+2,A. Davis makes 2-pt jump shot from 4 ft (assist by L. James),
8:27.0, , ,11-8, ,Shooting foul by C. Capela (drawn by A. Davis),
8:27.0, , ,11-9,+1,A. Davis makes free throw 1 of 1,
8:12.0,D. Murray makes 2-pt jump shot from 15 ft,+2,13-9, , ,
7:58.0, , ,13-9, ,R. Hachimura misses 3-pt jump shot from 24 ft,
7:55.0, , ,13-9, ,Offensive rebound by A. Reaves,
7:49.0, , ,13-11,+2,R. Hachimura makes 2-pt layup from 3 ft (assist by D. Russell),
7:42.0,B. Bogdanović misses 3-pt jump shot from 23 ft, ,13-11, , ,
7:37.0,Offensive rebound by J. Johnson, ,13-11, , ,
7:36.0,J. Johnson misses 2-pt layup from 2 ft, ,13-11, , ,
7:34.0, , ,13-11, ,Defensive rebound by A. Davis,
7:34.0, , ,13-13,+2,L. James makes 2-pt jump shot from 2 ft (assist by A. Davis),Tie
7:34.0, , ,13-13, ,Shooting foul by V. Krejci (drawn by L. James),
7:34.0, , ,13-14,+1,L. James makes free throw 1 of 1,Lead change
7:15.0,D. Murray misses 3-pt jump shot from 28 ft, ,13-14, , ,
7:12.0, , ,13-14, ,Defensive rebound by A. Davis,
7:05.0, , ,13-16,+2,A. Reaves makes 2-pt layup from 2 ft (assist by A. Davis),
7:05.0, , ,13-16, ,Shooting foul by V. Krejci (drawn by A. Reaves),
7:05.0,Atlanta full timeout, ,13-16, , ,
7:05.0,G. Mathews enters the game for B. Bogdanović, ,13-16, , ,
7:05.0, , ,13-17,+1,A. Reaves makes free throw 1 of 1,
6:53.0,Shooting foul by A. Davis (drawn by J. Johnson), ,13-17, , ,
6:53.0,J. Johnson makes free throw 1 of 2,+1,14-17, , ,
6:53.0,J. Johnson makes free throw 2 of 2,+1,15-17, , ,
6:35.0, , ,15-20,+3,L. James makes 3-pt jump shot from 26 ft,
6:22.0,D. Murray makes 2-pt layup from 2 ft,+2,17-20, , ,
6:10.0, , ,17-22,+2,L. James makes 2-pt layup from 4 ft (assist by D. Russell),
5:59.0,D. Murray makes 3-pt jump shot from 27 ft (assist by J. Johnson),+3,20-22, , ,
5:46.0, , ,20-22, ,Shooting foul by D. Murray (drawn by D. Russell),
5:46.0, , ,20-23,+1,D. Russell makes free throw 1 of 2,
5:46.0,D. Hunter enters the game for C. Capela, ,20-23, , ,
5:46.0,O. Okongwu enters the game for J. Johnson, ,20-23, , ,
5:46.0, , ,20-24,+1,D. Russell makes free throw 2 of 2,
5:36.0,D. Hunter makes 2-pt hook shot from 3 ft (assist by D. Murray),+2,22-24, , ,
5:20.0, , ,22-24, ,A. Davis misses 2-pt hook shot from 6 ft,
5:18.0,Defensive rebound by O. Okongwu, ,22-24, , ,
5:14.0,Personal foul by A. Reaves (drawn by D. Murray), ,22-24, , ,
5:14.0,T. Forrest enters the game for V. Krejci, ,22-24, , ,
5:14.0, , ,22-24, ,S. Dinwiddie enters the game for D. Russell,
4:59.0,D. Murray misses 3-pt jump shot from 29 ft, ,22-24, , ,
4:55.0, , ,22-24, ,Defensive rebound by L. James,
4:46.0, , ,22-26,+2,L. James makes 2-pt hook shot from 5 ft,
4:36.0,Personal foul by R. Hachimura (drawn by D. Hunter), ,22-26, , ,
4:36.0, , ,22-26, ,M. Christie enters the game for R. Hachimura,
4:36.0, , ,22-26, ,T. Prince enters the game for L. James,
4:36.0, , ,22-26, ,Violation by Team (delay of game),
4:25.0,G. Mathews misses 3-pt jump shot from 24 ft, ,22-26, , ,
