A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Houston,
12:00.0,Jump ball: C. Capela vs. A. Sengun (D. Brooks gains possession),
11:41.0, , ,0-0, ,D. Brooks misses 2-pt jump shot from 7 ft,
11:40.0,Defensive rebound by C. Capela, ,0-0, , ,
11:26.0,D. Hunter makes 3-pt jump shot from 24 ft (assist by D. Murray),+3,3-0, , ,
11:14.0, , ,3-0, ,J. Green misses 2-pt jump shot from 14 ft,
11:13.0, , ,3-0, ,Offensive rebound by A. Sengun,
11:13.0, , ,3-2,+2,A. Sengun makes 2-pt layup at rim,
10:58.0,T. Young misses 3-pt jump shot from 26 ft, ,3-2, , ,
10:58.0,Offensive rebound by S. Bey, ,3-2, , ,
10:52.0,D. Hunter misses 3-pt jump shot from 27 ft, ,3-2, , ,
10:51.0, , ,3-2, ,Defensive rebound by J. Smith,
10:43.0, , ,3-2, ,J. Green misses 2-pt jump shot from 17 ft,
10:42.0, , ,3-2, ,Offensive rebound by J. Smith,
10:41.0, , ,3-4,+2,J. Smith makes 2-pt jump shot from 12 ft,Lead change
10:22.0,Turnover by D. Murray (out of bounds lost ball), ,3-4, , ,
10:13.0, , ,3-4, ,F. VanVleet misses 3-pt jump shot from 26 ft,
10:12.0,Defensive rebound by C. Capela, ,3-4, , ,
10:04.0,D. Hunter makes 2-pt jump shot from 13 ft,+2,5-4, , ,Lead change
9:45.0, , ,5-6,+2,A. Sengun makes 2-pt layup from 5 ft (assist by F. VanVleet),Lead change
9:27.0,D. Murray makes 2-pt jump shot from 12 ft (assist by D. Hunter),+2,7-6, , ,Lead change
9:17.0, , ,7-6, ,Shooting foul by T. Young (drawn by F. VanVleet),
9:17.0, , ,7-7,+1,F. VanVleet makes free throw 1 of 2,Tie
9:17.0, , ,7-8,+1,F. VanVleet makes free throw 2 of 2,Lead change
9:07.0,T. Young makes 3-pt jump shot from 31 ft,+3,10-8, , ,Lead change
8:56.0, , ,10-10,+2,J. Green makes 2-pt layup from 2 ft,Tie
8:45.0,D. Murray makes 3-pt jump shot from 26 ft,+3,13-10, , ,
8:35.0, , ,13-10, ,Turnover by F. VanVleet (bad pass; steal by C. Capela),
8:27.0,D. Murray misses 3-pt jump shot from 25 ft, ,13-10, , ,
8:26.0, , ,13-10, ,Defensive rebound by J. Green,
8:17.0, , ,13-10, ,J. Green misses 2-pt layup from 3 ft (block by C. Capela),
8:16.0, , ,13-10, ,Offensive rebound by J. Green,
8:12.0, , ,13-10, ,J. Smith misses 3-pt jump shot from 25 ft,
8:09.0, , ,13-10, ,Offensive rebound by J. Smith,
8:00.0, , ,13-10, ,Shooting foul by D. Murray (drawn by J. Smith),
8:00.0, , ,13-11,+1,J. Smith makes free throw 1 of 2,
8:00.0, , ,13-12,+1,J. Smith makes free throw 2 of 2,
7:43.0,D. Hunter makes 2-pt jump shot from 7 ft (assist by T. Young),+2,15-12, , ,
