A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Portland,
12:00.0,Jump ball: C. Capela vs. D. Ayton (D. Banton gains possession),
11:40.0, , ,0-0, ,Turnover by A. Simons (bad pass; steal by C. Capela),
11:32.0,W. Matthews misses 2-pt jump shot from 14 ft (block by T. Camara), ,0-0, , ,
11:30.0,Offensive rebound by B. Bogdanović, ,0-0, , ,
11:19.0,W. Matthews misses 2-pt jump shot from 12 ft, ,0-0, , ,
11:17.0, , ,0-0, ,Defensive rebound by T. Camara,
10:56.0, , ,0-0, ,A. Simons misses 2-pt jump shot from 16 ft (block by D. Murray),
10:52.0,Defensive rebound by B. Bogdanović, ,0-0, , ,
10:50.0,B. Bogdanović misses 2-pt layup from 2 ft, ,0-0, , ,
10:47.0,Offensive rebound by C. Capela, ,0-0, , ,
10:47.0,C. Capela makes 2-pt layup at rim,+2,2-0, , ,
10:34.0, , ,2-2,+2,D. Banton makes 2-pt dunk from 3 ft,Tie
10:09.0,B. Bogdanović misses 2-pt jump shot from 16 ft, ,2-2, , ,
10:05.0, , ,2-2, ,Defensive rebound by T. Camara,
9:51.0, , ,2-2, ,A. Simons misses 3-pt jump shot from 26 ft,
9:47.0,Defensive rebound by C. Capela, ,2-2, , ,
9:32.0,C. Capela misses 2-pt hook shot from 10 ft, ,2-2, , ,
9:30.0, , ,2-2, ,Defensive rebound by D. Ayton,
9:15.0, , ,2-2, ,K. Murray misses 2-pt layup from 6 ft (block by W. Matthews),
9:15.0, , ,2-2, ,Offensive rebound by Team,
9:11.0, , ,2-2, ,D. Ayton misses 2-pt jump shot from 14 ft,
9:08.0, , ,2-2, ,Offensive rebound by T. Camara,
9:06.0, , ,2-4,+2,T. Camara makes 2-pt layup from 2 ft,Lead change
9:02.0,Personal foul by T. Camara (drawn by D. Murray), ,2-4, , ,
8:48.0,B. Bogdanović misses 2-pt jump shot from 16 ft (block by K. Murray), ,2-4, , ,
8:47.0,Offensive rebound by Team, ,2-4, , ,
8:42.0,D. Murray makes 3-pt jump shot from 26 ft,+3,5-4, , ,Lead change
8:33.0, , ,5-4, ,A. Simons misses 3-pt jump shot from 26 ft,
8:27.0, , ,5-4, ,Offensive rebound by K. Murray,
8:27.0, , ,5-4, ,K. Murray misses 2-pt layup at rim,
8:26.0,Defensive rebound by C. Capela, ,5-4, , ,
8:24.0,D. Murray makes 2-pt jump shot from 15 ft,+2,7-4, , ,
8:05.0, , ,7-4, ,A. Simons misses 3-pt jump shot from 25 ft,
8:02.0,Defensive rebound by C. Capela, ,7-4, , ,
7:55.0,C. Capela makes 2-pt hook shot from 10 ft (assist by B. Bogdanović),+2,9-4, , ,
7:41.0, , ,9-4, ,Turnover by K. Murray (bad pass; steal by C. Capela),
7:33.0,W. Matthews misses 3-pt jump shot from 25 ft, ,9-4, , ,
7:27.0,Offensive rebound by C. Capela, ,9-4, , ,
7:27.0,Turnover by C. Capela (bad pass; steal by K. Murray), ,9-4, , ,
7:24.0, , ,9-4, ,D. Banton misses 2-pt layup from 2 ft (block by V. Krejci),
7:24.0, , ,9-4, ,Offensive rebound by Team,
7:17.0, , ,9-4, ,T. Camara misses 2-pt hook shot from 10 ft,
7:15.0,Defensive rebound by C. Capela, ,9-4, , ,
7:05.0,D. Murray makes 2-pt jump shot from 12 ft,+2,11-4, , ,
7:05.0, , ,11-4, ,Portland full timeout,
7:05.0, , ,11-4, ,M. Thybulle enters the game for D. Banton,
6:57.0, , ,11-4, ,Personal foul by B. Bogdanović (drawn by K. Murray),
6:51.0, , ,11-6,+2,D. Ayton makes 2-pt dunk from 2 ft (assist by M. Thybulle),
6:31.0,B. Bogdanović misses 2-pt layup from 3 ft, ,11-6, , ,
6:28.0, , ,11-6, ,Defensive rebound by D. Ayton,
6:22.0, , ,11-6, ,K. Murray misses 3-pt jump shot from 26 ft,
6:18.0,Defensive rebound by C. Capela, ,11-6, , ,
6:13.0,V. Krejci makes 3-pt jump shot from 25 ft (assist by D. Murray),+3,14-6, , ,
5:52.0, , ,14-8,+2,D. Ayton makes 2-pt jump shot from 7 ft (assist by T. Camara),
5:34.0,C. Capela misses 2-pt hook shot from 7 ft (block by D. Ayton), ,14-8, , ,
5:32.0, , ,14-8, ,Defensive rebound by K. Murray,
5:20.0, , ,14-10,+2,D. Ayton makes 2-pt jump shot from 11 ft (assist by T. Camara),
4:59.0,V. Krejci misses 3-pt jump shot from 25 ft, ,14-10, , ,
4:56.0, , ,14-10, ,Defensive rebound by A. Simons,
4:50.0, , ,14-13,+3,A. Simons makes 3-pt jump shot from 26 ft,
4:37.0,W. Matthews misses 3-pt jump shot from 23 ft, ,14-13, , ,
4:35.0, , ,14-13, ,Defensive rebound by K. Murray,
4:21.0, , ,14-13, ,D. Ayton misses 2-pt jump shot from 13 ft,
4:19.0,Defensive rebound by B. Bogdanović, ,14-13, , ,
4:16.0,Shooting foul by A. Simons (drawn by C. Capela), ,14-13, , ,
4:16.0,C. Capela misses free throw 1 of 2, ,14-13, , ,
4:16.0,Offensive rebound by Team, ,14-13, , ,
4:16.0,T. Forrest enters the game for B. Bogdanović, ,14-13, , ,
4:16.0,D. Hunter enters the game for V. Krejci, ,14-13, , ,
4:16.0,G. Mathews enters the game for W. Matthews, ,14-13, , ,
4:16.0,C. Capela misses free throw 2 of 2, ,14-13, , ,
4:14.0, , ,14-13, ,Defensive rebound by D. Ayton,
4:05.0, , ,14-13, ,Offensive foul by D. Ayton (drawn by D. Hunter),
4:05.0, , ,14-13, ,Turnover by D. Ayton (offensive foul),
4:05.0,B. Fernando enters the game for C. Capela, ,14-13, , ,
4:05.0, , ,14-13, ,J. Minaya enters the game for K. Murray,
3:51.0,T. Forrest makes 2-pt jump shot from 9 ft,+2,16-13, , ,
3:40.0, , ,16-13, ,Offensive foul by J. Minaya (drawn by D. Murray),
3:40.0, , ,16-13, ,Turnover by J. Minaya (offensive foul),
3:25.0,D. Murray makes 2-pt jump shot from 11 ft,+2,18-13, , ,
3:13.0, , ,18-15,+2,D. Ayton makes 2-pt jump shot from 8 ft (assist by A. Simons),
3:00.0,Turnover by D. Murray (bad pass; steal by M. Thybulle), ,18-15, , ,
2:55.0, , ,18-15, ,Personal foul by D. Hunter (drawn by D. Ayton),
2:55.0,Atlanta full timeout, ,18-15, , ,
2:55.0, , ,18-15, ,D. Banton enters the game for D. Ayton,
2:55.0, , ,18-15, ,S. Henderson enters the game for T. Camara,
2:55.0, , ,18-15, ,D. Reath enters the game for A. Simons,
2:47.0, , ,18-17,+2,S. Henderson makes 2-pt jump shot from 13 ft (assist by D. Banton),
2:28.0,D. Murray misses 3-pt jump shot from 22 ft, ,18-17, , ,
2:24.0, , ,18-17, ,Defensive rebound by D. Banton,
2:08.0, , ,18-17, ,D. Reath misses 2-pt hook shot from 4 ft,
2:06.0,Defensive rebound by B. Fernando, ,18-17, , ,
1:52.0,B. Fernando makes 2-pt hook shot from 9 ft (assist by T. Forrest),+2,20-17, , ,
1:41.0, , ,20-17, ,S. Henderson misses 3-pt jump shot from 25 ft,
1:39.0,Defensive rebound by D. Murray, ,20-17, , ,
1:21.0,B. Fernando makes 2-pt dunk from 2 ft (assist by T. Forrest),+2,22-17, , ,
1:10.0, , ,22-17, ,Offensive foul by S. Henderson (drawn by G. Mathews),
1:10.0, , ,22-17, ,Turnover by S. Henderson (offensive foul),
1:10.0,B. Bogdanović enters the game for D. Murray, ,22-17, , ,
0:55.0,B. Bogdanović misses 3-pt jump shot from 24 ft, ,22-17, , ,
0:53.0, , ,22-17, ,Defensive rebound by D. Banton,
0:44.0, , ,22-17, ,Turnover by S. Henderson (lost ball; steal by B. Bogdanović),
0:41.0,Shooting foul by S. Henderson (drawn by T. Forrest), ,22-17, , ,
0:41.0,T. Forrest makes free throw 1 of 2,+1,23-17, , ,
0:41.0,T. Forrest makes free throw 2 of 2,+1,24-17, , ,
0:26.0, , ,24-17, ,M. Thybulle misses 3-pt jump shot from 26 ft,
0:20.0,Defensive rebound by B. Fernando, ,24-17, , ,
0:01.0,Turnover by T. Forrest (traveling), ,24-17, , ,
0:00.0, , ,24-17, ,S. Henderson misses 3-pt jump shot from 44 ft,
0:00.0, , ,24-17, ,Offensive rebound by Team,
0:00.0,End of 1st quarter,
2nd Q,
Time,Atlanta,,Score,,Portland,
12:00.0,Start of 2nd quarter,
11:41.0,G. Mathews misses 3-pt jump shot from 26 ft, ,24-17, , ,
11:36.0, , ,24-17, ,Defensive rebound by S. Henderson,
11:32.0, , ,24-17, ,S. Henderson misses 2-pt layup from 4 ft,
11:27.0, , ,24-17, ,Offensive rebound by M. Thybulle,
11:25.0, , ,24-17, ,D. Reath misses 3-pt jump shot from 28 ft,
11:22.0,Defensive rebound by B. Fernando, ,24-17, , ,
11:19.0,Offensive foul by B. Bogdanović (drawn by M. Thybulle), ,24-17, , ,
11:19.0,Turnover by B. Bogdanović (offensive foul), ,24-17, , ,
11:07.0, , ,24-17, ,J. Minaya misses 2-pt dunk from 3 ft (block by B. Fernando),
11:03.0,Defensive rebound by G. Mathews, ,24-17, , ,
10:48.0,B. Fernando makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),+2,26-17, , ,
10:24.0, , ,26-17, ,D. Reath misses 2-pt jump shot from 17 ft,
10:22.0,Defensive rebound by B. Bogdanović, ,26-17, , ,
10:17.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by T. Forrest),+3,29-17, , ,
10:15.0, , ,29-17, ,Portland full timeout,
10:15.0, , ,29-17, ,D. Ayton enters the game for J. Minaya,
10:15.0, , ,29-17, ,A. Simons enters the game for D. Reath,
9:56.0, , ,29-17, ,Turnover by M. Thybulle (bad pass; steal by B. Fernando),
9:44.0,T. Forrest misses 2-pt jump shot from 9 ft, ,29-17, , ,
9:41.0,Offensive rebound by B. Fernando, ,29-17, , ,
9:38.0,D. Hunter misses 3-pt jump shot from 26 ft, ,29-17, , ,
9:34.0,Offensive rebound by B. Bogdanović, ,29-17, , ,
9:32.0,T. Forrest makes 2-pt jump shot from 3 ft (assist by B. Bogdanović),+2,31-17, , ,
9:25.0, , ,31-17, ,S. Henderson misses 2-pt layup from 2 ft,
9:23.0,Defensive rebound by B. Fernando, ,31-17, , ,
9:04.0,D. Hunter makes 2-pt layup from 3 ft (assist by B. Bogdanović),+2,33-17, , ,
8:43.0, , ,33-19,+2,A. Simons makes 2-pt jump shot from 12 ft,
8:24.0,Personal foul by M. Thybulle (drawn by D. Hunter), ,33-19, , ,
8:24.0,D. Murray enters the game for B. Bogdanović, ,33-19, , ,
8:24.0, , ,33-19, ,T. Camara enters the game for D. Banton,
8:24.0, , ,33-19, ,K. Murray enters the game for S. Henderson,
8:14.0,Shooting foul by T. Camara (drawn by G. Mathews), ,33-19, , ,
8:14.0,G. Mathews makes free throw 1 of 2,+1,34-19, , ,
8:14.0,D. Windler enters the game for D. Hunter, ,34-19, , ,
8:14.0,G. Mathews makes free throw 2 of 2,+1,35-19, , ,
7:57.0, , ,35-21,+2,D. Ayton makes 2-pt jump shot from 12 ft (assist by A. Simons),
7:43.0,D. Murray misses 2-pt jump shot from 14 ft, ,35-21, , ,
7:39.0, , ,35-21, ,Defensive rebound by D. Ayton,
7:37.0, , ,35-23,+2,A. Simons makes 2-pt layup from 3 ft,
7:37.0, , ,35-23, ,Shooting foul by D. Windler (drawn by A. Simons),
7:37.0, , ,35-24,+1,A. Simons makes free throw 1 of 1,
7:25.0,D. Murray makes 3-pt jump shot from 25 ft (assist by T. Forrest),+3,38-24, , ,
7:06.0, , ,38-26,+2,K. Murray makes 2-pt jump shot from 6 ft,
6:54.0,B. Fernando misses 2-pt layup from 2 ft, ,38-26, , ,
6:52.0, , ,38-26, ,Defensive rebound by D. Ayton,
6:47.0, , ,38-26, ,T. Camara misses 3-pt jump shot from 25 ft,
6:44.0, , ,38-26, ,Offensive rebound by D. Ayton,
6:44.0, , ,38-28,+2,D. Ayton makes 2-pt dunk from 3 ft,
6:28.0,Offensive foul by B. Fernando (drawn by T. Camara), ,38-28, , ,
6:28.0,Turnover by B. Fernando (offensive foul), ,38-28, , ,
6:28.0,D. Hunter enters the game for G. Mathews, ,38-28, , ,
6:17.0, , ,38-28, ,A. Simons misses 3-pt jump shot from 26 ft,
6:16.0,Defensive rebound by Team, ,38-28, , ,
6:16.0, , ,38-28, ,Loose ball foul by T. Camara (drawn by D. Windler),
6:16.0,C. Capela enters the game for B. Fernando, ,38-28, , ,
6:16.0,V. Krejci enters the game for T. Forrest, ,38-28, , ,
