A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Indiana,
12:00.0,Jump ball: C. Capela vs. M. Turner (J. Johnson gains possession),
11:47.0,D. Murray makes 3-pt jump shot from 26 ft (assist by J. Johnson),+3,3-0, , ,
11:25.0, , ,3-0, ,B. Brown misses 2-pt jump shot from 4 ft,
11:22.0,Defensive rebound by T. Young, ,3-0, , ,
11:13.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Young),+3,6-0, , ,
11:05.0, , ,6-2,+2,A. Nesmith makes 2-pt layup from 3 ft (assist by T. Haliburton),
10:44.0,T. Young misses 3-pt jump shot from 30 ft, ,6-2, , ,
10:42.0, , ,6-2, ,Defensive rebound by T. Haliburton,
10:38.0, , ,6-4,+2,B. Brown makes 2-pt layup from 2 ft (assist by T. Haliburton),
10:23.0,C. Capela misses 2-pt layup from 3 ft (block by A. Nesmith), ,6-4, , ,
10:21.0, , ,6-4, ,Defensive rebound by J. Smith,
10:18.0, , ,6-6,+2,A. Nesmith makes 2-pt layup from 2 ft (assist by J. Smith),Tie
10:18.0,Violation by Team (def goaltending), ,6-6, , ,
10:08.0,D. Murray misses 2-pt jump shot from 17 ft (block by T. Haliburton), ,6-6, , ,
10:04.0, , ,6-6, ,Defensive rebound by M. Turner,
9:54.0, , ,6-6, ,T. Haliburton misses 3-pt jump shot from 30 ft,
9:51.0,Defensive rebound by J. Johnson, ,6-6, , ,
9:41.0,J. Johnson misses 2-pt jump shot from 16 ft, ,6-6, , ,
9:36.0,Offensive rebound by S. Bey, ,6-6, , ,
9:34.0,S. Bey makes 3-pt jump shot from 23 ft (assist by T. Young),+3,9-6, , ,
9:11.0, , ,9-6, ,M. Turner misses 2-pt jump shot from 14 ft,
9:10.0,Defensive rebound by T. Young, ,9-6, , ,
9:03.0,T. Young misses 3-pt jump shot from 28 ft, ,9-6, , ,
9:00.0, , ,9-6, ,Defensive rebound by T. Haliburton,
8:52.0, , ,9-6, ,Shooting foul by T. Young (drawn by M. Turner),
8:52.0, , ,9-7,+1,M. Turner makes free throw 1 of 2,
8:52.0, , ,9-8,+1,M. Turner makes free throw 2 of 2,
8:38.0,C. Capela makes 2-pt dunk from 5 ft (assist by T. Young),+2,11-8, , ,
8:28.0, , ,11-8, ,Turnover by B. Brown (out of bounds lost ball),
8:17.0,J. Johnson misses 2-pt dunk from 2 ft (block by M. Turner), ,11-8, , ,
8:17.0, , ,11-8, ,Defensive rebound by Team,
8:08.0, , ,11-8, ,Turnover by B. Brown (lost ball; steal by T. Young),
8:00.0,Personal foul by J. Smith (drawn by S. Bey), ,11-8, , ,
7:52.0,T. Young misses 3-pt jump shot from 31 ft, ,11-8, , ,
7:48.0, , ,11-8, ,Defensive rebound by Team,
7:39.0, , ,11-10,+2,M. Turner makes 2-pt layup from 5 ft (assist by T. Haliburton),
7:39.0, , ,11-10, ,Shooting foul by S. Bey (drawn by M. Turner),
7:39.0, , ,11-11,+1,M. Turner makes free throw 1 of 1,Tie
7:25.0,C. Capela misses 2-pt layup from 3 ft, ,11-11, , ,
7:24.0, , ,11-11, ,Defensive rebound by Team,
7:16.0, , ,11-11, ,Turnover by M. Turner (bad pass; steal by J. Johnson),
7:08.0,T. Young misses 2-pt jump shot from 13 ft, ,11-11, , ,
7:04.0, , ,11-11, ,Defensive rebound by T. Haliburton,
7:01.0, , ,11-13,+2,B. Brown makes 2-pt layup from 3 ft (assist by J. Smith),Lead change
6:39.0,J. Johnson makes 2-pt jump shot from 10 ft,+2,13-13, , ,Tie
6:22.0, , ,13-13, ,J. Smith misses 3-pt jump shot from 23 ft,
6:18.0, , ,13-13, ,Offensive rebound by M. Turner,
6:17.0, , ,13-16,+3,B. Brown makes 3-pt jump shot from 27 ft (assist by M. Turner),
6:14.0,Atlanta full timeout, ,13-16, , ,
