A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Detroit,
12:00.0,Jump ball: C. Capela vs. M. Bagley (B. Bogdanović gains possession),
11:37.0,Turnover by B. Bogdanović (bad pass; steal by A. Thompson), ,0-0, , ,
11:16.0, , ,0-0, ,C. Cunningham misses 2-pt jump shot from 8 ft,
11:13.0, , ,0-0, ,Offensive rebound by M. Bagley,
11:13.0, , ,0-2,+2,M. Bagley makes 2-pt layup from 2 ft,
10:56.0,D. Murray makes 2-pt jump shot from 7 ft,+2,2-2, , ,Tie
10:27.0, , ,2-2, ,K. Hayes misses 2-pt jump shot from 20 ft,
10:26.0,Defensive rebound by D. Hunter, ,2-2, , ,
10:18.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by D. Hunter),+3,5-2, , ,Lead change
10:00.0, , ,5-2, ,Turnover by K. Hayes (bad pass; steal by C. Capela),
9:56.0,Turnover by C. Capela (lost ball; steal by C. Cunningham), ,5-2, , ,
9:50.0, , ,5-2, ,I. Stewart misses 3-pt jump shot from 27 ft,
9:47.0, , ,5-2, ,Offensive rebound by M. Bagley,
9:47.0, , ,5-4,+2,M. Bagley makes 2-pt layup at rim,
9:34.0,B. Bogdanović makes 2-pt jump shot from 15 ft,+2,7-4, , ,
9:15.0, , ,7-4, ,K. Hayes misses 2-pt jump shot from 12 ft,
9:13.0,Defensive rebound by C. Capela, ,7-4, , ,
9:02.0,D. Hunter makes 2-pt layup from 3 ft (assist by D. Murray),+2,9-4, , ,
8:46.0, , ,9-4, ,I. Stewart misses 3-pt jump shot from 24 ft,
8:43.0,Defensive rebound by C. Capela, ,9-4, , ,
8:33.0,D. Murray makes 2-pt layup from 3 ft,+2,11-4, , ,
8:21.0, , ,11-6,+2,M. Bagley makes 2-pt layup from 3 ft (assist by C. Cunningham),
8:09.0,D. Hunter makes 2-pt layup from 2 ft (assist by D. Murray),+2,13-6, , ,
8:09.0,Shooting foul by C. Cunningham (drawn by D. Hunter), ,13-6, , ,
8:09.0,D. Hunter makes free throw 1 of 1,+1,14-6, , ,
7:55.0, , ,14-8,+2,K. Hayes makes 2-pt jump shot from 10 ft (assist by A. Thompson),
7:37.0,C. Capela makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),+2,16-8, , ,
7:15.0, , ,16-10,+2,I. Stewart makes 2-pt jump shot from 5 ft (assist by C. Cunningham),
7:15.0, , ,16-10, ,Shooting foul by C. Capela (drawn by I. Stewart),
7:15.0, , ,16-11,+1,I. Stewart makes free throw 1 of 1,
7:03.0,D. Hunter misses 2-pt jump shot from 7 ft, ,16-11, , ,
7:00.0, , ,16-11, ,Defensive rebound by A. Thompson,
6:48.0, , ,16-11, ,M. Bagley misses 2-pt hook shot from 4 ft,
6:46.0,Defensive rebound by B. Bogdanović, ,16-11, , ,
6:37.0,D. Murray misses 2-pt layup from 3 ft, ,16-11, , ,
6:36.0,Offensive rebound by C. Capela, ,16-11, , ,
6:36.0,C. Capela makes 2-pt layup from 2 ft,+2,18-11, , ,
6:36.0, , ,18-11, ,Detroit full timeout,
6:36.0, , ,18-11, ,A. Burks enters the game for K. Hayes,
6:18.0, , ,18-11, ,C. Cunningham misses 3-pt jump shot from 29 ft,
6:15.0,Defensive rebound by D. Murray, ,18-11, , ,
6:12.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Murray),+3,21-11, , ,
5:57.0, , ,21-14,+3,I. Stewart makes 3-pt jump shot from 28 ft (assist by A. Burks),
5:41.0,B. Bogdanović misses 3-pt jump shot from 26 ft, ,21-14, , ,
5:39.0, , ,21-14, ,Defensive rebound by M. Bagley,
5:26.0, , ,21-16,+2,A. Thompson makes 2-pt jump shot from 6 ft (assist by A. Burks),
5:06.0,D. Murray makes 2-pt jump shot from 19 ft,+2,23-16, , ,
4:55.0, , ,23-16, ,Personal foul by C. Capela (drawn by C. Cunningham),
4:55.0,S. Bey enters the game for B. Bogdanović, ,23-16, , ,
4:55.0,A. Griffin enters the game for C. Capela, ,23-16, , ,
4:55.0,O. Okongwu enters the game for J. Johnson, ,23-16, , ,
4:55.0, , ,23-16, ,K. Knox enters the game for M. Bagley,
4:55.0, , ,23-16, ,J. Wiseman enters the game for I. Stewart,
4:46.0, , ,23-16, ,A. Burks misses 3-pt jump shot from 26 ft,
4:44.0,Defensive rebound by O. Okongwu, ,23-16, , ,
4:36.0,A. Griffin makes 3-pt jump shot from 26 ft (assist by D. Murray),+3,26-16, , ,
4:24.0, , ,26-16, ,Shooting foul by D. Murray (drawn by J. Wiseman),
4:24.0, , ,26-16, ,J. Wiseman misses free throw 1 of 2,
4:24.0, , ,26-16, ,Offensive rebound by Team,
4:24.0, , ,26-16, ,J. Ivey enters the game for C. Cunningham,
4:24.0, , ,26-16, ,M. Sasser enters the game for A. Thompson,
4:24.0, , ,26-17,+1,J. Wiseman makes free throw 2 of 2,
4:02.0,D. Murray makes 3-pt jump shot from 27 ft,+3,29-17, , ,
3:45.0, , ,29-19,+2,J. Wiseman makes 2-pt layup from 2 ft (assist by J. Ivey),
3:36.0,Personal foul by A. Burks (drawn by D. Hunter), ,29-19, , ,
3:30.0,D. Murray misses 2-pt jump shot from 13 ft, ,29-19, , ,
3:27.0, , ,29-19, ,Defensive rebound by J. Ivey,
3:19.0, , ,29-19, ,M. Sasser misses 3-pt jump shot from 27 ft,
3:15.0,Defensive rebound by D. Murray, ,29-19, , ,
3:06.0,Shooting foul by J. Wiseman (drawn by D. Murray), ,29-19, , ,
3:06.0,D. Murray makes free throw 1 of 2,+1,30-19, , ,
3:06.0,D. Murray makes free throw 2 of 2,+1,31-19, , ,
2:50.0, , ,31-19, ,A. Burks misses 2-pt jump shot from 17 ft,
2:46.0,Defensive rebound by D. Murray, ,31-19, , ,
2:35.0,Turnover by S. Bey (bad pass; steal by A. Burks), ,31-19, , ,
2:32.0, , ,31-21,+2,J. Wiseman makes 2-pt dunk from 3 ft (assist by A. Burks),
2:32.0,Atlanta full timeout, ,31-21, , ,
2:32.0,B. Bogdanović enters the game for D. Hunter, ,31-21, , ,
2:32.0,T. Forrest enters the game for D. Murray, ,31-21, , ,
2:16.0,A. Griffin misses 3-pt jump shot from 28 ft, ,31-21, , ,
2:12.0, , ,31-21, ,Defensive rebound by A. Burks,
1:59.0, , ,31-24,+3,J. Ivey makes 3-pt jump shot from 24 ft (assist by A. Burks),
1:43.0,S. Bey misses 3-pt jump shot from 27 ft, ,31-24, , ,
1:40.0, , ,31-24, ,Defensive rebound by K. Knox,
1:37.0, , ,31-27,+3,A. Burks makes 3-pt jump shot from 27 ft,
1:37.0,Atlanta full timeout, ,31-27, , ,
1:37.0,G. Mathews enters the game for A. Griffin, ,31-27, , ,
1:23.0,B. Bogdanović misses 2-pt jump shot from 19 ft, ,31-27, , ,
1:21.0,Offensive rebound by O. Okongwu, ,31-27, , ,
1:17.0,S. Bey misses 3-pt jump shot from 23 ft, ,31-27, , ,
1:14.0, , ,31-27, ,Defensive rebound by M. Sasser,
1:02.0, , ,31-27, ,A. Burks misses 3-pt jump shot from 28 ft (block by B. Bogdanović),
0:59.0,Defensive rebound by G. Mathews, ,31-27, , ,
0:56.0,G. Mathews makes 3-pt jump shot from 27 ft (assist by S. Bey),+3,34-27, , ,
0:48.0, , ,34-27, ,Offensive foul by K. Knox (drawn by G. Mathews),
0:48.0, , ,34-27, ,Turnover by K. Knox (offensive foul),
0:33.0,B. Bogdanović makes 2-pt jump shot from 7 ft (assist by T. Forrest),+2,36-27, , ,
0:16.0, , ,36-29,+2,J. Ivey makes 2-pt layup from 2 ft (assist by A. Burks),
0:16.0, , ,36-29, ,Shooting foul by O. Okongwu (drawn by J. Ivey),
0:16.0, , ,36-29, ,J. Ivey misses free throw 1 of 1,
0:13.0,Defensive rebound by B. Bogdanović, ,36-29, , ,
0:02.0,O. Okongwu makes 2-pt dunk from 4 ft (assist by B. Bogdanović),+2,38-29, , ,
0:00.0,End of 1st quarter,
2nd Q,
Time,Atlanta,,Score,,Detroit,
12:00.0,Start of 2nd quarter,
11:39.0, , ,38-31,+2,K. Knox makes 2-pt dunk from 4 ft (assist by C. Cunningham),
11:19.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Forrest),+3,41-31, , ,
11:03.0, , ,41-31, ,K. Knox misses 3-pt jump shot from 25 ft,
11:02.0, , ,41-31, ,Offensive rebound by J. Ivey,
11:02.0, , ,41-31, ,Shooting foul by O. Okongwu (drawn by J. Ivey),
11:02.0, , ,41-32,+1,J. Ivey makes free throw 1 of 2,
11:02.0, , ,41-32, ,J. Ivey misses free throw 2 of 2,
11:01.0, , ,41-32, ,Offensive rebound by Team,
10:54.0, , ,41-32, ,A. Burks misses 3-pt jump shot from 24 ft,
10:53.0, , ,41-32, ,Offensive rebound by M. Bagley,
