A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Cleveland,
12:00.0,Jump ball: C. Capela vs. J. Allen (M. Strus gains possession),
11:44.0,C. Capela misses 2-pt layup from 1 ft, ,0-0, , ,
11:41.0, , ,0-0, ,Defensive rebound by J. Allen,
11:37.0, , ,0-0, ,D. Mitchell misses 2-pt jump shot from 12 ft,
11:34.0,Defensive rebound by D. Hunter, ,0-0, , ,
11:30.0,D. Murray makes 3-pt jump shot from 26 ft (assist by T. Young),+3,3-0, , ,
11:15.0, , ,3-0, ,Turnover by D. Mitchell (bad pass; steal by C. Capela),
11:11.0,C. Capela misses 2-pt layup from 2 ft, ,3-0, , ,
11:06.0, , ,3-0, ,Defensive rebound by D. Mitchell,
11:00.0, , ,3-2,+2,D. Garland makes 2-pt layup from 1 ft,
10:41.0,D. Hunter misses 3-pt jump shot from 26 ft, ,3-2, , ,
10:38.0, , ,3-2, ,Defensive rebound by D. Mitchell,
10:36.0, , ,3-2, ,Turnover by D. Mitchell (lost ball; steal by S. Bey),
10:32.0,D. Murray misses 3-pt jump shot from 25 ft, ,3-2, , ,
10:28.0, , ,3-2, ,Defensive rebound by D. Garland,
10:25.0, , ,3-4,+2,J. Allen makes 2-pt dunk from 1 ft (assist by D. Garland),Lead change
10:07.0,D. Hunter makes 2-pt jump shot from 10 ft,+2,5-4, , ,Lead change
9:55.0, , ,5-4, ,D. Mitchell misses 3-pt jump shot from 28 ft,
9:52.0,Defensive rebound by D. Murray, ,5-4, , ,
9:40.0,T. Young misses 2-pt jump shot from 19 ft, ,5-4, , ,
9:38.0,Offensive rebound by C. Capela, ,5-4, , ,
9:37.0,Shooting foul by J. Allen (drawn by C. Capela), ,5-4, , ,
9:37.0,C. Capela makes free throw 1 of 2,+1,6-4, , ,
9:37.0,C. Capela makes free throw 2 of 2,+1,7-4, , ,
9:23.0, , ,7-6,+2,J. Allen makes 2-pt dunk from 1 ft (assist by D. Garland),
9:17.0,Shooting foul by E. Mobley (drawn by D. Hunter), ,7-6, , ,
9:17.0,D. Hunter makes free throw 1 of 2,+1,8-6, , ,
9:17.0,D. Hunter makes free throw 2 of 2,+1,9-6, , ,
9:04.0, , ,9-8,+2,E. Mobley makes 2-pt dunk from 1 ft (assist by D. Garland),
8:45.0,C. Capela makes 2-pt hook shot from 5 ft,+2,11-8, , ,
8:35.0, , ,11-10,+2,D. Mitchell makes 2-pt layup from 1 ft,
8:23.0,Turnover by T. Young (bad pass), ,11-10, , ,
8:15.0, , ,11-10, ,Turnover by E. Mobley (traveling),
7:59.0,D. Hunter misses 3-pt jump shot from 25 ft, ,11-10, , ,
7:57.0,Offensive rebound by C. Capela, ,11-10, , ,
7:55.0,C. Capela makes 2-pt hook shot from 4 ft,+2,13-10, , ,
