A,B,C,D,E,F,Event
1st Q
Time,Charlotte,,Score,,Atlanta,
12:00.0,Jump ball: N. Richards vs. C. Capela (D. Murray gains possession),
11:39.0, , ,0-3,+3,D. Murray makes 3-pt jump shot from 26 ft (assist by D. Hunter),
11:11.0,N. Richards makes 2-pt jump shot from 13 ft (assist by T. Mann),+2,2-3, , ,
10:43.0, , ,2-5,+2,B. Bogdanović makes 2-pt jump shot from 10 ft,
10:30.0,Turnover by B. Miller (step out of bounds), ,2-5, , ,
10:11.0, , ,2-7,+2,C. Capela makes 2-pt dunk from 1 ft (assist by V. Krejci),
9:55.0,T. Mann makes 2-pt layup from 10 ft,+2,4-7, , ,
9:41.0, , ,4-7, ,D. Hunter misses 3-pt jump shot from 25 ft,
9:38.0,Defensive rebound by T. Mann, ,4-7, , ,
9:21.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by V. Micić),+3,7-7, , ,Tie
9:05.0, , ,7-10,+3,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Murray),
8:47.0,M. Bridges makes 2-pt jump shot from 18 ft (assist by T. Mann),+2,9-10, , ,
8:32.0, , ,9-10, ,C. Capela misses 2-pt layup from 1 ft,
8:30.0,Defensive rebound by V. Micić, ,9-10, , ,
8:21.0,M. Bridges misses 2-pt jump shot from 12 ft, ,9-10, , ,
8:18.0, , ,9-10, ,Defensive rebound by B. Bogdanović,
8:13.0, , ,9-10, ,D. Hunter misses 3-pt jump shot from 23 ft,
8:09.0,Defensive rebound by B. Miller, ,9-10, , ,
7:57.0,M. Bridges misses 2-pt layup from 2 ft, ,9-10, , ,
7:56.0, , ,9-10, ,Defensive rebound by Team,
7:37.0, , ,9-10, ,Turnover by D. Murray (bad pass; steal by T. Mann),
7:30.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by T. Mann),+3,12-10, , ,Lead change
7:11.0, , ,12-12,+2,D. Hunter makes 2-pt jump shot from 20 ft,Tie
6:55.0,B. Miller makes 2-pt layup from 1 ft (assist by T. Mann),+2,14-12, , ,
6:54.0, , ,14-12, ,Atlanta full timeout,
6:54.0, , ,14-12, ,G. Mathews enters the game for B. Bogdanović,
6:38.0, , ,14-12, ,D. Hunter misses 2-pt jump shot from 13 ft,
6:35.0,Defensive rebound by N. Richards, ,14-12, , ,
6:26.0,T. Mann makes 2-pt layup from 2 ft,+2,16-12, , ,
6:10.0, , ,16-15,+3,G. Mathews makes 3-pt jump shot from 26 ft (assist by D. Murray),
6:10.0,A. Pokusevski enters the game for T. Mann, ,16-15, , ,
6:10.0, , ,16-15, ,B. Fernando enters the game for C. Capela,
5:49.0,A. Pokusevski misses 3-pt jump shot from 23 ft, ,16-15, , ,
5:46.0, , ,16-15, ,Defensive rebound by D. Murray,
5:41.0, , ,16-15, ,D. Hunter misses 2-pt jump shot from 7 ft,
5:36.0, , ,16-15, ,Offensive rebound by B. Fernando,
5:28.0,Violation by Team (kicked ball), ,16-15, , ,
5:16.0, , ,16-15, ,G. Mathews misses 3-pt jump shot from 26 ft,
5:12.0,Defensive rebound by N. Richards, ,16-15, , ,
5:06.0,Shooting foul by V. Krejci (drawn by A. Pokusevski), ,16-15, , ,
5:06.0,A. Pokusevski makes free throw 1 of 2,+1,17-15, , ,
5:06.0,G. Williams enters the game for N. Richards, ,17-15, , ,
5:06.0,A. Pokusevski makes free throw 2 of 2,+1,18-15, , ,
4:51.0, , ,18-17,+2,B. Fernando makes 2-pt layup from 1 ft (assist by D. Murray),
4:31.0,A. Pokusevski misses 3-pt jump shot from 23 ft, ,18-17, , ,
4:30.0,Offensive rebound by M. Bridges, ,18-17, , ,
4:29.0,M. Bridges makes 2-pt dunk at rim,+2,20-17, , ,
4:17.0, , ,20-19,+2,D. Murray makes 2-pt jump shot from 16 ft,
3:53.0,G. Williams misses 3-pt jump shot from 26 ft, ,20-19, , ,
3:50.0,Offensive rebound by A. Pokusevski, ,20-19, , ,
3:49.0,Shooting foul by B. Fernando (drawn by A. Pokusevski), ,20-19, , ,
3:49.0,A. Pokusevski makes free throw 1 of 2,+1,21-19, , ,
3:49.0,A. Pokusevski makes free throw 2 of 2,+1,22-19, , ,
3:40.0, , ,22-19, ,Turnover by D. Murray (bad pass; steal by A. Pokusevski),
3:32.0,M. Bridges misses 2-pt layup from 1 ft, ,22-19, , ,
3:30.0, , ,22-19, ,Defensive rebound by V. Krejci,
3:18.0, , ,22-19, ,Shooting foul by A. Pokusevski (drawn by G. Mathews),
3:18.0,Charlotte full timeout, ,22-19, , ,
3:18.0,Instant Replay (Challenge: Ruling Stands), ,22-19, , ,
3:18.0, , ,22-19, ,B. Bogdanović enters the game for D. Hunter,
3:18.0, , ,22-19, ,T. Forrest enters the game for V. Krejci,
3:18.0, , ,22-19, ,D. Windler enters the game for D. Murray,
3:18.0, , ,22-20,+1,G. Mathews makes free throw 1 of 3,
3:18.0, , ,22-21,+1,G. Mathews makes free throw 2 of 3,
3:18.0, , ,22-22,+1,G. Mathews makes free throw 3 of 3,Tie
2:57.0,M. Bridges makes 2-pt jump shot from 19 ft,+2,24-22, , ,
2:40.0, , ,24-22, ,Personal foul by G. Williams (drawn by B. Fernando),
2:40.0,D. Bertāns enters the game for V. Micić, ,24-22, , ,
2:40.0,T. Mann enters the game for B. Miller, ,24-22, , ,
2:35.0, , ,24-22, ,T. Forrest misses 2-pt jump shot from 11 ft,
2:32.0,Defensive rebound by G. Williams, ,24-22, , ,
2:15.0,M. Bridges misses 2-pt jump shot from 13 ft, ,24-22, , ,
2:11.0, , ,24-22, ,Defensive rebound by D. Windler,
1:54.0, , ,24-22, ,B. Bogdanović misses 3-pt jump shot from 25 ft,
1:51.0,Defensive rebound by G. Williams, ,24-22, , ,
1:37.0,A. Pokusevski makes 2-pt layup from 1 ft (assist by T. Mann),+2,26-22, , ,
1:22.0, , ,26-24,+2,B. Fernando makes 2-pt layup from 7 ft (assist by G. Mathews),
1:04.0,Turnover by D. Bertāns (out of bounds lost ball), ,26-24, , ,
0:52.0, , ,26-26,+2,B. Fernando makes 2-pt layup from 3 ft (assist by B. Bogdanović),Tie
0:38.0,Turnover by M. Bridges (lost ball; steal by T. Forrest), ,26-26, , ,
0:36.0, , ,26-28,+2,T. Forrest makes 2-pt layup from 1 ft,Lead change
0:19.0,G. Williams makes 2-pt layup from 1 ft (assist by A. Pokusevski),+2,28-28, , ,Tie
0:01.0, , ,28-30,+2,B. Bogdanović makes 2-pt jump shot from 12 ft (assist by T. Forrest),
0:00.0,End of 1st quarter,
2nd Q,
Time,Charlotte,,Score,,Atlanta,
12:00.0,Start of 2nd quarter,
11:45.0,G. Williams makes 3-pt jump shot from 26 ft (assist by T. Mann),+3,31-30, , ,Lead change
11:24.0, , ,31-33,+3,D. Windler makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),Lead change
11:05.0,G. Williams misses 2-pt jump shot from 10 ft (block by W. Matthews), ,31-33, , ,
11:04.0, , ,31-33, ,Defensive rebound by D. Windler,
10:57.0, , ,31-33, ,W. Matthews misses 3-pt jump shot from 25 ft,
10:57.0,Defensive rebound by N. Richards, ,31-33, , ,
10:40.0,B. Miller misses 2-pt jump shot from 18 ft, ,31-33, , ,
10:37.0, , ,31-33, ,Defensive rebound by W. Matthews,
10:28.0, , ,31-35,+2,B. Fernando makes 2-pt layup from 1 ft (assist by T. Forrest),
10:16.0,Personal foul by B. Fernando (drawn by T. Mann), ,31-35, , ,
10:03.0,G. Williams misses 3-pt jump shot from 35 ft, ,31-35, , ,
10:02.0,Offensive rebound by Team, ,31-35, , ,
10:02.0,Turnover by Team (shot clock), ,31-35, , ,
9:44.0, , ,31-35, ,B. Bogdanović misses 2-pt jump shot from 16 ft,
9:41.0,Defensive rebound by N. Richards, ,31-35, , ,
9:34.0,B. Miller makes 2-pt jump shot from 20 ft,+2,33-35, , ,
9:21.0, , ,33-37,+2,B. Fernando makes 2-pt layup from 1 ft (assist by T. Forrest),
9:21.0, , ,33-37, ,Shooting foul by N. Richards (drawn by B. Fernando),
9:21.0, , ,33-37, ,G. Mathews enters the game for B. Bogdanović,
9:21.0, , ,33-37, ,D. Murray enters the game for T. Forrest,
9:21.0, , ,33-38,+1,B. Fernando makes free throw 1 of 1,
9:05.0,T. Mann makes 2-pt layup from 2 ft (assist by G. Williams),+2,35-38, , ,
8:50.0, , ,35-38, ,Turnover by D. Murray (back court),
8:42.0,D. Bertāns misses 3-pt jump shot from 23 ft, ,35-38, , ,
8:39.0,Offensive rebound by N. Richards, ,35-38, , ,
8:39.0,N. Richards misses 2-pt layup from 1 ft (block by B. Fernando), ,35-38, , ,
8:35.0, , ,35-38, ,Defensive rebound by G. Mathews,
8:30.0, , ,35-38, ,D. Windler misses 3-pt jump shot from 26 ft,
8:30.0,Defensive rebound by T. Mann, ,35-38, , ,
8:19.0,N. Richards makes 2-pt dunk from 1 ft (assist by G. Williams),+2,37-38, , ,
8:18.0,Technical foul by N. Richards, ,37-38, , ,
8:18.0, , ,37-39,+1,D. Murray makes technical free throw,
8:18.0,M. Bridges enters the game for G. Williams, ,37-39, , ,
8:07.0, , ,37-39, ,D. Windler misses 3-pt jump shot from 25 ft,
8:03.0, , ,37-39, ,Offensive rebound by B. Fernando,
8:00.0, , ,37-39, ,G. Mathews misses 3-pt jump shot from 24 ft,
7:58.0,Defensive rebound by D. Bertāns, ,37-39, , ,
7:51.0,N. Richards makes 2-pt layup from 1 ft (assist by T. Mann),+2,39-39, , ,Tie
7:50.0,Violation by Team (delay of game), ,39-39, , ,
7:34.0, , ,39-39, ,W. Matthews misses 2-pt jump shot from 4 ft,
7:30.0, , ,39-39, ,Offensive rebound by B. Fernando,
7:29.0, , ,39-42,+3,D. Murray makes 3-pt jump shot from 25 ft (assist by B. Fernando),
7:16.0,B. Miller misses 3-pt jump shot from 26 ft, ,39-42, , ,
7:13.0, , ,39-42, ,Defensive rebound by D. Murray,
7:06.0, , ,39-42, ,D. Murray misses 3-pt jump shot from 25 ft,
