A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Orlando,
12:00.0,Jump ball: C. Capela vs. G. Bitadze (T. Young gains possession),
11:46.0,T. Young misses 2-pt jump shot from 12 ft, ,0-0, , ,
11:42.0, , ,0-0, ,Defensive rebound by F. Wagner,
11:39.0, , ,0-0, ,Turnover by F. Wagner (bad pass; steal by T. Young),
11:32.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by T. Young),+3,3-0, , ,
11:13.0, , ,3-2,+2,G. Bitadze makes 2-pt dunk at rim (assist by F. Wagner),
10:48.0,D. Murray makes 3-pt jump shot from 25 ft (assist by C. Capela),+3,6-2, , ,
10:38.0, , ,6-2, ,Personal foul by J. Johnson (drawn by P. Banchero),
10:26.0, , ,6-5,+3,P. Banchero makes 3-pt jump shot from 26 ft,
10:06.0,D. Murray makes 3-pt jump shot from 26 ft (assist by T. Young),+3,9-5, , ,
9:53.0, , ,9-5, ,M. Fultz misses 2-pt layup from 7 ft,
9:50.0,Defensive rebound by J. Johnson, ,9-5, , ,
9:44.0,D. Murray misses 3-pt jump shot from 27 ft, ,9-5, , ,
9:41.0, , ,9-5, ,Defensive rebound by G. Bitadze,
9:27.0, , ,9-5, ,F. Wagner misses 2-pt jump shot from 12 ft,
9:23.0,Defensive rebound by C. Capela, ,9-5, , ,
9:21.0,J. Johnson makes 2-pt dunk at rim (assist by T. Young),+2,11-5, , ,
9:07.0, , ,11-5, ,Turnover by P. Banchero (bad pass; steal by D. Hunter),
9:03.0,D. Hunter makes 2-pt layup from 2 ft,+2,13-5, , ,
9:03.0,Shooting foul by F. Wagner (drawn by D. Hunter), ,13-5, , ,
9:03.0,D. Hunter misses free throw 1 of 1, ,13-5, , ,
9:00.0, , ,13-5, ,Defensive rebound by P. Banchero,
8:52.0, , ,13-5, ,Turnover by P. Banchero (bad pass; steal by D. Murray),
8:47.0,J. Johnson misses 3-pt jump shot from 25 ft, ,13-5, , ,
8:43.0, , ,13-5, ,Defensive rebound by J. Suggs,
8:31.0, , ,13-5, ,M. Fultz misses 2-pt jump shot from 15 ft,
8:28.0,Defensive rebound by J. Johnson, ,13-5, , ,
8:25.0,Turnover by J. Johnson (bad pass; steal by J. Suggs), ,13-5, , ,
8:19.0, , ,13-7,+2,P. Banchero makes 2-pt dunk from 1 ft,
8:07.0,Flagrant foul type 1 by P. Banchero (drawn by J. Johnson), ,13-7, , ,
8:07.0,Instant Replay (Request: Ruling Stands), ,13-7, , ,
8:07.0,J. Johnson makes flagrant free throw 1 of 2,+1,14-7, , ,
8:07.0,J. Johnson makes flagrant free throw 2 of 2,+1,15-7, , ,
7:58.0,T. Young makes 3-pt jump shot from 25 ft,+3,18-7, , ,
7:44.0, , ,18-7, ,F. Wagner misses 2-pt layup from 3 ft (block by D. Hunter),
7:40.0,Defensive rebound by J. Johnson, ,18-7, , ,
7:35.0,Turnover by J. Johnson (bad pass; steal by J. Suggs), ,18-7, , ,
7:28.0, , ,18-7, ,Shooting foul by J. Johnson (drawn by G. Bitadze),
7:28.0, , ,18-8,+1,G. Bitadze makes free throw 1 of 2,
7:28.0, , ,18-9,+1,G. Bitadze makes free throw 2 of 2,
7:22.0,Turnover by T. Young (bad pass; steal by J. Suggs), ,18-9, , ,
7:19.0, , ,18-9, ,Offensive foul by G. Bitadze (drawn by J. Johnson),
7:19.0, , ,18-9, ,Turnover by G. Bitadze (offensive foul),
7:06.0,D. Hunter misses 3-pt jump shot from 27 ft, ,18-9, , ,
7:02.0, , ,18-9, ,Defensive rebound by J. Suggs,
7:01.0, , ,18-9, ,Turnover by J. Suggs (bad pass),
7:01.0, , ,18-9, ,J. Ingles enters the game for F. Wagner,
6:48.0,Turnover by D. Murray (bad pass; steal by J. Ingles), ,18-9, , ,
6:39.0, , ,18-11,+2,G. Bitadze makes 2-pt layup from 2 ft (assist by J. Ingles),
6:21.0,D. Hunter misses 3-pt jump shot from 25 ft, ,18-11, , ,
6:18.0, , ,18-11, ,Defensive rebound by G. Bitadze,
6:14.0, , ,18-13,+2,M. Fultz makes 2-pt layup from 2 ft,
6:14.0,Atlanta full timeout, ,18-13, , ,
6:14.0,S. Bey enters the game for J. Johnson, ,18-13, , ,
6:14.0,B. Bogdanović enters the game for T. Young, ,18-13, , ,
6:02.0,Turnover by B. Bogdanović (bad pass), ,18-13, , ,
5:52.0, , ,18-13, ,J. Suggs misses 2-pt jump shot from 8 ft,
5:47.0, , ,18-13, ,Offensive rebound by G. Bitadze,
5:47.0, , ,18-15,+2,G. Bitadze makes 2-pt layup at rim,
5:41.0,Turnover by D. Hunter (bad pass; steal by J. Ingles), ,18-15, , ,
5:37.0, , ,18-17,+2,P. Banchero makes 2-pt layup from 2 ft,
5:23.0,Shooting foul by J. Suggs (drawn by D. Hunter), ,18-17, , ,
5:23.0,D. Hunter makes free throw 1 of 2,+1,19-17, , ,
5:23.0,O. Okongwu enters the game for C. Capela, ,19-17, , ,
5:23.0,D. Hunter makes free throw 2 of 2,+1,20-17, , ,
5:02.0, , ,20-20,+3,J. Suggs makes 3-pt jump shot from 25 ft (assist by P. Banchero),Tie
4:48.0,O. Okongwu makes 2-pt layup from 3 ft (assist by D. Murray),+2,22-20, , ,
4:33.0, , ,22-20, ,Shooting foul by D. Hunter (drawn by G. Bitadze),
4:33.0, , ,22-20, ,G. Bitadze misses free throw 1 of 2,
4:33.0, , ,22-20, ,Offensive rebound by Team,
4:33.0,A. Griffin enters the game for D. Hunter, ,22-20, , ,
4:33.0, , ,22-20, ,G. Bitadze misses free throw 2 of 2,
4:30.0,Defensive rebound by S. Bey, ,22-20, , ,
4:19.0,A. Griffin makes 2-pt dunk at rim (assist by O. Okongwu),+2,24-20, , ,
4:03.0, , ,24-20, ,Shooting foul by D. Murray (drawn by J. Suggs),
4:03.0, , ,24-20, ,J. Suggs misses free throw 1 of 2,
4:03.0, , ,24-20, ,Offensive rebound by Team,
4:03.0, , ,24-20, ,C. Anthony enters the game for M. Fultz,
4:03.0, , ,24-21,+1,J. Suggs makes free throw 2 of 2,
3:42.0,Turnover by A. Griffin (traveling), ,24-21, , ,
3:24.0, , ,24-21, ,J. Ingles misses 2-pt layup from 8 ft (block by O. Okongwu),
3:21.0, , ,24-21, ,Offensive rebound by J. Ingles,
3:21.0, , ,24-21, ,J. Ingles misses 2-pt layup from 4 ft (block by O. Okongwu),
3:21.0, , ,24-21, ,Offensive rebound by J. Ingles,
3:16.0, , ,24-21, ,J. Ingles misses 2-pt layup from 3 ft,
3:16.0,Defensive rebound by B. Bogdanović, ,24-21, , ,
3:05.0,Turnover by A. Griffin (lost ball; steal by J. Suggs), ,24-21, , ,
3:03.0, , ,24-21, ,Personal foul by A. Griffin (drawn by J. Suggs),
3:03.0,C. Capela enters the game for D. Murray, ,24-21, , ,
3:03.0,T. Young enters the game for O. Okongwu, ,24-21, , ,
3:03.0, , ,24-22,+1,J. Suggs makes free throw 1 of 2,
3:03.0, , ,24-23,+1,J. Suggs makes free throw 2 of 2,
2:48.0,T. Young misses 3-pt jump shot from 25 ft, ,24-23, , ,
2:46.0, , ,24-23, ,Defensive rebound by C. Anthony,
2:43.0, , ,24-26,+3,J. Ingles makes 3-pt jump shot from 26 ft (assist by C. Anthony),Lead change
2:19.0,T. Young makes 2-pt jump shot from 5 ft,+2,26-26, , ,Tie
2:04.0, , ,26-26, ,Def 3 sec tech foul by Team,
2:04.0, , ,26-26, ,Orlando full timeout,
2:04.0, , ,26-26, ,A. Black enters the game for G. Bitadze,
2:04.0, , ,26-26, ,M. Wagner enters the game for J. Suggs,
2:04.0, , ,26-27,+1,P. Banchero makes technical free throw,
2:04.0, , ,26-27, ,J. Isaac enters the game for P. Banchero,
1:52.0, , ,26-27, ,J. Ingles misses 3-pt jump shot from 26 ft,
1:50.0, , ,26-27, ,Offensive rebound by C. Anthony,
1:45.0, , ,26-27, ,Turnover by A. Black (bad pass; steal by B. Bogdanović),
1:38.0,Shooting foul by A. Black (drawn by T. Young), ,26-27, , ,
1:38.0,T. Young makes free throw 1 of 2,+1,27-27, , ,Tie
1:38.0,T. Young makes free throw 2 of 2,+1,28-27, , ,Lead change
1:31.0, , ,28-27, ,Personal foul by C. Capela (drawn by C. Anthony),
1:31.0, , ,28-28,+1,C. Anthony makes free throw 1 of 2,Tie
1:31.0, , ,28-28, ,F. Wagner enters the game for J. Ingles,
1:31.0, , ,28-28, ,C. Anthony misses free throw 2 of 2,
1:28.0, , ,28-28, ,Offensive rebound by F. Wagner,
1:26.0, , ,28-28, ,Turnover by F. Wagner (bad pass; steal by T. Young),
1:23.0,T. Young makes 2-pt layup from 2 ft,+2,30-28, , ,
1:23.0, , ,30-28, ,Violation by Team (def goaltending),
1:13.0, , ,30-28, ,J. Isaac misses 3-pt jump shot from 26 ft,
1:11.0,Defensive rebound by Team, ,30-28, , ,
1:11.0, , ,30-28, ,Loose ball foul by M. Wagner (drawn by C. Capela),
1:11.0,C. Capela misses free throw 1 of 2, ,30-28, , ,
1:11.0,Offensive rebound by Team, ,30-28, , ,
1:11.0,C. Capela makes free throw 2 of 2,+1,31-28, , ,
