A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Indiana,
12:00.0,Jump ball: B. Fernando vs. M. Turner (D. Hunter gains possession),
11:38.0,B. Fernando misses 2-pt layup from 3 ft (block by M. Turner), ,0-0, , ,
11:35.0, , ,0-0, ,Defensive rebound by M. Turner,
11:28.0, , ,0-0, ,T. Haliburton misses 3-pt jump shot from 24 ft,
11:25.0,Defensive rebound by T. Young, ,0-0, , ,
11:18.0,Personal foul by A. Nesmith (drawn by D. Hunter), ,0-0, , ,
11:13.0,D. Hunter misses 2-pt jump shot from 11 ft, ,0-0, , ,
11:10.0, , ,0-0, ,Defensive rebound by M. Turner,
11:02.0, , ,0-2,+2,M. Turner makes 2-pt layup from 4 ft (assist by T. Haliburton),
11:02.0, , ,0-2, ,Shooting foul by B. Fernando (drawn by M. Turner),
11:02.0, , ,0-3,+1,M. Turner makes free throw 1 of 1,
10:50.0,B. Fernando misses 2-pt layup from 6 ft (block by M. Turner), ,0-3, , ,
10:47.0, , ,0-3, ,Defensive rebound by A. Nesmith,
10:44.0, , ,0-5,+2,P. Siakam makes 2-pt layup from 2 ft (assist by T. Haliburton),
10:25.0,D. Hunter misses 3-pt jump shot from 24 ft, ,0-5, , ,
10:22.0, , ,0-5, ,Defensive rebound by T. Haliburton,
10:12.0, , ,0-8,+3,M. Turner makes 3-pt jump shot from 28 ft (assist by T. Haliburton),
10:09.0,Atlanta full timeout, ,0-8, , ,
10:09.0,Violation by Team (delay of game), ,0-8, , ,
9:57.0,D. Murray misses 3-pt jump shot from 26 ft, ,0-8, , ,
9:53.0, , ,0-8, ,Defensive rebound by M. Turner,
9:48.0, , ,0-8, ,Turnover by T. Haliburton (bad pass; steal by D. Murray),
9:45.0,D. Murray makes 2-pt layup from 3 ft,+2,2-8, , ,
9:34.0, , ,2-11,+3,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Haliburton),
9:17.0,B. Bogdanović misses 3-pt jump shot from 24 ft, ,2-11, , ,
9:15.0, , ,2-11, ,Defensive rebound by P. Siakam,
9:06.0, , ,2-13,+2,P. Siakam makes 2-pt jump shot from 10 ft,
8:49.0,B. Fernando makes 2-pt jump shot from 9 ft (assist by D. Murray),+2,4-13, , ,
8:37.0, , ,4-15,+2,M. Turner makes 2-pt jump shot from 16 ft (assist by T. Haliburton),
8:22.0,Offensive foul by B. Fernando (drawn by A. Nesmith), ,4-15, , ,
8:22.0,Turnover by B. Fernando (offensive foul), ,4-15, , ,
8:13.0, , ,4-15, ,M. Turner misses 2-pt layup from 4 ft,
8:08.0, , ,4-15, ,Offensive rebound by P. Siakam,
8:08.0, , ,4-17,+2,P. Siakam makes 2-pt dunk at rim,
7:57.0,Shooting foul by M. Turner (drawn by B. Fernando), ,4-17, , ,
7:57.0,B. Fernando makes free throw 1 of 2,+1,5-17, , ,
7:57.0,B. Fernando makes free throw 2 of 2,+1,6-17, , ,
7:50.0, , ,6-19,+2,P. Siakam makes 2-pt layup from 3 ft (assist by A. Nembhard),
7:40.0,Turnover by T. Young (lost ball; steal by A. Nesmith), ,6-19, , ,
7:23.0, , ,6-21,+2,T. Haliburton makes 2-pt layup from 3 ft,
7:15.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),+3,9-21, , ,
7:09.0, , ,9-21, ,Offensive foul by A. Nembhard (drawn by D. Hunter),
7:09.0, , ,9-21, ,Turnover by A. Nembhard (offensive foul),
7:09.0,M. Gueye enters the game for B. Fernando, ,9-21, , ,
7:09.0, , ,9-21, ,B. Sheppard enters the game for A. Nesmith,
7:01.0,Shooting foul by M. Turner (drawn by M. Gueye), ,9-21, , ,
7:01.0,M. Gueye makes free throw 1 of 2,+1,10-21, , ,
7:01.0, , ,10-21, ,J. Smith enters the game for M. Turner,
7:01.0,M. Gueye makes free throw 2 of 2,+1,11-21, , ,
