A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Golden State,
12:00.0,Jump ball: C. Capela vs. K. Looney (D. Šarić gains possession),
11:44.0, , ,0-0, ,S. Curry misses 3-pt jump shot from 29 ft,
11:40.0, , ,0-0, ,Offensive rebound by K. Looney,
11:39.0, , ,0-3,+3,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Looney),
11:15.0,D. Murray makes 3-pt jump shot from 26 ft (assist by J. Johnson),+3,3-3, , ,Tie
11:05.0, , ,3-3, ,A. Wiggins misses 2-pt jump shot from 9 ft,
11:00.0,Defensive rebound by J. Johnson, ,3-3, , ,
10:49.0,C. Capela makes 2-pt layup from 6 ft (assist by B. Bogdanović),+2,5-3, , ,Lead change
10:36.0, , ,5-3, ,K. Thompson misses 2-pt jump shot from 13 ft,
10:33.0,Defensive rebound by C. Capela, ,5-3, , ,
10:24.0,S. Bey makes 3-pt jump shot from 27 ft (assist by J. Johnson),+3,8-3, , ,
10:12.0, , ,8-3, ,S. Curry misses 2-pt layup from 7 ft,
10:09.0,Defensive rebound by C. Capela, ,8-3, , ,
10:02.0,J. Johnson makes 2-pt layup from 4 ft,+2,10-3, , ,
9:45.0, , ,10-6,+3,D. Šarić makes 3-pt jump shot from 27 ft (assist by K. Thompson),
9:29.0,Turnover by D. Murray (lost ball; steal by K. Looney), ,10-6, , ,
9:11.0, , ,10-8,+2,D. Šarić makes 2-pt hook shot from 8 ft,
8:55.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by S. Bey),+3,13-8, , ,
8:37.0, , ,13-8, ,A. Wiggins misses 3-pt jump shot from 28 ft,
8:35.0,Defensive rebound by J. Johnson, ,13-8, , ,
8:28.0,J. Johnson misses 2-pt jump shot from 13 ft, ,13-8, , ,
8:25.0, , ,13-8, ,Defensive rebound by K. Looney,
8:15.0, , ,13-10,+2,A. Wiggins makes 2-pt jump shot from 8 ft,
8:07.0,Shooting foul by A. Wiggins (drawn by D. Murray), ,13-10, , ,
8:07.0,D. Murray makes free throw 1 of 2,+1,14-10, , ,
8:07.0,D. Murray makes free throw 2 of 2,+1,15-10, , ,
7:58.0, , ,15-13,+3,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),
7:44.0,C. Capela misses 2-pt hook shot from 9 ft, ,15-13, , ,
7:43.0,Offensive rebound by C. Capela, ,15-13, , ,
7:42.0,C. Capela misses 2-pt layup at rim, ,15-13, , ,
7:40.0,Offensive rebound by C. Capela, ,15-13, , ,
7:35.0,J. Johnson misses 3-pt jump shot from 27 ft, ,15-13, , ,
7:34.0, , ,15-13, ,Defensive rebound by K. Looney,
7:26.0, , ,15-13, ,K. Thompson misses 3-pt jump shot from 27 ft,
7:23.0, , ,15-13, ,Offensive rebound by D. Šarić,
7:20.0, , ,15-13, ,K. Thompson misses 3-pt jump shot from 27 ft,
7:17.0,Defensive rebound by D. Murray, ,15-13, , ,
7:12.0,B. Bogdanović misses 3-pt jump shot from 24 ft, ,15-13, , ,
7:08.0, , ,15-13, ,Defensive rebound by K. Looney,
7:05.0, , ,15-13, ,Shooting foul by J. Johnson (drawn by S. Curry),
7:05.0, , ,15-14,+1,S. Curry makes free throw 1 of 2,
7:05.0, , ,15-14, ,D. Green enters the game for K. Looney,
7:05.0, , ,15-15,+1,S. Curry makes free throw 2 of 2,Tie
6:49.0,Shooting foul by S. Curry (drawn by S. Bey), ,15-15, , ,
6:49.0, , ,15-15, ,Golden State full timeout,
6:49.0,G. Mathews enters the game for B. Bogdanović, ,15-15, , ,
6:49.0,P. Mills enters the game for J. Johnson, ,15-15, , ,
6:49.0,S. Bey makes free throw 1 of 2,+1,16-15, , ,
6:49.0,S. Bey makes free throw 2 of 2,+1,17-15, , ,
6:41.0, , ,17-15, ,Shooting foul by C. Capela (drawn by A. Wiggins),
6:41.0, , ,17-16,+1,A. Wiggins makes free throw 1 of 2,
6:41.0, , ,17-16, ,J. Kuminga enters the game for D. Šarić,
6:41.0, , ,17-16, ,B. Podziemski enters the game for K. Thompson,
6:41.0, , ,17-17,+1,A. Wiggins makes free throw 2 of 2,Tie
6:25.0,D. Murray misses 3-pt jump shot from 26 ft, ,17-17, , ,
6:20.0, , ,17-17, ,Defensive rebound by J. Kuminga,
6:09.0, , ,17-17, ,A. Wiggins misses 2-pt jump shot from 6 ft,
6:06.0, , ,17-17, ,Offensive rebound by A. Wiggins,
5:57.0, , ,17-17, ,B. Podziemski misses 2-pt jump shot from 16 ft,
5:54.0,Defensive rebound by C. Capela, ,17-17, , ,
5:46.0,S. Bey misses 3-pt jump shot from 26 ft, ,17-17, , ,
5:43.0,Offensive rebound by P. Mills, ,17-17, , ,
5:40.0,P. Mills misses 2-pt jump shot from 6 ft, ,17-17, , ,
5:37.0, , ,17-17, ,Defensive rebound by J. Kuminga,
5:24.0, , ,17-19,+2,J. Kuminga makes 2-pt jump shot from 8 ft,Lead change
5:24.0, , ,17-19, ,Shooting foul by G. Mathews (drawn by J. Kuminga),
5:24.0,O. Okongwu enters the game for C. Capela, ,17-19, , ,
5:24.0, , ,17-20,+1,J. Kuminga makes free throw 1 of 1,
5:12.0,G. Mathews misses 3-pt jump shot from 23 ft, ,17-20, , ,
5:09.0,Offensive rebound by D. Murray, ,17-20, , ,
4:56.0,G. Mathews misses 3-pt jump shot from 22 ft, ,17-20, , ,
4:52.0, , ,17-20, ,Defensive rebound by B. Podziemski,
4:41.0, , ,17-22,+2,J. Kuminga makes 2-pt jump shot from 9 ft (assist by D. Green),
4:28.0,Offensive foul by O. Okongwu (drawn by D. Green), ,17-22, , ,
4:28.0,Turnover by O. Okongwu (offensive foul), ,17-22, , ,
4:28.0,J. Johnson enters the game for S. Bey, ,17-22, , ,
4:20.0, , ,17-22, ,S. Curry misses 3-pt jump shot from 28 ft,
4:16.0,Defensive rebound by O. Okongwu, ,17-22, , ,
4:06.0,J. Johnson misses 2-pt jump shot from 10 ft, ,17-22, , ,
4:01.0, , ,17-22, ,Defensive rebound by D. Green,
3:54.0, , ,17-22, ,S. Curry misses 2-pt layup from 4 ft,
3:52.0,Defensive rebound by J. Johnson, ,17-22, , ,
3:48.0,D. Murray misses 3-pt jump shot from 25 ft, ,17-22, , ,
3:45.0,Offensive rebound by O. Okongwu, ,17-22, , ,
3:39.0,O. Okongwu misses 2-pt layup from 6 ft (block by J. Kuminga), ,17-22, , ,
3:39.0,Offensive rebound by Team, ,17-22, , ,
3:39.0, , ,17-22, ,C. Joseph enters the game for A. Wiggins,
