A,B,C,D,E,F,Event
1st Q
Time,Atlanta,,Score,,Philadelphia,
12:00.0,Jump ball: O. Okongwu vs. P. Reed (S. Bey gains possession),
11:46.0,O. Okongwu makes 2-pt hook shot from 8 ft (assist by J. Johnson),+2,2-0, , ,
11:29.0, , ,2-0, ,C. Payne misses 3-pt jump shot from 27 ft,
11:27.0,Defensive rebound by J. Johnson, ,2-0, , ,
11:21.0,J. Johnson makes 2-pt layup from 1 ft,+2,4-0, , ,
11:08.0, , ,4-0, ,B. Hield misses 2-pt jump shot from 14 ft,
11:05.0,Defensive rebound by J. Johnson, ,4-0, , ,
11:00.0,B. Bogdanović misses 2-pt layup from 1 ft, ,4-0, , ,
10:58.0, , ,4-0, ,Defensive rebound by P. Reed,
10:53.0, , ,4-0, ,B. Hield misses 2-pt layup from 2 ft (block by B. Bogdanović),
10:50.0,Defensive rebound by O. Okongwu, ,4-0, , ,
10:44.0,S. Bey makes 2-pt layup from 1 ft (assist by T. Young),+2,6-0, , ,
10:30.0, , ,6-0, ,Turnover by C. Payne (bad pass),
10:17.0,T. Young misses 3-pt jump shot from 31 ft, ,6-0, , ,
10:14.0, , ,6-0, ,Defensive rebound by P. Reed,
10:08.0, , ,6-2,+2,T. Harris makes 2-pt layup from 3 ft,
9:49.0, , ,6-2, ,Violation by Team (kicked ball),
9:45.0,O. Okongwu makes 2-pt layup from 5 ft (assist by T. Young),+2,8-2, , ,
9:45.0, , ,8-2, ,Violation by Team (def goaltending),
9:24.0, , ,8-5,+3,B. Hield makes 3-pt jump shot from 25 ft,
9:13.0,J. Johnson misses 3-pt jump shot from 27 ft, ,8-5, , ,
9:11.0, , ,8-5, ,Defensive rebound by P. Reed,
9:03.0, , ,8-7,+2,B. Hield makes 2-pt layup from 2 ft (assist by C. Payne),
8:45.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Young),+3,11-7, , ,
8:34.0, , ,11-7, ,C. Payne misses 3-pt jump shot from 24 ft,
8:32.0,Defensive rebound by J. Johnson, ,11-7, , ,
8:26.0,S. Bey misses 3-pt jump shot from 27 ft, ,11-7, , ,
8:23.0, , ,11-7, ,Defensive rebound by K. Oubre,
8:16.0, , ,11-9,+2,K. Oubre makes 2-pt layup from 2 ft,
7:51.0,O. Okongwu misses 2-pt layup from 3 ft, ,11-9, , ,
7:47.0,Offensive rebound by S. Bey, ,11-9, , ,
7:47.0,Personal foul by P. Reed (drawn by S. Bey), ,11-9, , ,
7:43.0,T. Young makes 3-pt jump shot from 27 ft (assist by J. Johnson),+3,14-9, , ,
7:32.0, , ,14-9, ,P. Reed misses 2-pt jump shot from 15 ft,
7:29.0,Defensive rebound by S. Bey, ,14-9, , ,
7:21.0,B. Bogdanović misses 3-pt jump shot from 23 ft, ,14-9, , ,
7:17.0, , ,14-9, ,Defensive rebound by B. Hield,
7:06.0, , ,14-9, ,T. Harris misses 3-pt jump shot from 26 ft,
7:03.0, , ,14-9, ,Offensive rebound by P. Reed,
6:58.0, , ,14-11,+2,P. Reed makes 2-pt jump shot from 11 ft (assist by C. Payne),
6:58.0, , ,14-11, ,Shooting foul by O. Okongwu (drawn by P. Reed),
6:58.0, , ,14-11, ,Philadelphia full timeout,
6:58.0,T. Forrest enters the game for T. Young, ,14-11, , ,
6:58.0, , ,14-12,+1,P. Reed makes free throw 1 of 1,
6:36.0,B. Bogdanović misses 2-pt jump shot from 9 ft, ,14-12, , ,
6:32.0,Offensive rebound by O. Okongwu, ,14-12, , ,
6:32.0,O. Okongwu makes 2-pt layup at rim,+2,16-12, , ,
6:19.0, , ,16-15,+3,T. Harris makes 3-pt jump shot from 23 ft (assist by P. Reed),
6:02.0,O. Okongwu makes 2-pt dunk from 1 ft (assist by J. Johnson),+2,18-15, , ,
5:45.0, , ,18-15, ,T. Harris misses 2-pt layup from 1 ft,
5:45.0, , ,18-15, ,Offensive rebound by Team,
5:45.0,D. Hunter enters the game for J. Johnson, ,18-15, , ,
5:42.0, , ,18-15, ,B. Hield misses 3-pt jump shot from 27 ft,
5:37.0, , ,18-15, ,Offensive rebound by C. Payne,
5:37.0, , ,18-17,+2,C. Payne makes 2-pt layup at rim,
5:23.0,S. Bey misses 2-pt layup from 4 ft, ,18-17, , ,
5:19.0,Offensive rebound by S. Bey, ,18-17, , ,
5:19.0,S. Bey misses 2-pt layup at rim, ,18-17, , ,
5:18.0, , ,18-17, ,Defensive rebound by T. Harris,
5:08.0, , ,18-17, ,C. Payne misses 2-pt jump shot from 11 ft,
5:06.0,Defensive rebound by S. Bey, ,18-17, , ,
4:59.0,D. Hunter misses 2-pt layup from 3 ft, ,18-17, , ,
4:57.0,Offensive rebound by S. Bey, ,18-17, , ,
